+--------+----------------------+----------------------+-----------------------+--------------------+----------------------+---------------------+--------+--------+-----------------------+
| Bin#   |          ZZ          |         ttZ          |         Higgs         |         WZ         |        Other         |        Total        |  data  | Ratio  |          WWZ          |
|--------+----------------------+----------------------+-----------------------+--------------------+----------------------+---------------------+--------+--------+-----------------------+
| Bin0   |        0 ± 0         |        0 ± 0         |         0 ± 0         |       0 ± 0        |        0 ± 0         |        0 ± 0        | 0 ± 0  | 0 ± 0  |         0 ± 0         |
| Bin1   |        0 ± 0         |        0 ± 0         |         0 ± 0         |       0 ± 0        |        0 ± 0         |        0 ± 0        | 0 ± 0  | 0 ± 0  |         0 ± 0         |
| Bin2   |        0 ± 0         |        0 ± 0         |         0 ± 0         |       0 ± 0        |        0 ± 0         |        0 ± 0        | 0 ± 0  | 0 ± 0  |         0 ± 0         |
| Bin3   |        0 ± 0         |        0 ± 0         |         0 ± 0         |       0 ± 0        |        0 ± 0         |        0 ± 0        | 0 ± 0  | 0 ± 0  |         0 ± 0         |
| Bin4   |  0.03022 ± 0.003341  | 0.007181 ± 0.004763  |  0.005248 ± 0.005248  |  0.06135 ± 0.0539  |     0 ± 0.001677     |   0.104 ± 0.05449   | 0 ± 0  | 0 ± 0  |   0.0432 ± 0.001008   |
| Bin5   |  0.04277 ± 0.003993  |  0.02154 ± 0.007181  |   0.1038 ± 0.09868    |  0.0216 ± 0.0216   |  0.03862 ± 0.03452   |   0.2283 ± 0.1071   | 0 ± 0  | 0 ± 0  |   0.1639 ± 0.06425    |
| Bin6   |  0.04222 ± 0.003968  |  0.02154 ± 0.008736  | -0.005248 ± 0.005248  |  0.0432 ± 0.02646  | 0.004743 ± 0.002372  |  0.1065 ± 0.02873   | 0 ± 0  | 0 ± 0  |    0.116 ± 0.04544    |
| Bin7   |  0.03317 ± 0.00355   |  0.03734 ± 0.01016   |     0 ± 0.007422      |  -0.0216 ± 0.0216  | 0.001186 ± 0.002054  |  0.0501 ± 0.02533   | 0 ± 0  | 0 ± 0  |   0.1052 ± 0.04544    |
| Bin8   |  0.02791 ± 0.003192  |  0.02154 ± 0.009634  |  0.005248 ± 0.005248  | 0.05055 ± 0.05055  | 0.001186 ± 0.001186  |  0.1064 ± 0.05184   | 0 ± 0  | 0 ± 0  |  0.04989 ± 0.001202   |
| Bin9   |  0.01764 ± 0.002545  |  0.0359 ± 0.009846   |         0 ± 0         |    0 ± 0.01527     |     0 ± 0.001677     |  0.05354 ± 0.01843  | 0 ± 0  | 0 ± 0  |   0.2222 ± 0.09086    |
| Bin10  |  0.01868 ± 0.002658  | 0.008617 ± 0.008853  |  0.005248 ± 0.005248  |  0.0324 ± 0.01871  |  0.03506 ± 0.03441   |    0.1 ± 0.04059    | 0 ± 0  | 0 ± 0  |   0.07739 ± 0.04544   |
| Bin11  |  0.01604 ± 0.002476  |  0.02298 ± 0.008853  |         0 ± 0         |  0.0216 ± 0.01527  | 0.003092 ± 0.002802  |  0.06371 ± 0.01805  | 0 ± 0  | 0 ± 0  |   0.07039 ± 0.04544   |
| Bin12  |  0.0135 ± 0.002258   |  0.03878 ± 0.008969  |         0 ± 0         |       0 ± 0        |        0 ± 0         | 0.05227 ± 0.009248  | 0 ± 0  | 0 ± 0  |   0.02009 ± 0.06425   |
| Bin13  |  0.01177 ± 0.00208   |  0.01293 ± 0.007734  |  0.005248 ± 0.005248  | 0.03975 ± 0.05169  |     0 ± 0.001677     |   0.0697 ± 0.0526   | 0 ± 0  | 0 ± 0  |   0.1062 ± 0.06425    |
| Bin14  |  0.01004 ± 0.001962  |  0.03447 ± 0.008617  |         0 ± 0         |       0 ± 0        |        0 ± 0         | 0.04451 ± 0.008837  | 0 ± 0  | 0 ± 0  |  0.01196 ± 0.0007093  |
| Bin15  | 0.005997 ± 0.001542  |  0.02585 ± 0.007866  |         0 ± 0         |    0 ± 0.01527     |        0 ± 0         |  0.03185 ± 0.01725  | 0 ± 0  | 0 ± 0  |  0.00904 ± 0.0005763  |
| Bin16  | 0.005091 ± 0.001357  |  0.02585 ± 0.007866  |         0 ± 0         |       0 ± 0        |        0 ± 0         | 0.03094 ± 0.007982  | 0 ± 0  | 0 ± 0  | 0.008339 ± 0.0006173  |
| Bin17  | 0.006954 ± 0.001619  |  0.01867 ± 0.005178  |  0.005248 ± 0.005248  |       0 ± 0        |        0 ± 0         | 0.03087 ± 0.007548  | 0 ± 0  | 0 ± 0  | 0.005783 ± 0.0005115  |
| Bin18  | 0.003136 ± 0.001099  |  0.01149 ± 0.004975  |         0 ± 0         |       0 ± 0        |        0 ± 0         | 0.01463 ± 0.005095  | 0 ± 0  | 0 ± 0  |   0.09585 ± 0.06424   |
| Bin19  | 0.003953 ± 0.001242  |  0.0158 ± 0.005178   |         0 ± 0         |  -0.0108 ± 0.0108  |        0 ± 0         | 0.008949 ± 0.01204  | 0 ± 0  | 0 ± 0  | 0.003943 ± 0.0003841  |
| Bin20  | 0.002455 ± 0.000951  |  0.01005 ± 0.004763  |         0 ± 0         |    0 ± 0.01527     |        0 ± 0         |  0.01251 ± 0.01603  | 0 ± 0  | 0 ± 0  |   0.04839 ± 0.04543   |
| Bin21  |  0.02236 ± 0.002961  |  0.04308 ± 0.01202   |   0.1143 ± 0.09896    |  0.0216 ± 0.0216   |  0.03506 ± 0.03441   |   0.2364 ± 0.1077   | 0 ± 0  | 0 ± 0  |    0.1517 ± 0.1016    |
+--------+----------------------+----------------------+-----------------------+--------------------+----------------------+---------------------+--------+--------+-----------------------+
