+--------+----------------------+----------------------+----------------------+--------------------+-----------------------+----------------------+--------+---------+----------------------+
| Bin#   |          ZZ          |         ttZ          |        Higgs         |         WZ         |         Other         |        Total         |  data  |  Ratio  |         WWZ          |
|--------+----------------------+----------------------+----------------------+--------------------+-----------------------+----------------------+--------+---------+----------------------+
| Bin0   |        0 ± 0         |        0 ± 0         |        0 ± 0         |       0 ± 0        |         0 ± 0         |        0 ± 0         | 0 ± 0  |  0 ± 0  |        0 ± 0         |
| Bin1   |        0 ± 0         |        0 ± 0         |        0 ± 0         |       0 ± 0        |         0 ± 0         |        0 ± 0         | 0 ± 0  |  0 ± 0  |        0 ± 0         |
| Bin2   |        0 ± 0         |        0 ± 0         |        0 ± 0         |       0 ± 0        |         0 ± 0         |        0 ± 0         | 0 ± 0  |  0 ± 0  |        0 ± 0         |
| Bin3   |        0 ± 0         |        0 ± 0         |        0 ± 0         |       0 ± 0        |         0 ± 0         |        0 ± 0         | 0 ± 0  |  0 ± 0  |        0 ± 0         |
| Bin4   | 0.002818 ± 0.001034  | 0.001436 ± 0.001436  |        0 ± 0         |  0.0108 ± 0.0108   |  0.001186 ± 0.001186  |  0.01624 ± 0.01101   | 0 ± 0  |  0 ± 0  | 0.003569 ± 0.000253  |
| Bin5   |   0.008 ± 0.001715   | 0.001436 ± 0.003211  | 0.005248 ± 0.005248  |       0 ± 0        |  0.002372 ± 0.001677  |  0.01706 ± 0.006604  | 0 ± 0  |  0 ± 0  | 0.01186 ± 0.0004429  |
| Bin6   |  0.01809 ± 0.002587  |  0.01293 ± 0.005562  |        0 ± 0         |     0 ± 0.0216     |         0 ± 0         |  0.03101 ± 0.02246   | 0 ± 0  |  0 ± 0  |  0.07024 ± 0.04543   |
| Bin7   |  0.03727 ± 0.00374   |  0.02154 ± 0.00825   |  0.0105 ± 0.007422   |  0.0432 ± 0.02646  |   0.03625 ± 0.03443   |   0.1488 ± 0.04498   | 0 ± 0  |  0 ± 0  |   0.2266 ± 0.09086   |
| Bin8   |  0.03481 ± 0.003626  |  0.02011 ± 0.009307  |  0.01574 ± 0.00909   |  0.0432 ± 0.0216   |     0 ± 0.002372      |   0.1139 ± 0.02559   | 0 ± 0  |  0 ± 0  | 0.05058 ± 0.0009652  |
| Bin9   |  0.0299 ± 0.003393   |  0.05026 ± 0.01122   |        0 ± 0         |  0.03975 ± 0.0539  |     0 ± 0.001677      |   0.1199 ± 0.05519   | 0 ± 0  |  0 ± 0  |   0.1392 ± 0.06425   |
| Bin10  |  0.02245 ± 0.002916  | 0.007181 ± 0.007734  |        0 ± 0         |  -0.0108 ± 0.0108  |  0.004998 ± 0.003389  |  0.02383 ± 0.01402   | 0 ± 0  |  0 ± 0  |  0.04353 ± 0.001058  |
| Bin11  |  0.01964 ± 0.002676  |  0.0316 ± 0.009526   |     0 ± 0.007422     | 0.03975 ± 0.05169  |   0.03671 ± 0.03438   |   0.1277 ± 0.0633    | 0 ± 0  |  0 ± 0  |   0.1276 ± 0.06425   |
| Bin12  |   0.0195 ± 0.00272   |  0.04308 ± 0.009083  |        0 ± 0         | 0.07215 ± 0.05281  |         0 ± 0         |   0.1347 ± 0.05365   | 0 ± 0  |  0 ± 0  |  0.07731 ± 0.04544   |
| Bin13  |  0.01405 ± 0.002263  |  0.0158 ± 0.007996   |     0 ± 0.007422     |  -0.0108 ± 0.0108  | -0.001186 ± 0.001186  |  0.01786 ± 0.01556   | 0 ± 0  |  0 ± 0  |  0.02754 ± 0.001036  |
| Bin14  |  0.01545 ± 0.002394  |  0.02154 ± 0.007181  | 0.005248 ± 0.005248  |  0.0108 ± 0.0108   |  0.001186 ± 0.001186  |  0.05423 ± 0.01424   | 0 ± 0  |  0 ± 0  | 0.02351 ± 0.0009354  |
| Bin15  |  0.01286 ± 0.002191  |  0.02011 ± 0.008124  |        0 ± 0         |  0.0108 ± 0.0108   |  0.001186 ± 0.002054  |  0.04495 ± 0.01384   | 0 ± 0  |  0 ± 0  |  0.06585 ± 0.04543   |
| Bin16  |  0.004454 ± 0.00128  |  0.01867 ± 0.006887  | 0.005248 ± 0.005248  |    0 ± 0.01527     |   0.03434 ± 0.03434   |  0.06271 ± 0.03859   | 0 ± 0  |  0 ± 0  |   0.1539 ± 0.07868   |
| Bin17  | 0.007545 ± 0.001687  |  0.01293 ± 0.005562  |        0 ± 0         |       0 ± 0        |         0 ± 0         |  0.02047 ± 0.005812  | 0 ± 0  |  0 ± 0  |   0.105 ± 0.06425    |
| Bin18  | 0.007498 ± 0.001686  | 0.008617 ± 0.006093  |        0 ± 0         |  -0.0108 ± 0.0108  |  0.001186 ± 0.001186  |   0.0065 ± 0.01257   | 0 ± 0  |  0 ± 0  |  -0.03258 ± 0.04543  |
| Bin19  | 0.004456 ± 0.001241  | 0.008617 ± 0.005745  |        0 ± 0         | -0.0216 ± 0.01527  |  0.001906 ± 0.001906  | -0.006623 ± 0.01648  | 0 ± 0  | -0 ± 0  |  0.05572 ± 0.04543   |
| Bin20  | 0.007316 ± 0.001676  |  0.01293 ± 0.005178  |        0 ± 0         |       0 ± 0        |         0 ± 0         |  0.02024 ± 0.005443  | 0 ± 0  |  0 ± 0  | 0.01016 ± 0.0007023  |
