+--------+--------------------+-----------------------+-----------------------+--------------------+-----------------------+-------------------+--------+--------+-----------------------+
| Bin#   |         ZZ         |          ttZ          |         Higgs         |         WZ         |         Other         |       Total       |  data  | Ratio  |          WWZ          |
|--------+--------------------+-----------------------+-----------------------+--------------------+-----------------------+-------------------+--------+--------+-----------------------+
| Bin0   |       0 ± 0        |         0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |         0 ± 0         |
| Bin1   |  16.98 ± 0.07858   |   0.1178 ± 0.01612    |   0.1248 ± 0.09951    | 0.06481 ± 0.03055  |  0.009487 ± 0.005303  |   17.3 ± 0.1315   | 0 ± 0  | 0 ± 0  |   0.2315 ± 0.04548    |
| Bin2   |  13.39 ± 0.06977   |   0.08904 ± 0.0156    |   0.1038 ± 0.09896    | 0.06135 ± 0.05602  |  0.003558 ± 0.003137  |  13.65 ± 0.1344   | 0 ± 0  | 0 ± 0  |   0.3378 ± 0.09088    |
| Bin3   |  9.133 ± 0.05757   |   0.06175 ± 0.0121    |  -0.005248 ± 0.00909  |  0.0432 ± 0.0216   | -0.001186 ± 0.002054  |  9.232 ± 0.06336  | 0 ± 0  | 0 ± 0  |    0.1594 ± 0.0787    |
| Bin4   |  6.285 ± 0.04778   |   0.0316 ± 0.01112    | -0.005248 ± 0.005248  |  0.0108 ± 0.01871  |  0.003558 ± 0.003558  |  6.326 ± 0.05289  | 0 ± 0  | 0 ± 0  |   0.1661 ± 0.06426    |
| Bin5   |  4.443 ± 0.04022   |  0.04021 ± 0.008853   |   0.1038 ± 0.09896    |  0.0324 ± 0.01871  | -0.001186 ± 0.002054  |  4.618 ± 0.1088   | 0 ± 0  | 0 ± 0  |   0.1451 ± 0.06425    |
| Bin6   |  3.326 ± 0.03485   |  0.02872 ± 0.008374   |   0.09329 ± 0.09868   | 0.07215 ± 0.05706  |     0 ± 0.002372      |   3.52 ± 0.1195   | 0 ± 0  | 0 ± 0  |   0.03826 ± 0.06425   |
| Bin7   |  2.564 ± 0.03058   |  0.02154 ± 0.007462   |      0 ± 0.1394       | 0.05055 ± 0.05055  | -0.001186 ± 0.002652  |  2.635 ± 0.1516   | 0 ± 0  | 0 ± 0  |   0.07637 ± 0.04544   |
| Bin8   |  2.061 ± 0.02741   |  0.005745 ± 0.005745  |  0.005248 ± 0.005248  |  -0.0108 ± 0.0108  |         0 ± 0         |  2.061 ± 0.03047  | 0 ± 0  | 0 ± 0  |  0.02437 ± 0.0008447  |
| Bin9   |  1.659 ± 0.02456   |  0.01436 ± 0.005745   |  0.005248 ± 0.005248  |  0.0216 ± 0.01527  |  0.002372 ± 0.001677  |   1.703 ± 0.03    | 0 ± 0  | 0 ± 0  |  0.0201 ± 0.0007808   |
| Bin10  |  1.379 ± 0.02242   |  0.01293 ± 0.005562   |         0 ± 0         |  0.0108 ± 0.0108   |  0.001186 ± 0.001186  |  1.404 ± 0.02553  | 0 ± 0  | 0 ± 0  |  0.01696 ± 0.0007019  |
| Bin11  |  1.146 ± 0.02046   |  0.004308 ± 0.002487  |     0 ± 0.007422      |    0 ± 0.01527     |         0 ± 0         |  1.151 ± 0.0267   | 0 ± 0  | 0 ± 0  |   0.05831 ± 0.04543   |
| Bin12  |  0.9562 ± 0.01869  |  0.01436 ± 0.005374   |         0 ± 0         |       0 ± 0        |   0.03553 ± 0.03436   |  1.006 ± 0.03948  | 0 ± 0  | 0 ± 0  |  0.01093 ± 0.0005866  |
| Bin13  |  0.8092 ± 0.01719  |  0.007181 ± 0.004763  | -0.005248 ± 0.005248  |  -0.0108 ± 0.0108  |  0.002372 ± 0.001677  | 0.8027 ± 0.02157  | 0 ± 0  | 0 ± 0  | 0.009552 ± 0.0005523  |
| Bin14  |  0.659 ± 0.01555   |   0.001436 ± 0.0038   |         0 ± 0         |  -0.0108 ± 0.0108  |   0.03434 ± 0.03434   |  0.6839 ± 0.0394  | 0 ± 0  | 0 ± 0  | 0.007525 ± 0.0004858  |
| Bin15  |  0.5501 ± 0.01426  |     0 ± 0.002872      |         0 ± 0         |       0 ± 0        |  0.001186 ± 0.001186  | 0.5513 ± 0.01459  | 0 ± 0  | 0 ± 0  |   0.05129 ± 0.04543   |
| Bin16  |  0.4525 ± 0.01287  |  -0.001436 ± 0.0038   |         0 ± 0         |       0 ± 0        |         0 ± 0         | 0.4511 ± 0.01342  | 0 ± 0  | 0 ± 0  | 0.004813 ± 0.0003522  |
| Bin17  |  0.348 ± 0.01122   |  0.004308 ± 0.002487  |         0 ± 0         |       0 ± 0        |         0 ± 0         | 0.3523 ± 0.01149  | 0 ± 0  | 0 ± 0  |  0.00467 ± 0.0003965  |
| Bin18  |  0.3179 ± 0.01078  | -0.001436 ± 0.002487  |  0.005248 ± 0.005248  |       0 ± 0        |         0 ± 0         | 0.3217 ± 0.01225  | 0 ± 0  | 0 ± 0  |  0.003257 ± 0.00027   |
| Bin19  | 0.2654 ± 0.009871  |  0.002872 ± 0.002031  |         0 ± 0         |       0 ± 0        |         0 ± 0         | 0.2683 ± 0.01008  | 0 ± 0  | 0 ± 0  | 0.002516 ± 0.0001722  |
