+--------+------------------------+-----------------------+----------------------+--------------------+-----------------------+-----------------------+--------+---------+------------------------+
| Bin#   |           ZZ           |          ttZ          |        Higgs         |         WZ         |         Other         |         Total         |  data  |  Ratio  |          WWZ           |
|--------+------------------------+-----------------------+----------------------+--------------------+-----------------------+-----------------------+--------+---------+------------------------+
| Bin0   |         0 ± 0          |         0 ± 0         |        0 ± 0         |       0 ± 0        |         0 ± 0         |         0 ± 0         | 0 ± 0  |  0 ± 0  |         0 ± 0          |
| Bin1   |   0.004771 ± 0.00137   |         0 ± 0         |        0 ± 0         |       0 ± 0        |         0 ± 0         |  0.004771 ± 0.00137   | 0 ± 0  |  0 ± 0  |  0.001622 ± 0.0001748  |
| Bin2   |   0.01168 ± 0.002102   |  0.001436 ± 0.001436  | 0.005248 ± 0.005248  |  0.0108 ± 0.0108   |         0 ± 0         |   0.02917 ± 0.01228   | 0 ± 0  |  0 ± 0  |  0.005574 ± 0.0003817  |
| Bin3   |   0.0179 ± 0.002614    |  0.001436 ± 0.001436  |        0 ± 0         |       0 ± 0        |         0 ± 0         |  0.01934 ± 0.002982   | 0 ± 0  |  0 ± 0  |   0.05462 ± 0.04543    |
| Bin4   |   0.02122 ± 0.002846   |  0.005745 ± 0.002872  |     0 ± 0.007422     |    0 ± 0.01527     |         0 ± 0         |   0.02697 ± 0.01746   | 0 ± 0  |  0 ± 0  |   0.0135 ± 0.0005933   |
| Bin5   |   0.01795 ± 0.002595   |  0.007181 ± 0.004763  |        0 ± 0         | 0.06135 ± 0.05169  |         0 ± 0         |   0.08648 ± 0.05198   | 0 ± 0  |  0 ± 0  |   0.0189 ± 0.0007095   |
| Bin6   |   0.01804 ± 0.002606   |   0.004308 ± 0.0038   |        0 ± 0         |  0.0108 ± 0.0108   |  0.001186 ± 0.001186  |   0.03434 ± 0.0118    | 0 ± 0  |  0 ± 0  |   0.0214 ± 0.0007018   |
| Bin7   |   0.01086 ± 0.001997   |  0.01149 ± 0.004975   |        0 ± 0         |    0 ± 0.01527     |  0.001186 ± 0.001186  |   0.02354 ± 0.01623   | 0 ± 0  |  0 ± 0  |  0.02527 ± 0.0007321   |
| Bin8   |   0.02145 ± 0.00287    |  0.01149 ± 0.005745   |        0 ± 0         |    0 ± 0.01527     |  0.002372 ± 0.002372  |   0.03531 ± 0.01674   | 0 ± 0  |  0 ± 0  |   0.0271 ± 0.0007765   |
| Bin9   |   0.01118 ± 0.001988   | -0.002872 ± 0.004975  |        0 ± 0         |  0.0216 ± 0.01527  |  0.001186 ± 0.001186  |   0.0311 ± 0.01623    | 0 ± 0  |  0 ± 0  |   0.07394 ± 0.04543    |
| Bin10  |   0.01414 ± 0.002291   |  0.02011 ± 0.005745   | 0.005248 ± 0.005248  |       0 ± 0        |  0.002372 ± 0.001677  |  0.04186 ± 0.008283   | 0 ± 0  |  0 ± 0  |   0.02896 ± 0.000847   |
| Bin11  |   0.01145 ± 0.002117   |  0.004308 ± 0.004763  |  0.0105 ± 0.007422   | -0.0108 ± 0.01871  | -0.001186 ± 0.001186  |   0.01427 ± 0.02082   | 0 ± 0  |  0 ± 0  |   0.07194 ± 0.04543    |
| Bin12  |   0.01318 ± 0.00221    |   0.01867 ± 0.00626   |        0 ± 0         |  -0.0108 ± 0.0108  |   0.03553 ± 0.0344    |   0.05658 ± 0.03666   | 0 ± 0  |  0 ± 0  |   0.07066 ± 0.04543    |
| Bin13  |   0.01191 ± 0.002093   |  0.007181 ± 0.005921  | 0.005248 ± 0.005248  |  0.0216 ± 0.01527  |   0.03625 ± 0.03439   |   0.08219 ± 0.03851   | 0 ± 0  |  0 ± 0  |  0.02391 ± 0.0007649   |
| Bin14  |  0.008048 ± 0.001657   |  0.01149 ± 0.005374   |        0 ± 0         |  0.0216 ± 0.01527  | -0.001186 ± 0.002054  |   0.03995 ± 0.01641   | 0 ± 0  |  0 ± 0  |   0.06648 ± 0.07868    |
| Bin15  |  0.005503 ± 0.001346   |  0.01436 ± 0.005745   |  0.09329 ± 0.09868   | 0.05055 ± 0.05281  |         0 ± 0         |    0.1637 ± 0.1121    | 0 ± 0  |  0 ± 0  |    0.0648 ± 0.04543    |
| Bin16  |   0.00818 ± 0.001774   |   0.0158 ± 0.005921   |        0 ± 0         | 0.05055 ± 0.05281  |         0 ± 0         |   0.07453 ± 0.05317   | 0 ± 0  |  0 ± 0  |  0.01908 ± 0.0008014   |
| Bin17  |  0.007092 ± 0.001574   |  0.01149 ± 0.006423   |        0 ± 0         |  -0.0108 ± 0.0108  |         0 ± 0         |   0.00778 ± 0.01266   | 0 ± 0  |  0 ± 0  |    0.1521 ± 0.07868    |
| Bin18  |  0.006454 ± 0.001565   |  0.01149 ± 0.004975   |        0 ± 0         |       0 ± 0        | -0.001186 ± 0.001186  |  0.01676 ± 0.005348   | 0 ± 0  |  0 ± 0  |  0.01466 ± 0.0006818   |
| Bin19  |  0.006817 ± 0.001594   |  0.01149 ± 0.006093   |        0 ± 0         |       0 ± 0        |     0 ± 0.001677      |  0.01831 ± 0.006517   | 0 ± 0  |  0 ± 0  |   0.05911 ± 0.04543    |
