+--------+------------------------+-----------------------+-----------------------+--------------------+-----------------------+------------------------+--------+---------+------------------------+
| Bin#   |           ZZ           |          ttZ          |         Higgs         |         WZ         |         Other         |         Total          |  data  |  Ratio  |          WWZ           |
|--------+------------------------+-----------------------+-----------------------+--------------------+-----------------------+------------------------+--------+---------+------------------------+
| Bin0   |         0 ± 0          |         0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         |         0 ± 0          | 0 ± 0  |  0 ± 0  |         0 ± 0          |
| Bin1   |    7.596 ± 0.05321     |  0.001436 ± 0.001436  |   0.09854 ± 0.09854   |  0.0108 ± 0.0108   |         0 ± 0         |     7.706 ± 0.1125     | 0 ± 0  |  0 ± 0  |  0.009485 ± 0.0005617  |
| Bin2   |     15.4 ± 0.0753      |  0.008617 ± 0.003518  |         0 ± 0         |  0.0216 ± 0.01527  |     0 ± 0.001677      |    15.43 ± 0.07693     | 0 ± 0  |  0 ± 0  |  0.02561 ± 0.0008309   |
| Bin3   |    14.69 ± 0.07311     |  0.005745 ± 0.004975  |         0 ± 0         |    0 ± 0.01527     | -0.001186 ± 0.002054  |     14.7 ± 0.07488     | 0 ± 0  |  0 ± 0  |   -0.00409 ± 0.04544   |
| Bin4   |    11.23 ± 0.06363     |  0.02011 ± 0.006093   |   0.0105 ± 0.007422   | 0.07215 ± 0.05497  |  0.002372 ± 0.001677  |    11.33 ± 0.08465     | 0 ± 0  |  0 ± 0  |   0.09927 ± 0.04544    |
| Bin5   |    7.751 ± 0.05282     |  0.03016 ± 0.007996   |  -0.09854 ± 0.09854   |  0.0324 ± 0.01871  |   0.03553 ± 0.03444   |     7.751 ± 0.1187     | 0 ± 0  |  0 ± 0  |    0.1076 ± 0.04544    |
| Bin6   |    4.897 ± 0.04187     |  0.02154 ± 0.006581   |  0.005248 ± 0.00909   |  0.1011 ± 0.07623  |  0.003558 ± 0.002652  |    5.029 ± 0.08773     | 0 ± 0  |  0 ± 0  |   0.06536 ± 0.001275   |
| Bin7   |    3.055 ± 0.03305     |   0.0316 ± 0.008374   |   0.1038 ± 0.09868    |  0.0216 ± 0.01527  |   0.03434 ± 0.03442   |     3.246 ± 0.111      | 0 ± 0  |  0 ± 0  |   0.06659 ± 0.001282   |
| Bin8   |    1.744 ± 0.02499     |  0.01723 ± 0.007036   |    0.2023 ± 0.1397    |  0.0324 ± 0.02415  |  0.002372 ± 0.001677  |     1.999 ± 0.1441     | 0 ± 0  |  0 ± 0  |   0.06377 ± 0.001269   |
| Bin9   |     1.07 ± 0.01959     |  0.03303 ± 0.008736   |   0.1038 ± 0.09868    |  0.0216 ± 0.01527  |  0.007115 ± 0.003354  |     1.236 ± 0.1022     | 0 ± 0  |  0 ± 0  |    0.2409 ± 0.09086    |
| Bin10  |    0.6621 ± 0.01544    |  0.02298 ± 0.008124   | -0.005248 ± 0.005248  |  0.0216 ± 0.01527  | -0.002372 ± 0.002905  |    0.6991 ± 0.02395    | 0 ± 0  |  0 ± 0  |   0.007616 ± 0.04544   |
| Bin11  |    0.3754 ± 0.01165    |  0.02011 ± 0.007599   |         0 ± 0         |  0.0108 ± 0.0108   |  0.002372 ± 0.001677  |    0.4087 ± 0.01769    | 0 ± 0  |  0 ± 0  |   0.04549 ± 0.001228   |
| Bin12  |   0.2308 ± 0.009086    |  0.02729 ± 0.008736   |     0 ± 0.007422      |    0 ± 0.01527     |  0.004743 ± 0.002372  |    0.2628 ± 0.02128    | 0 ± 0  |  0 ± 0  |   0.08373 ± 0.04544    |
| Bin13  |   0.1548 ± 0.007515    |  0.01723 ± 0.008124   | -0.005248 ± 0.005248  |    0 ± 0.01527     |  0.001186 ± 0.001186  |    0.168 ± 0.01962     | 0 ± 0  |  0 ± 0  |   0.07929 ± 0.04544    |
| Bin14  |   0.1124 ± 0.006476    |  0.01723 ± 0.007323   |         0 ± 0         |  0.0108 ± 0.0108   |         0 ± 0         |    0.1404 ± 0.01457    | 0 ± 0  |  0 ± 0  |   0.07274 ± 0.04544    |
| Bin15  |   0.06605 ± 0.004893   |  0.02011 ± 0.007036   |  -0.0105 ± 0.007422   |    0 ± 0.01527     |  0.001186 ± 0.001186  |   0.07685 ± 0.01906    | 0 ± 0  |  0 ± 0  |  0.02242 ± 0.0008523   |
| Bin16  |   0.04528 ± 0.004091   |  0.02441 ± 0.007462   |  -0.09854 ± 0.09882   |  0.0108 ± 0.0108   |  0.002372 ± 0.002372  |   -0.01568 ± 0.0998    | 0 ± 0  | -0 ± 0  |   0.06554 ± 0.04543    |
| Bin17  |   0.03849 ± 0.003818   |  0.02011 ± 0.007036   |         0 ± 0         |  -0.0108 ± 0.0108  |  0.002372 ± 0.002372  |   0.05017 ± 0.01365    | 0 ± 0  |  0 ± 0  |  0.01516 ± 0.0007495   |
| Bin18  |   0.03203 ± 0.003543   |  0.01149 ± 0.006093   | -0.005248 ± 0.005248  |       0 ± 0        |  0.001186 ± 0.002054  |   0.03946 ± 0.009024   | 0 ± 0  |  0 ± 0  |    0.0587 ± 0.04543    |
