+--------+-------------------+----------------------+----------------------+--------------------+-----------------------+-------------------+--------+--------+-----------------------+
| Bin#   |        ZZ         |         ttZ          |        Higgs         |         WZ         |         Other         |       Total       |  data  | Ratio  |          WWZ          |
|--------+-------------------+----------------------+----------------------+--------------------+-----------------------+-------------------+--------+--------+-----------------------+
| Bin0   |       0 ± 0       |        0 ± 0         |        0 ± 0         |       0 ± 0        |         0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |         0 ± 0         |
| Bin1   |       0 ± 0       |        0 ± 0         |        0 ± 0         |       0 ± 0        |         0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |         0 ± 0         |
| Bin2   |       0 ± 0       |        0 ± 0         |        0 ± 0         |       0 ± 0        |         0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |         0 ± 0         |
| Bin3   |       0 ± 0       |        0 ± 0         |        0 ± 0         |       0 ± 0        |         0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |         0 ± 0         |
| Bin4   | 0.6999 ± 0.01556  |        0 ± 0         |        0 ± 0         |     0 ± 0.0216     |         0 ± 0         | 0.6999 ± 0.02662  | 0 ± 0  | 0 ± 0  | 0.004587 ± 0.0002963  |
| Bin5   |  2.452 ± 0.02925  | 0.005745 ± 0.004062  |        0 ± 0         |    0 ± 0.01527     |  0.001186 ± 0.002054  |  2.459 ± 0.03331  | 0 ± 0  | 0 ± 0  |  0.01731 ± 0.0005312  |
| Bin6   |  5.848 ± 0.04565  |  0.02298 ± 0.007036  |     0 ± 0.007422     |  0.0108 ± 0.01871  |  0.002372 ± 0.002372  |  5.884 ± 0.05043  | 0 ± 0  | 0 ± 0  |   0.08307 ± 0.04543   |
| Bin7   |  11.43 ± 0.0645   |  0.02872 ± 0.008617  |   0.1038 ± 0.09896   |  0.0432 ± 0.0216   |  0.008301 ± 0.003558  |  11.61 ± 0.1204   | 0 ± 0  | 0 ± 0  |   0.06744 ± 0.00109   |
| Bin8   |   11 ± 0.06348    |  0.03447 ± 0.00995   |   0.1918 ± 0.1397    | 0.09375 ± 0.05497  |     0 ± 0.002905      |  11.32 ± 0.1633   | 0 ± 0  | 0 ± 0  |   0.1697 ± 0.06426    |
| Bin9   |  8.751 ± 0.0566   |  0.04452 ± 0.01046   |   0.02099 ± 0.0105   |  0.1046 ± 0.05602  |   0.03315 ± 0.03448   |  8.954 ± 0.08804  | 0 ± 0  | 0 ± 0  |   0.1202 ± 0.04545    |
| Bin10  |  6.643 ± 0.04932  |  0.04883 ± 0.00974   |  -0.1038 ± 0.09923   |    0 ± 0.01527     |     0 ± 0.003354      |  6.588 ± 0.1123   | 0 ± 0  | 0 ± 0  |   0.1581 ± 0.06425    |
| Bin11  |  4.902 ± 0.04225  |  0.03447 ± 0.009083  |    0.109 ± 0.0991    |  0.0108 ± 0.01871  | -0.001186 ± 0.002652  |  5.056 ± 0.1097   | 0 ± 0  | 0 ± 0  |   0.1094 ± 0.04545    |
| Bin12  |  3.762 ± 0.03704  |  0.03303 ± 0.01005   |  -0.1038 ± 0.09868   |  0.0216 ± 0.0216   |  0.005929 ± 0.002652  |  3.719 ± 0.1081   | 0 ± 0  | 0 ± 0  |   0.05351 ± 0.06425   |
| Bin13  |  2.769 ± 0.03172  |  0.02729 ± 0.007462  |        0 ± 0         | 0.07215 ± 0.05281  |  0.003558 ± 0.002652  |  2.872 ± 0.06211  | 0 ± 0  | 0 ± 0  |   0.1378 ± 0.06425    |
| Bin14  |  2.136 ± 0.0279   |  0.0316 ± 0.008374   | 0.005248 ± 0.005248  |    0 ± 0.01527     |  0.002372 ± 0.001677  |  2.175 ± 0.03335  | 0 ± 0  | 0 ± 0  |   0.0399 ± 0.001147   |
| Bin15  |  1.667 ± 0.02463  |  0.02011 ± 0.007036  | 0.005248 ± 0.005248  |  0.0108 ± 0.0108   |  0.001186 ± 0.001186  |  1.704 ± 0.02832  | 0 ± 0  | 0 ± 0  |   0.08012 ± 0.04544   |
| Bin16  |  1.243 ± 0.02122  |  0.02441 ± 0.006887  |        0 ± 0         |    0 ± 0.01527     |  0.001186 ± 0.002054  |  1.269 ± 0.02711  | 0 ± 0  | 0 ± 0  |  0.03152 ± 0.001141   |
| Bin17  |  1.006 ± 0.01912  |  0.03303 ± 0.007734  |        0 ± 0         |       0 ± 0        |  0.001186 ± 0.001186  |  1.04 ± 0.02066   | 0 ± 0  | 0 ± 0  |  0.02503 ± 0.0009981  |
| Bin18  |  0.821 ± 0.01734  |  0.01723 ± 0.006423  |        0 ± 0         |       0 ± 0        |   0.03553 ± 0.03436   | 0.8737 ± 0.03902  | 0 ± 0  | 0 ± 0  |   0.0226 ± 0.001029   |
| Bin19  | 0.6302 ± 0.01521  | 0.005745 ± 0.005374  |        0 ± 0         |  0.0324 ± 0.01871  |     0 ± 0.001677      | 0.6684 ± 0.02476  | 0 ± 0  | 0 ± 0  |  0.01941 ± 0.0009531  |
| Bin20  | 0.5156 ± 0.01381  | 0.007181 ± 0.005921  |        0 ± 0         |  0.0108 ± 0.0108   |  0.001186 ± 0.001186  | 0.5348 ± 0.01854  | 0 ± 0  | 0 ± 0  |  0.01503 ± 0.000808   |
| Bin21  |  3.034 ± 0.03355  |  0.05745 ± 0.01479   |   0.1038 ± 0.09868   | -0.0216 ± 0.01527  |     0 ± 0.001677      |  3.174 ± 0.1064   | 0 ± 0  | 0 ± 0  |    0.2418 ± 0.1016    |
+--------+-------------------+----------------------+----------------------+--------------------+-----------------------+-------------------+--------+--------+-----------------------+
