+--------+----------------------+----------------------+-----------------------+--------------------+-----------------------+----------------------+--------+--------+------------------------+
| Bin#   |          ZZ          |         ttZ          |         Higgs         |         WZ         |         Other         |        Total         |  data  | Ratio  |          WWZ           |
|--------+----------------------+----------------------+-----------------------+--------------------+-----------------------+----------------------+--------+--------+------------------------+
| Bin0   |        0 ± 0         |        0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         |        0 ± 0         | 0 ± 0  | 0 ± 0  |         0 ± 0          |
| Bin1   |  0.006862 ± 0.00161  |        0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         |  0.006862 ± 0.00161  | 0 ± 0  | 0 ± 0  | 0.0004138 ± 7.161e-05  |
| Bin2   |  0.1983 ± 0.008558   | 0.007181 ± 0.004763  |         0 ± 0         |       0 ± 0        |         0 ± 0         |  0.2054 ± 0.009794   | 0 ± 0  | 0 ± 0  |   0.05734 ± 0.04543    |
| Bin3   |   0.7492 ± 0.01665   |  0.02585 ± 0.009526  |         0 ± 0         |  0.0216 ± 0.01527  |         0 ± 0         |   0.7967 ± 0.02452   | 0 ± 0  | 0 ± 0  |   0.04214 ± 0.001311   |
| Bin4   |   1.474 ± 0.02331    |   0.0517 ± 0.01112   |         0 ± 0         |    0 ± 0.01527     |     0 ± 0.001677      |   1.526 ± 0.03006    | 0 ± 0  | 0 ± 0  |   0.06924 ± 0.06426    |
| Bin5   |   2.392 ± 0.02976    |  0.06606 ± 0.01202   |   0.1038 ± 0.09868    | 0.07215 ± 0.05281  | -0.001186 ± 0.002054  |    2.633 ± 0.1164    | 0 ± 0  | 0 ± 0  |   0.09392 ± 0.002045   |
| Bin6   |    3.67 ± 0.03684    |  0.04883 ± 0.01202   |  0.005248 ± 0.00909   | -0.0108 ± 0.02415  |  0.001186 ± 0.002652  |   3.715 ± 0.04664    | 0 ± 0  | 0 ± 0  |   0.09759 ± 0.06427    |
| Bin7   |    4.79 ± 0.04168    |  0.04308 ± 0.01235   | -0.005248 ± 0.005248  |  0.0216 ± 0.0216   |   0.04027 ± 0.03448   |    4.89 ± 0.05977    | 0 ± 0  | 0 ± 0  |    0.2686 ± 0.09087    |
| Bin8   |   6.541 ± 0.04884    |  0.05314 ± 0.01158   |  -0.005248 ± 0.1395   | 0.05055 ± 0.05281  |  0.002372 ± 0.002372  |    6.642 ± 0.1574    | 0 ± 0  | 0 ± 0  |    0.1718 ± 0.06426    |
| Bin9   |   7.754 ± 0.05317    |  0.02298 ± 0.008617  |   0.1143 ± 0.09951    | 0.07561 ± 0.02858  |   0.0379 ± 0.03452    |    8.005 ± 0.1217    | 0 ± 0  | 0 ± 0  |    0.1207 ± 0.04545    |
| Bin10  |   8.777 ± 0.05661    |  0.04452 ± 0.01005   |  0.005248 ± 0.005248  |  0.0108 ± 0.0108   |  0.004743 ± 0.003354  |   8.842 ± 0.05884    | 0 ± 0  | 0 ± 0  |    0.1545 ± 0.06425    |
| Bin11  |   9.805 ± 0.05992    |  0.03878 ± 0.009196  |   0.005248 ± 0.1395   | 0.06481 ± 0.02646  |  0.003558 ± 0.003137  |    9.917 ± 0.1544    | 0 ± 0  | 0 ± 0  |    0.1069 ± 0.04544    |
| Bin12  |   10.41 ± 0.06149    |  0.03734 ± 0.009307  |    0.0105 ± 0.0105    | 0.06135 ± 0.05807  |  0.001186 ± 0.003558  |    10.52 ± 0.0858    | 0 ± 0  | 0 ± 0  |    0.1026 ± 0.04544    |
| Bin13  |   8.978 ± 0.05691    |  0.02298 ± 0.007036  |   0.09854 ± 0.0991    |  0.0108 ± 0.01871  |  0.005929 ± 0.003558  |    9.117 ± 0.1161    | 0 ± 0  | 0 ± 0  |   0.09033 ± 0.04543    |
| Bin14  |   2.683 ± 0.03078    |  0.01293 ± 0.004763  |     0 ± 0.007422      |  0.0108 ± 0.0108   |     0 ± 0.001677      |   2.707 ± 0.03383    | 0 ± 0  | 0 ± 0  |  0.01423 ± 0.0004482   |
| Bin15  |   0.8165 ± 0.01681   | 0.001436 ± 0.001436  |         0 ± 0         |  0.0108 ± 0.0108   |         0 ± 0         |   0.8288 ± 0.02004   | 0 ± 0  | 0 ± 0  |  0.00481 ± 0.0002558   |
| Bin16  |  0.2249 ± 0.008663   |        0 ± 0         |         0 ± 0         |  -0.0108 ± 0.0108  |         0 ± 0         |   0.2141 ± 0.01385   | 0 ± 0  | 0 ± 0  |  0.001197 ± 0.0001168  |
| Bin17  |  0.03011 ± 0.003132  |        0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         |  0.03011 ± 0.003132  | 0 ± 0  | 0 ± 0  | 0.0001006 ± 3.355e-05  |
| Bin18  | 0.0008632 ± 0.00058  |        0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         | 0.0008632 ± 0.00058  | 0 ± 0  | 0 ± 0  |         0 ± 0          |
| Bin19  |        0 ± 0         |        0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         |        0 ± 0         | 0 ± 0  | 0 ± 0  |         0 ± 0          |
| Bin20  |        0 ± 0         |        0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         |        0 ± 0         | 0 ± 0  | 0 ± 0  |         0 ± 0          |
| Bin21  |        0 ± 0         |        0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         |        0 ± 0         | 0 ± 0  | 0 ± 0  |         0 ± 0          |
+--------+----------------------+----------------------+-----------------------+--------------------+-----------------------+----------------------+--------+--------+------------------------+
