+--------+-----------------------+-----------------------+----------------------+--------------------+-----------------------+-----------------------+--------+---------+------------------------+
| Bin#   |          ZZ           |          ttZ          |        Higgs         |         WZ         |         Other         |         Total         |  data  |  Ratio  |          WWZ           |
|--------+-----------------------+-----------------------+----------------------+--------------------+-----------------------+-----------------------+--------+---------+------------------------+
| Bin0   |         0 ± 0         |         0 ± 0         |        0 ± 0         |       0 ± 0        |         0 ± 0         |         0 ± 0         | 0 ± 0  |  0 ± 0  |         0 ± 0          |
| Bin1   |    9.553 ± 0.05909    |     0 ± 0.002872      |        0 ± 0         |  0.0108 ± 0.0108   |  0.001186 ± 0.001186  |    9.565 ± 0.06015    | 0 ± 0  |  0 ± 0  |  0.01972 ± 0.0007006   |
| Bin2   |    19.81 ± 0.08496    |  0.02298 ± 0.006093   |  0.09854 ± 0.09854   | 0.08295 ± 0.05807  |  0.003558 ± 0.002054  |    20.02 ± 0.1426     | 0 ± 0  |  0 ± 0  |   0.09892 ± 0.04544    |
| Bin3   |      18 ± 0.0809      |  0.02872 ± 0.008853   |   0.2023 ± 0.1395    |  0.0108 ± 0.02415  |   0.03078 ± 0.0344    |    18.27 ± 0.1668     | 0 ± 0  |  0 ± 0  |   0.07946 ± 0.001473   |
| Bin4   |    11.28 ± 0.06391    |  0.04452 ± 0.009634   |  0.005248 ± 0.00909  |  0.1046 ± 0.05602  |   0.03908 ± 0.0345    |    11.47 ± 0.09268    | 0 ± 0  |  0 ± 0  |   0.05059 ± 0.04545    |
| Bin5   |    5.849 ± 0.04607    |   0.0316 ± 0.01036    |     0 ± 0.007422     | 0.05055 ± 0.05497  |  0.003558 ± 0.003933  |    5.934 ± 0.07295    | 0 ± 0  |  0 ± 0  |    0.1888 ± 0.06426    |
| Bin6   |    2.649 ± 0.03102    |  0.03303 ± 0.008496   |   0.1038 ± 0.1708    |    0 ± 0.02646     |  0.004743 ± 0.003354  |    2.791 ± 0.1758     | 0 ± 0  |  0 ± 0  |    0.1822 ± 0.06426    |
| Bin7   |    1.116 ± 0.02016    |   0.03447 ± 0.00974   |  0.005248 ± 0.00909  |  0.0324 ± 0.01871  |  0.004743 ± 0.003354  |    1.193 ± 0.03074    | 0 ± 0  |  0 ± 0  |   0.03157 ± 0.04545    |
| Bin8   |   0.4857 ± 0.01336    |   0.0316 ± 0.00974    | 0.005248 ± 0.005248  |  0.0324 ± 0.01871  |         0 ± 0         |   0.5549 ± 0.02551    | 0 ± 0  |  0 ± 0  |    0.1987 ± 0.07869    |
| Bin9   |   0.202 ± 0.008654    |  0.03016 ± 0.008496   |  -0.0105 ± 0.007422  |  0.0324 ± 0.01871  |  0.003558 ± 0.002054  |   0.2577 ± 0.02359    | 0 ± 0  |  0 ± 0  |   0.0482 ± 0.001223    |
| Bin10  |   0.1068 ± 0.006256   |  0.04021 ± 0.009307   | -0.005248 ± 0.00909  |  0.0108 ± 0.0108   |     0 ± 0.002372      |   0.1526 ± 0.01818    | 0 ± 0  |  0 ± 0  |   0.03764 ± 0.001146   |
| Bin11  |   0.05417 ± 0.0045    |  0.02872 ± 0.008853   |  -0.08804 ± 0.09882  |       0 ± 0        | -0.001186 ± 0.001186  |  -0.006331 ± 0.09932  | 0 ± 0  | -0 ± 0  |   0.07324 ± 0.04544    |
| Bin12  |  0.04672 ± 0.004231   |  0.02154 ± 0.007996   |     0 ± 0.007422     |  0.0108 ± 0.0108   |  0.004743 ± 0.002372  |    0.0838 ± 0.0161    | 0 ± 0  |  0 ± 0  |    0.1138 ± 0.06425    |
| Bin13  |  0.03136 ± 0.003432   |  0.02729 ± 0.007462   |     0 ± 0.007422     |    0 ± 0.01527     |  0.001186 ± 0.002054  |   0.05983 ± 0.01898   | 0 ± 0  |  0 ± 0  |  0.01714 ± 0.0008565   |
| Bin14  |   0.0249 ± 0.003087   |  0.007181 ± 0.00626   |        0 ± 0         |       0 ± 0        |         0 ± 0         |   0.03208 ± 0.00698   | 0 ± 0  |  0 ± 0  |   0.0131 ± 0.0007251   |
| Bin15  |  0.01964 ± 0.002681   |   0.0158 ± 0.006887   |        0 ± 0         |       0 ± 0        |  0.002372 ± 0.002372  |   0.0378 ± 0.007762   | 0 ± 0  |  0 ± 0  |  0.01108 ± 0.0007014   |
| Bin16  |  0.01127 ± 0.002068   |   0.0158 ± 0.005562   | 0.005248 ± 0.005248  |       0 ± 0        | -0.001186 ± 0.001186  |   0.03113 ± 0.00801   | 0 ± 0  |  0 ± 0  |   0.05384 ± 0.04543    |
| Bin17  |  0.01023 ± 0.001926   |   0.0158 ± 0.005921   | 0.005248 ± 0.005248  |  0.0108 ± 0.0108   | -0.001186 ± 0.001186  |   0.04089 ± 0.01358   | 0 ± 0  |  0 ± 0  |  0.00636 ± 0.0004454   |
| Bin18  |  0.006091 ± 0.001486  |  0.01436 ± 0.004975   |        0 ± 0         |  0.0108 ± 0.0108   |         0 ± 0         |   0.03125 ± 0.01198   | 0 ± 0  |  0 ± 0  |  0.006063 ± 0.0005246  |
| Bin19  |  0.007679 ± 0.001725  |  0.01005 ± 0.004763   |        0 ± 0         |       0 ± 0        |         0 ± 0         |  0.01773 ± 0.005066   | 0 ± 0  |  0 ± 0  |    0.0499 ± 0.04543    |
