+--------+-----------------------+----------------------+----------------------+--------------------+-----------------------+----------------------+--------+--------+------------------------+
| Bin#   |          ZZ           |         ttZ          |        Higgs         |         WZ         |         Other         |        Total         |  data  | Ratio  |          WWZ           |
|--------+-----------------------+----------------------+----------------------+--------------------+-----------------------+----------------------+--------+--------+------------------------+
| Bin0   |   0.1571 ± 0.007656   |  0.04883 ± 0.01167   |   0.1038 ± 0.09896   | 0.07215 ± 0.06101  |  0.002372 ± 0.003354  |   0.3843 ± 0.1171    | 0 ± 0  | 0 ± 0  |    0.6162 ± 0.09092    |
| Bin1   |  0.01222 ± 0.002194   | 0.004308 ± 0.004308  |        0 ± 0         | -0.0108 ± 0.01871  |  0.002372 ± 0.001677  |  0.008102 ± 0.0194   | 0 ± 0  | 0 ± 0  |  0.00986 ± 0.0004782   |
| Bin2   |  0.006091 ± 0.001486  |  0.004308 ± 0.0038   |        0 ± 0         |       0 ± 0        |         0 ± 0         |   0.0104 ± 0.00408   | 0 ± 0  | 0 ± 0  |  0.007591 ± 0.0004734  |
| Bin3   |  0.007454 ± 0.001656  | 0.004308 ± 0.003211  |        0 ± 0         |  -0.0108 ± 0.0108  |  0.001186 ± 0.001186  |  0.002148 ± 0.01145  | 0 ± 0  | 0 ± 0  |  0.00635 ± 0.0004721   |
| Bin4   |  0.005319 ± 0.00137   |  0.01149 ± 0.004541  |        0 ± 0         |       0 ± 0        |  0.001186 ± 0.002054  |  0.01799 ± 0.005169  | 0 ± 0  | 0 ± 0  |   0.09518 ± 0.06424    |
| Bin5   |  0.006544 ± 0.001574  | 0.005745 ± 0.003518  | 0.005248 ± 0.005248  |  0.0108 ± 0.0108   |         0 ± 0         |  0.02834 ± 0.01261   | 0 ± 0  | 0 ± 0  |   0.04852 ± 0.04543    |
| Bin6   |  0.006776 ± 0.001489  | 0.007181 ± 0.003211  |        0 ± 0         |       0 ± 0        |  0.001186 ± 0.001186  |  0.01514 ± 0.003733  | 0 ± 0  | 0 ± 0  |  0.002386 ± 0.0002907  |
| Bin7   |  0.006234 ± 0.001421  | 0.002872 ± 0.002872  |        0 ± 0         |       0 ± 0        |  0.001906 ± 0.001906  |  0.01101 ± 0.003729  | 0 ± 0  | 0 ± 0  |  0.001276 ± 0.0001618  |
| Bin8   |  0.005501 ± 0.001409  | 0.005745 ± 0.002872  |        0 ± 0         |  0.0108 ± 0.0108   |         0 ± 0         |  0.02205 ± 0.01126   | 0 ± 0  | 0 ± 0  |   0.04662 ± 0.04543    |
