+--------+---------------------+----------------------+-----------------------+---------------------+-----------------------+---------------------+--------------+-------------------+------------------------+
| Bin#   |         ZZ          |         ttZ          |         Higgs         |         WZ          |         Other         |        Total        |     data     |       Ratio       |          WWZ           |
|--------+---------------------+----------------------+-----------------------+---------------------+-----------------------+---------------------+--------------+-------------------+------------------------+
| Bin0   |        0 ± 0        |        0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         |        0 ± 0        |    0 ± 0     |       0 ± 0       |         0 ± 0          |
| Bin1   |    47.01 ± 0.185    |        0 ± 0         |   0.09576 ± 0.09576   |        0 ± 0        |  0.001404 ± 0.001404  |    47.1 ± 0.2083    |  34 ± 5.831  |  0.7218 ± 0.1238  | 0.0004964 ± 0.0001099  |
| Bin2   |     119 ± 0.294     | 0.007834 ± 0.004146  |    0.383 ± 0.1915     |        0 ± 0        |  0.001404 ± 0.001404  |   119.3 ± 0.3509    |  94 ± 9.695  | 0.7876 ± 0.08127  |  0.001598 ± 0.0001953  |
| Bin3   |   147.8 ± 0.3276    | 0.003134 ± 0.003838  |    0.2873 ± 0.1659    |        0 ± 0        | -0.001404 ± 0.001404  |   148.1 ± 0.3672    | 155 ± 12.45  |  1.047 ± 0.08412  |  0.002409 ± 0.0002445  |
| Bin4   |   138.9 ± 0.3175    | 0.007834 ± 0.004146  |    0.1915 ± 0.1354    | -0.04086 ± 0.04086  |  0.001404 ± 0.003713  |    139 ± 0.3476     | 118 ± 10.86  | 0.8486 ± 0.07815  |   0.09043 ± 0.06213    |
| Bin5   |    111.2 ± 0.284    |  0.01254 ± 0.005428  |  -0.009372 ± 0.1358   |        0 ± 0        |  0.002807 ± 0.002807  |   111.2 ± 0.3148    |  84 ± 9.165  | 0.7555 ± 0.08246  |   0.04709 ± 0.04393    |
| Bin6   |   79.84 ± 0.2407    | 0.007834 ± 0.004146  |   0.009372 ± 0.1358   |     0 ± 0.05779     |   0.03425 ± 0.03711   |   79.89 ± 0.2848    |  78 ± 8.832  |  0.9763 ± 0.1106  |   0.04705 ± 0.04393    |
| Bin7   |   51.95 ± 0.1941    |  0.01567 ± 0.007007  |    0.1915 ± 0.1354    |        0 ± 0        |  0.004963 ± 0.004058  |   52.16 ± 0.2368    |  67 ± 8.185  |   1.284 ± 0.157   |  0.002879 ± 0.0003014  |
| Bin8   |   31.93 ± 0.1522    | 0.009401 ± 0.005428  |         0 ± 0         |        0 ± 0        |  0.005614 ± 0.00397   |   31.95 ± 0.1524    |  38 ± 6.164  |   1.189 ± 0.193   |  0.002435 ± 0.0002217  |
| Bin9   |   18.77 ± 0.1167    |  0.0188 ± 0.007007   |   0.09576 ± 0.09576   |        0 ± 0        |  0.007018 ± 0.003138  |    18.9 ± 0.1512    |  26 ± 5.099  |  1.376 ± 0.2701   |  0.002107 ± 0.000225   |
| Bin10  |   10.62 ± 0.0878    |   0.0235 ± 0.00683   |  -0.09576 ± 0.09576   |  0.04086 ± 0.04086  |  0.004211 ± 0.002431  |   10.59 ± 0.1364    |  21 ± 4.583  |  1.982 ± 0.4333   |   0.04604 ± 0.04393    |
| Bin11  |   5.616 ± 0.0639    | 0.009401 ± 0.005428  |  -0.09576 ± 0.09576   |        0 ± 0        | -0.001404 ± 0.002431  |   5.529 ± 0.1153    |    9 ± 3     |  1.628 ± 0.5437   |   -0.04235 ± 0.04393   |
| Bin12  |   2.865 ± 0.04563   | 0.004701 ± 0.005197  | -0.009372 ± 0.009372  |        0 ± 0        |  0.002807 ± 0.001985  |   2.863 ± 0.04692   |    1 ± 1     |  0.3493 ± 0.3494  |    0.133 ± 0.07609     |
| Bin13  |   1.442 ± 0.03241   | 0.006268 ± 0.005428  |         0 ± 0         |        0 ± 0        |  0.001404 ± 0.001404  |   1.45 ± 0.03289    |    0 ± 0     |       0 ± 0       | 0.0009571 ± 0.0001351  |
| Bin14  |  0.7128 ± 0.02274   | 0.009401 ± 0.004432  |         0 ± 0         |        0 ± 0        | -0.001404 ± 0.002431  |   0.7208 ± 0.0233   |    0 ± 0     |       0 ± 0       |   0.04473 ± 0.04393    |
| Bin15  |  0.3588 ± 0.01616   | 0.007834 ± 0.004701  |         0 ± 0         |        0 ± 0        | -0.001404 ± 0.001404  |  0.3652 ± 0.01689   |  2 ± 1.414   |   5.476 ± 3.88    | 0.0005926 ± 0.0001389  |
| Bin16  |  0.1892 ± 0.01172   | 0.009401 ± 0.004955  |         0 ± 0         |        0 ± 0        |         0 ± 0         |  0.1986 ± 0.01272   |    1 ± 1     |   5.036 ± 5.047   |  0.0004592 ± 0.000133  |
| Bin17  | 0.09333 ± 0.008273  | 0.003134 ± 0.003838  |         0 ± 0         |        0 ± 0        |         0 ± 0         |  0.09646 ± 0.00912  |    0 ± 0     |       0 ± 0       |   0.04446 ± 0.04393    |
| Bin18  | 0.03977 ± 0.005471  | 0.004701 ± 0.003504  |         0 ± 0         |        0 ± 0        |         0 ± 0         | 0.04447 ± 0.006496  |    0 ± 0     |       0 ± 0       | 0.0004221 ± 0.0001526  |
| Bin19  | 0.02787 ± 0.004566  | 0.006268 ± 0.004432  |         0 ± 0         |        0 ± 0        |         0 ± 0         | 0.03414 ± 0.006363  |    0 ± 0     |       0 ± 0       | 0.0004221 ± 0.0001526  |
