+--------+---------------------+----------------------+----------------------+---------------------+-----------------------+--------------------+--------+--------+---------------------+
| Bin#   |         ZZ          |         ttZ          |        Higgs         |         WZ          |         Other         |       Total        |  data  | Ratio  |         WWZ         |
|--------+---------------------+----------------------+----------------------+---------------------+-----------------------+--------------------+--------+--------+---------------------+
| Bin0   |        0 ± 0        |        0 ± 0         |        0 ± 0         |        0 ± 0        |         0 ± 0         |       0 ± 0        | 0 ± 0  | 0 ± 0  |        0 ± 0        |
| Bin1   |   30.19 ± 0.1492    | 0.007834 ± 0.004701  |  0.09576 ± 0.09576   |        0 ± 0        |         0 ± 0         |   30.3 ± 0.1774    | 0 ± 0  | 0 ± 0  | 0.0385 ± 0.0009562  |
| Bin2   |   59.76 ± 0.2091    |  0.02507 ± 0.008582  |   0.1915 ± 0.1354    |  0.1634 ± 0.08172   |  0.002807 ± 0.003438  |   60.14 ± 0.2623   | 0 ± 0  | 0 ± 0  |   0.29 ± 0.08788    |
| Bin3   |    55.3 ± 0.2006    |  0.02037 ± 0.008724  |      0 ± 0.1361      |  0.04086 ± 0.07077  | -0.004211 ± 0.003138  |   55.35 ± 0.2527   | 0 ± 0  | 0 ± 0  |  0.3093 ± 0.07612   |
| Bin4   |   40.09 ± 0.1703    |  0.05171 ± 0.01283   |   0.1822 ± 0.2348    |  0.04086 ± 0.04086  |      0 ± 0.00397      |   40.37 ± 0.2932   | 0 ± 0  | 0 ± 0  |  0.4475 ± 0.09826   |
| Bin5   |   25.85 ± 0.1366    |  0.06111 ± 0.01375   |    0.306 ± 0.2145    |  0.1226 ± 0.09137   |   0.03986 ± 0.03727   |   26.38 ± 0.2731   | 0 ± 0  | 0 ± 0  |   0.4365 ± 0.0879   |
| Bin6   |   15.53 ± 0.1058    |  0.07991 ± 0.01495   |  0.09576 ± 0.09667   |   0.1226 ± 0.1081   |  0.009825 ± 0.00506   |   15.84 ± 0.1802   | 0 ± 0  | 0 ± 0  |   0.3144 ± 0.044    |
| Bin7   |   8.823 ± 0.07967   |  0.07051 ± 0.01511   | 0.009372 ± 0.009372  |  0.08172 ± 0.08172  |   0.03986 ± 0.0376    |   9.025 ± 0.1215   | 0 ± 0  | 0 ± 0  |   0.6541 ± 0.1318   |
| Bin8   |   4.939 ± 0.05967   |  0.08305 ± 0.01543   |   0.1145 ± 0.09667   |   0.2536 ± 0.1903   |  0.01404 ± 0.004862   |   5.404 ± 0.2222   | 0 ± 0  | 0 ± 0  |   0.4528 ± 0.1163   |
| Bin9   |   2.89 ± 0.04575    |   0.1025 ± 0.01671   |  -0.09576 ± 0.09667  |   0.2452 ± 0.1001   |  0.009174 ± 0.005501  |   3.151 ± 0.1475   | 0 ± 0  | 0 ± 0  |  0.2947 ± 0.08789   |
| Bin10  |   1.655 ± 0.03463   |   0.08997 ± 0.0158   |   0.2009 ± 0.1358    |  0.1226 ± 0.07077   |     0 ± 0.003438      |   2.069 ± 0.1578   | 0 ± 0  | 0 ± 0  |  0.3965 ± 0.09826   |
| Bin11  |  0.8738 ± 0.02524   |  0.07678 ± 0.01559   |  0.08639 ± 0.09622   |        0 ± 0        |  0.005614 ± 0.005251  |   1.043 ± 0.1008   | 0 ± 0  | 0 ± 0  |  0.3677 ± 0.09826   |
| Bin12  |  0.5738 ± 0.02055   |  0.08305 ± 0.01478   |   0.1051 ± 0.1661    | -0.04086 ± 0.04086  |     0 ± 0.004438      |   0.7212 ± 0.173   | 0 ± 0  | 0 ± 0  |  0.2992 ± 0.08788   |
| Bin13  |   0.338 ± 0.01583   |  0.09558 ± 0.01606   |  0.07702 ± 0.09758   |        0 ± 0        |   0.04688 ± 0.03724   |  0.5575 ± 0.1069   | 0 ± 0  | 0 ± 0  |  0.2323 ± 0.07611   |
| Bin14  |  0.2082 ± 0.01236   |   0.0329 ± 0.01339   |  0.01874 ± 0.01325   |  0.08172 ± 0.05779  |   0.03986 ± 0.03716   |  0.3814 ± 0.07231  | 0 ± 0  | 0 ± 0  |  0.2117 ± 0.07611   |
| Bin15  |  0.1387 ± 0.01017   |  0.07991 ± 0.01478   |     0 ± 0.01325      |  0.04086 ± 0.04086  |   0.03425 ± 0.03716   |  0.2938 ± 0.05957  | 0 ± 0  | 0 ± 0  |  0.1128 ± 0.04396   |
| Bin16  | 0.08891 ± 0.008169  |   0.05327 ± 0.0113   |   0.1051 ± 0.09713   |  0.04086 ± 0.07077  |  0.001505 ± 0.003638  |   0.2897 ± 0.121   | 0 ± 0  | 0 ± 0  |  0.1428 ± 0.06214   |
| Bin17  | 0.06996 ± 0.007328  |  0.04544 ± 0.01224   |     0 ± 0.01325      |  0.04086 ± 0.04086  |         0 ± 0         |  0.1563 ± 0.04526  | 0 ± 0  | 0 ± 0  |  0.09013 ± 0.04395  |
| Bin18  | 0.05539 ± 0.006478  |  0.03447 ± 0.01063   |        0 ± 0         |  0.04086 ± 0.04086  |     0 ± 0.001985      |  0.1307 ± 0.04276  | 0 ± 0  | 0 ± 0  |  0.1271 ± 0.06214   |
| Bin19  | 0.04634 ± 0.005919  |  0.04544 ± 0.01119   | 0.009372 ± 0.009372  | -0.04086 ± 0.04086  |     0 ± 0.001985      | 0.06029 ± 0.04384  | 0 ± 0  | 0 ± 0  |  0.07597 ± 0.04394  |
