+--------+---------------------+----------------------+----------------------+----------------------+--------------------+---------------------+--------------+-------------------+
| Bin#   |         ZZ          |         ttZ          |        Higgs         |          WZ          |       Other        |        Total        |     data     |       Ratio       |
|--------+---------------------+----------------------+----------------------+----------------------+--------------------+---------------------+--------------+-------------------+
| Bin0   |        0 ± 0        |        0 ± 0         |        0 ± 0         |        0 ± 0         |       0 ± 0        |        0 ± 0        |    0 ± 0     |       0 ± 0       |
| Bin1   |    236 ± 0.3686     |  0.00603 ± 0.003019  |  0.0002089 ± 0.135   |        0 ± 0         |       0 ± 0        |    236 ± 0.3925     | 224 ± 14.97  |  0.949 ± 0.06343  |
| Bin2   |   445.3 ± 0.5049    | 0.009565 ± 0.004514  |   0.9219 ± 0.3472    |  -0.02693 ± 0.02693  |       0 ± 0        |   446.2 ± 0.6133    |  445 ± 21.1  |  0.9973 ± 0.0473  |
| Bin3   |   392.5 ± 0.4728    |  0.01288 ± 0.006075  |   0.5535 ± 0.2263    |  0.02693 ± 0.02693   |       0 ± 0        |   393.1 ± 0.5249    | 374 ± 19.34  | 0.9515 ± 0.04922  |
| Bin4   |   274.7 ± 0.3948    |  0.01718 ± 0.006895  |   0.3067 ± 0.3093    |   0.0108 ± 0.03958   |       0 ± 0        |   275.1 ± 0.5032    | 260 ± 16.12  | 0.9452 ± 0.05865  |
| Bin5   |   171.2 ± 0.3118    |  0.02039 ± 0.007218  |   0.2837 ± 0.1638    |   0.06491 ± 0.0348   |       0 ± 0        |    171.6 ± 0.354    | 171 ± 13.08  | 0.9967 ± 0.07625  |
| Bin6   |    99.52 ± 0.238    |   0.017 ± 0.008399   |   0.09512 ± 0.0962   |  -0.01613 ± 0.02901  |       0 ± 0        |   99.61 ± 0.2584    |  92 ± 9.592  | 0.9236 ± 0.09632  |
| Bin7   |   55.18 ± 0.1772    |  0.03019 ± 0.008882  |    0.188 ± 0.1883    |        0 ± 0         | 0.08334 ± 0.05929  |   55.48 ± 0.2655    |    49 ± 7    |  0.8831 ± 0.1262  |
| Bin8   |   29.58 ± 0.1297    |  0.03011 ± 0.009008  |  0.08563 ± 0.08563   |  0.05411 ± 0.06659   |       0 ± 0        |   29.75 ± 0.1694    |  20 ± 4.472  |  0.6723 ± 0.1504  |
| Bin9   |   15.64 ± 0.09436   |  0.02682 ± 0.009671  |      0 ± 0.1354      |  -0.01359 ± 0.01359  |       0 ± 0        |   15.65 ± 0.1659    |    16 ± 4    |  1.022 ± 0.2557   |
| Bin10  |   8.302 ± 0.06876   |   0.0452 ± 0.01145   |  -0.003628 ± 0.1329  | -0.008011 ± 0.02045  | 0.03525 ± 0.03525  |   8.371 ± 0.1555    |  8 ± 2.828   |  0.9557 ± 0.3383  |
| Bin11  |    4.2 ± 0.04886    |  0.02979 ± 0.008746  |      0 ± 0.1211      | -0.003133 ± 0.05011  |       0 ± 0        |   4.227 ± 0.1401    |  6 ± 2.449   |  1.419 ± 0.5814   |
| Bin12  |   2.229 ± 0.0358    |  0.03472 ± 0.008997  | 0.005248 ± 0.005248  |  -0.00279 ± 0.01736  |       0 ± 0        |   2.266 ± 0.04113   |    4 ± 2     |  1.765 ± 0.8833   |
| Bin13  |   1.122 ± 0.02526   |  0.02183 ± 0.008002  |        0 ± 0         |  0.04086 ± 0.04086   |       0 ± 0        |   1.185 ± 0.0487    |    1 ± 1     |  0.8441 ± 0.8448  |
| Bin14  |  0.6299 ± 0.01913   |  0.02421 ± 0.008571  |   0.0917 ± 0.09878   |  0.01359 ± 0.01359   |       0 ± 0        |   0.7594 ± 0.1019   |  2 ± 1.414   |   2.634 ± 1.896   |
| Bin15  |   0.3466 ± 0.0141   |  0.01804 ± 0.006975  |        0 ± 0         |        0 ± 0         |       0 ± 0        |  0.3647 ± 0.01573   |  2 ± 1.414   |   5.484 ± 3.885   |
| Bin16  |  0.2066 ± 0.01103   |  0.01334 ± 0.007829  |  -0.01255 ± 0.01463  |        0 ± 0         |       0 ± 0        |  0.2074 ± 0.01993   |    0 ± 0     |       0 ± 0       |
| Bin17  | 0.09713 ± 0.007431  |  0.01436 ± 0.006468  |        0 ± 0         |  0.01359 ± 0.01359   |       0 ± 0        |  0.1251 ± 0.01679   |    0 ± 0     |       0 ± 0       |
| Bin18  | 0.07377 ± 0.006748  |   0.014 ± 0.007608   |        0 ± 0         |        0 ± 0         |       0 ± 0        |  0.08777 ± 0.01017  |    0 ± 0     |       0 ± 0       |
| Bin19  |  0.0431 ± 0.005115  | 0.007781 ± 0.007226  |        0 ± 0         |        0 ± 0         |       0 ± 0        | 0.05088 ± 0.008853  |    0 ± 0     |       0 ± 0       |
| Bin20  |  0.02156 ± 0.00344  |  0.01588 ± 0.006726  | 0.006197 ± 0.006197  |        0 ± 0         |       0 ± 0        | 0.04364 ± 0.009771  |    0 ± 0     |       0 ± 0       |
| Bin21  | 0.06019 ± 0.006055  |  0.07262 ± 0.01511   |  0.02051 ± 0.01184   |  0.04086 ± 0.04086   |       0 ± 0        |  0.1942 ± 0.04555   |    0 ± 0     |       0 ± 0       |
+--------+---------------------+----------------------+----------------------+----------------------+--------------------+---------------------+--------------+-------------------+
