+--------+---------------------+----------------------+----------------------+----------------------+--------------------+---------------------+--------------+-------------------+
| Bin#   |         ZZ          |         ttZ          |        Higgs         |          WZ          |       Other        |        Total        |     data     |       Ratio       |
|--------+---------------------+----------------------+----------------------+----------------------+--------------------+---------------------+--------------+-------------------+
| Bin0   |        0 ± 0        |        0 ± 0         |        0 ± 0         |        0 ± 0         |       0 ± 0        |        0 ± 0        |    0 ± 0     |       0 ± 0       |
| Bin1   |  0.1425 ± 0.009155  |        0 ± 0         |        0 ± 0         |        0 ± 0         |       0 ± 0        |  0.1425 ± 0.009155  |    0 ± 0     |       0 ± 0       |
| Bin2   |   3.981 ± 0.04782   | 0.006185 ± 0.004422  |        0 ± 0         |        0 ± 0         |       0 ± 0        |   3.987 ± 0.04802   |  2 ± 1.414   |  0.5016 ± 0.3548  |
| Bin3   |   15.39 ± 0.0939    |  0.03182 ± 0.008561  |        0 ± 0         |  0.02439 ± 0.01736   |       0 ± 0        |   15.45 ± 0.09587   |  10 ± 3.162  |  0.6472 ± 0.2047  |
| Bin4   |   32.73 ± 0.1372    |  0.02065 ± 0.01081   |   0.2837 ± 0.1638    |   0.0108 ± 0.0108    |       0 ± 0        |   33.05 ± 0.2142    |  32 ± 5.657  |  0.9683 ± 0.1713  |
| Bin5   |   54.08 ± 0.1762    |  0.06147 ± 0.01351   |  -0.01138 ± 0.1799   |  0.02693 ± 0.02693   |       0 ± 0        |   54.16 ± 0.2536    |  48 ± 6.928  |  0.8863 ± 0.128   |
| Bin6   |   80.48 ± 0.2145    |  0.05046 ± 0.01221   |   0.1915 ± 0.1358    |  0.04026 ± 0.04043   |       0 ± 0        |   80.76 ± 0.2574    |  90 ± 9.487  |  1.114 ± 0.1175   |
| Bin7   |    111 ± 0.2519     |  0.04168 ± 0.01243   |   0.09192 ± 0.2123   |        0 ± 0         |       0 ± 0        |   111.1 ± 0.3297    | 108 ± 10.39  |  0.972 ± 0.09357  |
| Bin8   |   145.4 ± 0.2883    |   0.05425 ± 0.0133   |   0.1079 ± 0.2124    |  -0.04086 ± 0.04086  |       0 ± 0        |   145.6 ± 0.3607    | 138 ± 11.75  |  0.948 ± 0.08073  |
| Bin9   |   181.3 ± 0.3222    |  0.05975 ± 0.01141   |    0.2963 ± 0.207    |  0.05445 ± 0.04306   |       0 ± 0        |   181.7 ± 0.3856    | 176 ± 13.27  | 0.9687 ± 0.07305  |
| Bin10  |   219.4 ± 0.3548    |  0.04487 ± 0.01178   |   0.1788 ± 0.1357    |  0.07825 ± 0.04185   |       0 ± 0        |   219.8 ± 0.3823    | 204 ± 14.28  | 0.9283 ± 0.06502  |
| Bin11  |   255.5 ± 0.3827    |  0.02979 ± 0.01052   |   0.3923 ± 0.2672    |  -0.01368 ± 0.04516  |       0 ± 0        |    255.9 ± 0.469    | 236 ± 15.36  | 0.9222 ± 0.06005  |
| Bin12  |   286.4 ± 0.4043    |  0.05224 ± 0.01086   |   0.2634 ± 0.2341    |     0 ± 0.01922      | 0.08334 ± 0.05929  |   286.8 ± 0.4714    | 262 ± 16.19  | 0.9135 ± 0.05645  |
| Bin13  |   248.6 ± 0.3752    |  0.02064 ± 0.007676  |   0.5574 ± 0.2304    | -0.007668 ± 0.05126  | 0.03525 ± 0.03525  |   249.2 ± 0.4447    | 268 ± 16.37  |  1.076 ± 0.06573  |
| Bin14  |   73.13 ± 0.2022    | 0.003448 ± 0.003865  | 0.006197 ± 0.006197  | -0.002193 ± 0.05689  |       0 ± 0        |   73.14 ± 0.2101    |  67 ± 8.185  |  0.9161 ± 0.1119  |
| Bin15  |    22.6 ± 0.1114    | 0.001567 ± 0.001567  |   0.1842 ± 0.1305    |  0.01359 ± 0.01359   |       0 ± 0        |    22.8 ± 0.1722    |    25 ± 5    |  1.096 ± 0.2194   |
| Bin16  |   5.992 ± 0.05681   | 0.003134 ± 0.002216  |        0 ± 0         |   0.0108 ± 0.0108    |       0 ± 0        |   6.005 ± 0.05787   |  6 ± 2.449   |  0.9991 ± 0.408   |
| Bin17  |  0.8064 ± 0.02095   |        0 ± 0         |        0 ± 0         |        0 ± 0         |       0 ± 0        |  0.8064 ± 0.02095   |  2 ± 1.414   |   2.48 ± 1.755    |
| Bin18  | 0.01173 ± 0.002508  |        0 ± 0         |        0 ± 0         |        0 ± 0         |       0 ± 0        | 0.01173 ± 0.002508  |    0 ± 0     |       0 ± 0       |
| Bin19  |        0 ± 0        |        0 ± 0         |        0 ± 0         |        0 ± 0         |       0 ± 0        |        0 ± 0        |    0 ± 0     |       0 ± 0       |
| Bin20  |        0 ± 0        |        0 ± 0         |        0 ± 0         |        0 ± 0         |       0 ± 0        |        0 ± 0        |    0 ± 0     |       0 ± 0       |
| Bin21  |        0 ± 0        |        0 ± 0         |        0 ± 0         |        0 ± 0         |       0 ± 0        |        0 ± 0        |    0 ± 0     |       0 ± 0       |
+--------+---------------------+----------------------+----------------------+----------------------+--------------------+---------------------+--------------+-------------------+
