+--------+-------------------+----------------------+---------------------+---------------------+-----------------------+------------------+-------------+------------------+------------------------+
| Bin#   |        ZZ         |         ttZ          |        Higgs        |         WZ          |         Other         |      Total       |    data     |      Ratio       |          WWZ           |
|--------+-------------------+----------------------+---------------------+---------------------+-----------------------+------------------+-------------+------------------+------------------------+
| Bin0   |       0 ± 0       |        0 ± 0         |        0 ± 0        |        0 ± 0        |         0 ± 0         |      0 ± 0       |    0 ± 0    |      0 ± 0       |         0 ± 0          |
| Bin1   |  57.14 ± 0.1577   |  0.0259 ± 0.007911   |  0.006197 ± 0.1714  |  0.01359 ± 0.01359  |  0.001469 ± 0.002544  |  57.18 ± 0.2335  | 69 ± 8.307  |  1.207 ± 0.1453  |  0.002307 ± 0.0002872  |
| Bin2   |  45.56 ± 0.1408   |  0.02072 ± 0.00772   |  0.08563 ± 0.08608  |        0 ± 0        |         0 ± 0         |  45.66 ± 0.1652  |   49 ± 7    |  1.073 ± 0.1533  |  0.001933 ± 0.0002584  |
| Bin3   |  31.84 ± 0.1176   |  0.01208 ± 0.006224  |  0.08563 ± 0.08563  |  0.01359 ± 0.02354  |  0.001469 ± 0.001469  |  31.96 ± 0.1475  | 44 ± 6.633  |  1.377 ± 0.2077  |  0.001333 ± 0.0001947  |
| Bin4   |  21.84 ± 0.09744  |     0 ± 0.004229     |  0.09183 ± 0.08586  |  0.02718 ± 0.01922  |     0 ± 0.002077      |  21.96 ± 0.1314  | 23 ± 4.796  |  1.047 ± 0.2185  |   0.04448 ± 0.04366    |
| Bin5   |  15.33 ± 0.08179  | 0.001726 ± 0.005179  |  0.08563 ± 0.08563  |        0 ± 0        |  0.001469 ± 0.001469  |  15.42 ± 0.1185  |    9 ± 3    | 0.5835 ± 0.1946  | 0.0005732 ± 0.0001357  |
| Bin6   |  11.22 ± 0.06987  | 0.008632 ± 0.004568  |   0.1713 ± 0.1211   |        0 ± 0        |         0 ± 0         |  11.39 ± 0.1399  |    9 ± 3    | 0.7898 ± 0.2635  | 0.0003728 ± 7.045e-05  |
| Bin7   |  8.77 ± 0.06184   | 0.003453 ± 0.003453  |        0 ± 0        | -0.01359 ± 0.01359  |     0 ± 0.002077      |  8.76 ± 0.06345  |    4 ± 2    | 0.4566 ± 0.2283  |   0.04378 ± 0.04366    |
| Bin8   |  7.083 ± 0.05557  |  0.005179 ± 0.00386  |        0 ± 0        |        0 ± 0        |   0.04481 ± 0.0463    | 7.133 ± 0.07244  |    1 ± 1    | 0.1402 ± 0.1402  | 0.0004001 ± 0.0001241  |
| Bin9   |  5.93 ± 0.05099   | 0.001726 ± 0.001726  | -0.08563 ± 0.08563  |        0 ± 0        |         0 ± 0         | 5.846 ± 0.09968  |    4 ± 2    | 0.6842 ± 0.3423  |  0.0001731 ± 4.8e-05   |
| Bin10  |  4.824 ± 0.04594  | 0.001726 ± 0.001726  |        0 ± 0        |        0 ± 0        |         0 ± 0         | 4.826 ± 0.04597  |  2 ± 1.414  | 0.4144 ± 0.2931  |  0.0001731 ± 4.8e-05   |
| Bin11  |  3.986 ± 0.04175  |        0 ± 0         |        0 ± 0        |        0 ± 0        |         0 ± 0         | 3.986 ± 0.04175  |  5 ± 2.236  |  1.254 ± 0.5611  | 0.0001198 ± 3.994e-05  |
| Bin12  |  3.277 ± 0.03796  |        0 ± 0         |        0 ± 0        |        0 ± 0        |         0 ± 0         | 3.277 ± 0.03796  |  3 ± 1.732  | 0.9156 ± 0.5287  | 0.0001464 ± 4.416e-05  |
| Bin13  |  2.723 ± 0.03454  | 0.001726 ± 0.001726  |        0 ± 0        |        0 ± 0        |         0 ± 0         | 2.725 ± 0.03458  |    0 ± 0    |      0 ± 0       | 0.0002138 ± 0.0001137  |
| Bin14  |  2.267 ± 0.03152  | 0.001726 ± 0.001726  |        0 ± 0        |        0 ± 0        |         0 ± 0         | 2.269 ± 0.03157  |    4 ± 2    |  1.763 ± 0.8817  | 0.0001198 ± 3.994e-05  |
| Bin15  |  1.837 ± 0.02838  |        0 ± 0         |        0 ± 0        |        0 ± 0        |         0 ± 0         | 1.837 ± 0.02838  |    0 ± 0    |      0 ± 0       | 5.325e-05 ± 2.663e-05  |
| Bin16  |  1.506 ± 0.02568  |        0 ± 0         |        0 ± 0        |        0 ± 0        | -0.002937 ± 0.002077  | 1.503 ± 0.02577  |    0 ± 0    |      0 ± 0       | 1.331e-05 ± 1.331e-05  |
| Bin17  |  1.277 ± 0.02373  |        0 ± 0         |        0 ± 0        |        0 ± 0        |         0 ± 0         | 1.277 ± 0.02373  |    0 ± 0    |      0 ± 0       | 0.0001339 ± 0.0001089  |
| Bin18  |  1.055 ± 0.0215   | 0.001726 ± 0.001726  |        0 ± 0        |        0 ± 0        |         0 ± 0         | 1.057 ± 0.02157  |    0 ± 0    |      0 ± 0       | 5.325e-05 ± 2.663e-05  |
| Bin19  | 0.9508 ± 0.02043  | 0.001726 ± 0.001726  |        0 ± 0        |        0 ± 0        |         0 ± 0         | 0.9525 ± 0.0205  |    1 ± 1    |   1.05 ± 1.05    | 2.663e-05 ± 1.883e-05  |
