+--------+----------------------+----------------------+-----------------------+---------------------+-----------------------+----------------------+-------------+------------------+------------------------+
| Bin#   |          ZZ          |         ttZ          |         Higgs         |         WZ          |         Other         |        Total         |    data     |      Ratio       |          WWZ           |
|--------+----------------------+----------------------+-----------------------+---------------------+-----------------------+----------------------+-------------+------------------+------------------------+
| Bin0   |        0 ± 0         |        0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         |        0 ± 0         |    0 ± 0    |      0 ± 0       |         0 ± 0          |
| Bin1   |    34.96 ± 0.125     |        0 ± 0         | -0.006197 ± 0.006197  |        0 ± 0        |         0 ± 0         |    34.95 ± 0.1251    | 32 ± 5.657  | 0.9156 ± 0.1619  |  0.0001464 ± 4.8e-05   |
| Bin2   |    63.44 ± 0.1671    | 0.003453 ± 0.002441  |    0.2569 ± 0.1483    |        0 ± 0        | -0.001469 ± 0.001469  |    63.7 ± 0.2234     |  61 ± 7.81  | 0.9576 ± 0.1227  |  0.000693 ± 0.0001389  |
| Bin3   |    54.26 ± 0.1535    |  0.005179 ± 0.00386  |    0.1713 ± 0.1211    |        0 ± 0        |         0 ± 0         |    54.44 ± 0.1956    |   49 ± 7    | 0.9001 ± 0.1286  |  0.0008121 ± 0.000104  |
| Bin4   |    36.36 ± 0.1252    |     0 ± 0.002441     |   -0.1713 ± 0.1211    |        0 ± 0        |  0.001469 ± 0.002544  |    36.2 ± 0.1742     | 41 ± 6.403  |  1.133 ± 0.177   |  0.001039 ± 0.0001569  |
| Bin5   |   21.87 ± 0.09672    |  0.001726 ± 0.00299  |         0 ± 0         |  0.02718 ± 0.01922  |         0 ± 0         |   21.89 ± 0.09865    | 24 ± 4.899  |  1.096 ± 0.2238  | 0.0007722 ± 0.0001048  |
| Bin6   |   12.34 ± 0.07254    |     0 ± 0.003453     |  0.006197 ± 0.006197  |        0 ± 0        | -0.002937 ± 0.002077  |   12.34 ± 0.07291    | 13 ± 3.606  |  1.053 ± 0.2921  |   0.001 ± 0.0001839    |
| Bin7   |   6.691 ± 0.05345    | 0.006905 ± 0.004883  |   0.08563 ± 0.08563   |        0 ± 0        |   0.04628 ± 0.04628   |    6.83 ± 0.1112     |  7 ± 2.646  |  1.025 ± 0.3878  | 0.0005991 ± 9.319e-05  |
| Bin8   |   3.537 ± 0.03896    | 0.006905 ± 0.003453  |   0.08563 ± 0.08563   |  0.02718 ± 0.01922  |  0.001469 ± 0.001469  |   3.658 ± 0.09609    |    1 ± 1    | 0.2734 ± 0.2735  | 0.0008528 ± 0.0001476  |
| Bin9   |   1.816 ± 0.02781    | 0.003453 ± 0.004883  |         0 ± 0         | -0.01359 ± 0.01359  |         0 ± 0         |   1.806 ± 0.03134    |    1 ± 1    | 0.5538 ± 0.5539  |   0.04428 ± 0.04366    |
| Bin10  |   0.949 ± 0.02014    |  0.01036 ± 0.004229  |         0 ± 0         |  0.01359 ± 0.01359  |         0 ± 0         |   0.973 ± 0.02466    |    1 ± 1    |  1.028 ± 1.028   |  0.0005074 ± 0.000164  |
| Bin11  |   0.5132 ± 0.0149    |  0.001726 ± 0.00299  |      0 ± 0.1211       |        0 ± 0        | -0.001469 ± 0.001469  |   0.5135 ± 0.1221    |    0 ± 0    |      0 ± 0       | 0.0002929 ± 6.522e-05  |
| Bin12  |   0.2511 ± 0.01042   |  0.01036 ± 0.004883  |         0 ± 0         | -0.01359 ± 0.01359  |  0.001469 ± 0.001469  |   0.2494 ± 0.01787   |    1 ± 1    |   4.01 ± 4.02    |  0.0003069 ± 0.000119  |
| Bin13  |  0.1262 ± 0.007359   | 0.003453 ± 0.003453  |         0 ± 0         |        0 ± 0        |  0.002937 ± 0.002077  |   0.1326 ± 0.00839   |    0 ± 0    |      0 ± 0       |  0.0003343 ± 0.000158  |
| Bin14  |  0.06784 ± 0.005416  | 0.006905 ± 0.004229  |         0 ± 0         |  0.01359 ± 0.01359  |     0 ± 0.002077      |  0.08834 ± 0.01537   |    0 ± 0    |      0 ± 0       | 0.0002404 ± 0.0001152  |
| Bin15  |  0.04646 ± 0.004535  | 0.006905 ± 0.003453  |         0 ± 0         |        0 ± 0        |         0 ± 0         |   0.05336 ± 0.0057   |    0 ± 0    |      0 ± 0       | 9.319e-05 ± 3.522e-05  |
| Bin16  |  0.02146 ± 0.003069  | -0.001726 ± 0.00299  |  0.006197 ± 0.006197  |        0 ± 0        |         0 ± 0         |  0.02593 ± 0.007534  |    0 ± 0    |      0 ± 0       | 0.0001871 ± 0.0001121  |
| Bin17  |  0.01435 ± 0.002567  | 0.003453 ± 0.002441  |         0 ± 0         |  0.01359 ± 0.01359  |         0 ± 0         |  0.03139 ± 0.01404   |    0 ± 0    |      0 ± 0       | 0.0002138 ± 0.0001137  |
| Bin18  | 0.008346 ± 0.001868  |     0 ± 0.004229     |         0 ± 0         |        0 ± 0        | -0.001469 ± 0.001469  | 0.006877 ± 0.004851  |    0 ± 0    |      0 ± 0       | 5.325e-05 ± 2.663e-05  |
| Bin19  | 0.005728 ± 0.001608  | 0.001726 ± 0.001726  |         0 ± 0         |        0 ± 0        |         0 ± 0         | 0.007455 ± 0.002359  |    0 ± 0    |      0 ± 0       | 0.0002811 ± 0.0001546  |
