+--------+----------------------+----------------------+-----------------------+---------------------+-----------------------+----------------------+--------+--------+------------------------+
| Bin#   |          ZZ          |         ttZ          |         Higgs         |         WZ          |         Other         |        Total         |  data  | Ratio  |          WWZ           |
|--------+----------------------+----------------------+-----------------------+---------------------+-----------------------+----------------------+--------+--------+------------------------+
| Bin0   |        0 ± 0         |        0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         |        0 ± 0         | 0 ± 0  | 0 ± 0  |         0 ± 0          |
| Bin1   | 0.002203 ± 0.001018  |        0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         | 0.002203 ± 0.001018  | 0 ± 0  | 0 ± 0  | 0.0003461 ± 6.788e-05  |
| Bin2   | 0.003676 ± 0.001275  | 0.005179 ± 0.004568  |  0.006197 ± 0.006197  |  0.02718 ± 0.02718  |         0 ± 0         |  0.04223 ± 0.02828   | 0 ± 0  | 0 ± 0  |  0.004173 ± 0.0003704  |
| Bin3   |  0.01109 ± 0.002311  |  0.01726 ± 0.005459  |         0 ± 0         |  0.01359 ± 0.02354  |         0 ± 0         |  0.04194 ± 0.02427   | 0 ± 0  | 0 ± 0  |  0.01673 ± 0.0007114   |
| Bin4   |  0.0182 ± 0.002944   |  0.01899 ± 0.007118  |         0 ± 0         |  0.04077 ± 0.02354  |  0.004406 ± 0.002544  |   0.08237 ± 0.0249   | 0 ± 0  | 0 ± 0  |  0.03218 ± 0.0009192   |
| Bin5   |  0.02341 ± 0.003299  |  0.0328 ± 0.008279   |  0.006197 ± 0.006197  |  0.01359 ± 0.01359  |  0.002937 ± 0.002077  |  0.07893 ± 0.01752   | 0 ± 0  | 0 ± 0  |   0.04346 ± 0.001043   |
| Bin6   |  0.02923 ± 0.003582  |  0.03798 ± 0.009135  |   0.07324 ± 0.08608   |  0.01359 ± 0.02354  |     0 ± 0.002077      |    0.154 ± 0.0898    | 0 ± 0  | 0 ± 0  |   0.005893 ± 0.04368   |
| Bin7   |  0.02417 ± 0.003348  |  0.05179 ± 0.009456  |         0 ± 0         |  0.02718 ± 0.01922  |     0 ± 0.002937      |   0.1031 ± 0.02188   | 0 ± 0  | 0 ± 0  |    0.2248 ± 0.08733    |
| Bin8   |  0.02983 ± 0.003718  |  0.02072 ± 0.009135  |  0.006197 ± 0.006197  |  0.01359 ± 0.01359  | -0.001469 ± 0.001469  |  0.06887 ± 0.01796   | 0 ± 0  | 0 ± 0  |   0.09577 ± 0.04368    |
| Bin9   |  0.03152 ± 0.003766  |  0.02417 ± 0.01007   |         0 ± 0         |  0.01359 ± 0.03039  | -0.001469 ± 0.002544  |  0.06782 ± 0.03233   | 0 ± 0  | 0 ± 0  |   0.08782 ± 0.04368    |
| Bin10  |  0.02127 ± 0.003094  |  0.03453 ± 0.01119   |  0.006197 ± 0.006197  |  0.02718 ± 0.01922  |   0.04187 ± 0.04639   |   0.131 ± 0.05191    | 0 ± 0  | 0 ± 0  |   0.08159 ± 0.04367    |
| Bin11  |  0.02204 ± 0.003209  |  0.04143 ± 0.01007   |         0 ± 0         |        0 ± 0        |   0.04922 ± 0.04633   |   0.1127 ± 0.04751   | 0 ± 0  | 0 ± 0  |   0.07613 ± 0.04367    |
| Bin12  |  0.01738 ± 0.002811  |  0.02417 ± 0.008803  |    0.1775 ± 0.1213    |  0.04077 ± 0.02354  |  0.002937 ± 0.002077  |   0.2627 ± 0.1239    | 0 ± 0  | 0 ± 0  |   0.07066 ± 0.04367    |
| Bin13  |  0.01412 ± 0.002523  |  0.03625 ± 0.009612  |         0 ± 0         |     0 ± 0.01922     |   0.04481 ± 0.0463    |  0.09519 ± 0.05111   | 0 ± 0  | 0 ± 0  |    0.1547 ± 0.07563    |
| Bin14  |  0.01298 ± 0.002357  |  0.02762 ± 0.008097  |  0.006197 ± 0.006197  |  0.01359 ± 0.01359  |     0 ± 0.002077      |  0.06039 ± 0.01728   | 0 ± 0  | 0 ± 0  |    0.1047 ± 0.06175    |
| Bin15  |  0.01221 ± 0.002345  |  0.02762 ± 0.009766  |  0.006197 ± 0.006197  |        0 ± 0        |  0.001469 ± 0.001469  |   0.0475 ± 0.01189   | 0 ± 0  | 0 ± 0  |    0.0588 ± 0.04367    |
| Bin16  |  0.01084 ± 0.002233  |  0.01726 ± 0.009456  |         0 ± 0         |        0 ± 0        |   0.04628 ± 0.04628   |  0.07438 ± 0.04729   | 0 ± 0  | 0 ± 0  |  0.01223 ± 0.0006561   |
| Bin17  |  0.01136 ± 0.002321  |  0.02244 ± 0.007525  |         0 ± 0         | -0.01359 ± 0.01359  |   0.04775 ± 0.0463    |  0.06796 ± 0.04889   | 0 ± 0  | 0 ± 0  |   -0.0321 ± 0.04367    |
| Bin18  | 0.008082 ± 0.001923  | 0.006905 ± 0.007324  | -0.006197 ± 0.006197  |  0.01359 ± 0.01359  |         0 ± 0         |  0.02238 ± 0.01675   | 0 ± 0  | 0 ± 0  |  0.009259 ± 0.0006232  |
| Bin19  | 0.006452 ± 0.001751  |  0.01726 ± 0.006905  |  0.01239 ± 0.008764   |  0.01359 ± 0.01359  |         0 ± 0         |   0.0497 ± 0.01767   | 0 ± 0  | 0 ± 0  |   0.09445 ± 0.06175    |
