+--------+---------------------+----------------------+-----------------------+----------------------+-----------------------+---------------------+--------+--------+----------------------+
| Bin#   |         ZZ          |         ttZ          |         Higgs         |          WZ          |         Other         |        Total        |  data  | Ratio  |         WWZ          |
|--------+---------------------+----------------------+-----------------------+----------------------+-----------------------+---------------------+--------+--------+----------------------+
| Bin0   |        0 ± 0        |        0 ± 0         |         0 ± 0         |        0 ± 0         |         0 ± 0         |        0 ± 0        | 0 ± 0  | 0 ± 0  |        0 ± 0         |
| Bin1   |   6.212 ± 0.05252   |  0.001726 ± 0.00299  |         0 ± 0         |        0 ± 0         | -0.001469 ± 0.001469  |   6.212 ± 0.05262   | 0 ± 0  | 0 ± 0  |  0.09898 ± 0.06175   |
| Bin2   |   14.86 ± 0.08107   |  0.01208 ± 0.005179  | -0.006197 ± 0.006197  |  0.02718 ± 0.01922   |     0 ± 0.002077      |   14.89 ± 0.08374   | 0 ± 0  | 0 ± 0  | 0.03395 ± 0.0009066  |
| Bin3   |    16.8 ± 0.0861    | 0.008632 ± 0.006224  |  0.006197 ± 0.01386   |   0.1529 ± 0.08494   |     0 ± 0.002077      |   16.97 ± 0.1219    | 0 ± 0  | 0 ± 0  |  0.09804 ± 0.07564   |
| Bin4   |   14.26 ± 0.07928   |  0.04143 ± 0.009766  |  -0.08563 ± 0.08563   |  0.04077 ± 0.02354   | -0.002937 ± 0.002077  |   14.25 ± 0.1195    | 0 ± 0  | 0 ± 0  |   0.199 ± 0.07564    |
| Bin5   |   10.06 ± 0.06658   |  0.02762 ± 0.008457  |  -0.09183 ± 0.08586   |   0.0425 ± 0.06083   |         0 ± 0         |   10.03 ± 0.1248    | 0 ± 0  | 0 ± 0  |  0.07797 ± 0.001446  |
| Bin6   |   6.308 ± 0.0527    |  0.02072 ± 0.009135  |    0.1042 ± 0.0863    |  0.05436 ± 0.02718   |   0.04481 ± 0.04635   |   6.532 ± 0.1149    | 0 ± 0  | 0 ± 0  |   0.1253 ± 0.04369   |
| Bin7   |   3.622 ± 0.03994   |  0.02762 ± 0.009456  |   0.09183 ± 0.08586   |  0.02718 ± 0.01922   |     0 ± 0.002937      |   3.769 ± 0.09713   | 0 ± 0  | 0 ± 0  |   0.168 ± 0.06177    |
| Bin8   |   1.977 ± 0.02952   |  0.05524 ± 0.01145   |  0.01239 ± 0.008764   | 0.0007926 ± 0.02679  |  0.001469 ± 0.002544  |   2.047 ± 0.04247   | 0 ± 0  | 0 ± 0  |   0.1587 ± 0.06177   |
| Bin9   |   1.057 ± 0.02157   |  0.03798 ± 0.01145   |  0.006197 ± 0.006197  |  0.02718 ± 0.01922   |   0.0999 ± 0.06553    |   1.228 ± 0.07279   | 0 ± 0  | 0 ± 0  |   0.1978 ± 0.07564   |
| Bin10  |  0.5535 ± 0.01571   |  0.03107 ± 0.009135  |   0.09183 ± 0.08586   |  0.04077 ± 0.03039   |     0 ± 0.002077      |   0.7171 ± 0.0929   | 0 ± 0  | 0 ± 0  |   0.1851 ± 0.07564   |
| Bin11  |  0.2918 ± 0.01143   |  0.04143 ± 0.01007   |         0 ± 0         |  0.01359 ± 0.01359   |   0.04775 ± 0.04635   |  0.3946 ± 0.05064   | 0 ± 0  | 0 ± 0  |  0.09096 ± 0.04368   |
| Bin12  |  0.167 ± 0.008675   |   0.03625 ± 0.0105   |  0.01239 ± 0.008764   |  0.05609 ± 0.05609   |  0.004406 ± 0.002544  |  0.2761 ± 0.05843   | 0 ± 0  | 0 ± 0  |  0.08226 ± 0.04368   |
| Bin13  | 0.08904 ± 0.006305  |  0.02762 ± 0.01007   |  0.006197 ± 0.01073   |  0.02718 ± 0.01922   |  0.001469 ± 0.001469  |  0.1515 ± 0.02506   | 0 ± 0  | 0 ± 0  |  0.03299 ± 0.001076  |
| Bin14  | 0.06896 ± 0.005532  |  0.0259 ± 0.008632   |         0 ± 0         |  0.02718 ± 0.01922   |  0.004406 ± 0.002544  |  0.1264 ± 0.02193   | 0 ± 0  | 0 ± 0  |  0.02722 ± 0.000999  |
| Bin15  | 0.04961 ± 0.004704  |  0.01554 ± 0.008632  |         0 ± 0         |        0 ± 0         |         0 ± 0         |  0.06515 ± 0.00983  | 0 ± 0  | 0 ± 0  |  0.06698 ± 0.04367   |
| Bin16  | 0.03138 ± 0.003752  |  0.02762 ± 0.008457  |         0 ± 0         |        0 ± 0         |     0 ± 0.002077      |  0.059 ± 0.009482   | 0 ± 0  | 0 ± 0  |  0.06095 ± 0.04367   |
| Bin17  | 0.02794 ± 0.003557  |  0.01899 ± 0.007911  |         0 ± 0         |        0 ± 0         |         0 ± 0         | 0.04692 ± 0.008674  | 0 ± 0  | 0 ± 0  | 0.01646 ± 0.0008827  |
| Bin18  | 0.02313 ± 0.003187  |  0.01726 ± 0.00772   |         0 ± 0         |        0 ± 0         |         0 ± 0         | 0.04039 ± 0.008353  | 0 ± 0  | 0 ± 0  |  0.09987 ± 0.06175   |
| Bin19  | 0.01758 ± 0.002825  |  0.01554 ± 0.007911  |   0.08563 ± 0.08563   |        0 ± 0         |         0 ± 0         |  0.1188 ± 0.08604   | 0 ± 0  | 0 ± 0  | 0.01122 ± 0.0006952  |
