+--------+----------------------+----------------------+----------------------+--------------------+-----------------------+----------------------+--------+--------+-----------------------+
| Bin#   |          ZZ          |         ttZ          |        Higgs         |         WZ         |         Other         |        Total         |  data  | Ratio  |          WWZ          |
|--------+----------------------+----------------------+----------------------+--------------------+-----------------------+----------------------+--------+--------+-----------------------+
| Bin0   |        0 ± 0         |        0 ± 0         |        0 ± 0         |       0 ± 0        |         0 ± 0         |        0 ± 0         | 0 ± 0  | 0 ± 0  |         0 ± 0         |
| Bin1   | 0.005637 ± 0.001428  | 0.004308 ± 0.003211  |        0 ± 0         |       0 ± 0        |         0 ± 0         | 0.009945 ± 0.003515  | 0 ± 0  | 0 ± 0  | 0.004647 ± 0.0003805  |
| Bin2   |  0.01905 ± 0.002605  | 0.002872 ± 0.004541  |        0 ± 0         |       0 ± 0        |  0.001186 ± 0.001186  |  0.0231 ± 0.005368   | 0 ± 0  | 0 ± 0  |  0.01195 ± 0.0005369  |
| Bin3   |  0.02658 ± 0.003205  |  0.0158 ± 0.005562   |  0.09854 ± 0.09854   |     0 ± 0.0216     |   0.03553 ± 0.03436   |   0.1764 ± 0.1068    | 0 ± 0  | 0 ± 0  |  0.02351 ± 0.0008127  |
| Bin4   |   0.02635 ± 0.0032   |  0.01867 ± 0.007462  |        0 ± 0         |    0 ± 0.01527     |         0 ± 0         |   0.04502 ± 0.0173   | 0 ± 0  | 0 ± 0  |   0.07902 ± 0.04544   |
| Bin5   |  0.02804 ± 0.003231  |  0.01149 ± 0.006423  |  0.09854 ± 0.09854   | 0.09375 ± 0.05706  |  0.002372 ± 0.001677  |   0.2342 ± 0.1141    | 0 ± 0  | 0 ± 0  |  0.04201 ± 0.001046   |
| Bin6   |  0.01899 ± 0.002707  |  0.01293 ± 0.005562  |        0 ± 0         |  0.0108 ± 0.01871  |         0 ± 0         |   0.04272 ± 0.0197   | 0 ± 0  | 0 ± 0  |   0.1358 ± 0.06425    |
| Bin7   |  0.0195 ± 0.002652   |  0.01436 ± 0.007599  | 0.005248 ± 0.005248  |       0 ± 0        |  0.001186 ± 0.002652  |  0.0403 ± 0.009968   | 0 ± 0  | 0 ± 0  |   0.1819 ± 0.07869    |
| Bin8   |  0.01763 ± 0.002612  |  0.01867 ± 0.007996  |        0 ± 0         | -0.0216 ± 0.02646  |  0.004998 ± 0.002945  |   0.0197 ± 0.02792   | 0 ± 0  | 0 ± 0  |   0.04358 ± 0.09086   |
| Bin9   |  0.01777 ± 0.002594  |  0.04596 ± 0.008853  |        0 ± 0         |  0.0432 ± 0.0216   |     0 ± 0.001677      |   0.1069 ± 0.02355   | 0 ± 0  | 0 ± 0  |   0.1304 ± 0.06425    |
| Bin10  | 0.009141 ± 0.001766  |  0.02729 ± 0.008496  | 0.005248 ± 0.005248  |       0 ± 0        |  0.004278 ± 0.002539  |  0.04595 ± 0.01045   | 0 ± 0  | 0 ± 0  |  0.03306 ± 0.0009641  |
| Bin11  |  0.01155 ± 0.002053  |  0.02585 ± 0.007323  |        0 ± 0         | 0.03975 ± 0.05169  | 0.0007201 ± 0.002245  |   0.07787 ± 0.0523   | 0 ± 0  | 0 ± 0  |   0.1632 ± 0.07868    |
| Bin12  |  0.01232 ± 0.002144  | 0.007181 ± 0.008736  |     0 ± 0.007422     |  0.0108 ± 0.0108   |     0 ± 0.001677      |   0.0303 ± 0.01598   | 0 ± 0  | 0 ± 0  |   0.06883 ± 0.04543   |
| Bin13  | 0.009544 ± 0.001893  |  0.02729 ± 0.00825   |        0 ± 0         |    0 ± 0.01527     | -0.001186 ± 0.001186  |   0.03564 ± 0.0175   | 0 ± 0  | 0 ± 0  |  0.01921 ± 0.0008509  |
| Bin14  | 0.009093 ± 0.001786  |  0.01149 ± 0.007036  |  0.0105 ± 0.007422   |       0 ± 0        |  0.001186 ± 0.001186  |  0.03226 ± 0.01045   | 0 ± 0  | 0 ± 0  |   0.06017 ± 0.04543   |
| Bin15  |  0.01082 ± 0.002045  |  0.02441 ± 0.007996  |        0 ± 0         | 0.06135 ± 0.05169  |         0 ± 0         |  0.09658 ± 0.05235   | 0 ± 0  | 0 ± 0  |  0.01362 ± 0.0007891  |
| Bin16  | 0.007638 ± 0.001658  |  0.01867 ± 0.007181  | 0.005248 ± 0.005248  |  0.0108 ± 0.0108   |  0.002372 ± 0.001677  |  0.04473 ± 0.01419   | 0 ± 0  | 0 ± 0  |   0.05554 ± 0.04543   |
| Bin17  | 0.007089 ± 0.001666  |  0.0158 ± 0.007996   |        0 ± 0         |       0 ± 0        | -0.001186 ± 0.001186  |  0.0217 ± 0.008253   | 0 ± 0  | 0 ± 0  |  0.008209 ± 0.000526  |
| Bin18  | 0.006725 ± 0.001615  |  0.01005 ± 0.004763  | 0.005248 ± 0.005248  |       0 ± 0        |  0.001186 ± 0.001186  |  0.02321 ± 0.007365  | 0 ± 0  | 0 ± 0  |   0.05209 ± 0.04543   |
| Bin19  | 0.005725 ± 0.001497  |  0.01436 ± 0.006423  |  0.0105 ± 0.007422   |  0.0108 ± 0.0108   |   0.03434 ± 0.03434   |  0.07572 ± 0.03734   | 0 ± 0  | 0 ± 0  |   0.05096 ± 0.04543   |
