+--------+---------------------+----------------------+-----------------------+--------------------+-----------------------+---------------------+--------+---------+-----------------------+
| Bin#   |         ZZ          |         ttZ          |         Higgs         |         WZ         |         Other         |        Total        |  data  |  Ratio  |          WWZ          |
|--------+---------------------+----------------------+-----------------------+--------------------+-----------------------+---------------------+--------+---------+-----------------------+
| Bin0   |        0 ± 0        |        0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         |        0 ± 0        | 0 ± 0  |  0 ± 0  |         0 ± 0         |
| Bin1   |   5.628 ± 0.04537   | 0.001436 ± 0.001436  |         0 ± 0         |  0.0108 ± 0.0108   |         0 ± 0         |   5.64 ± 0.04666    | 0 ± 0  |  0 ± 0  |  0.01139 ± 0.0005603  |
| Bin2   |   13.47 ± 0.0701    |  0.01005 ± 0.004763  |   0.09854 ± 0.09854   |  0.0324 ± 0.01871  |  0.002372 ± 0.001677  |   13.61 ± 0.1225    | 0 ± 0  |  0 ± 0  |   0.07719 ± 0.04543   |
| Bin3   |   15.29 ± 0.07457   |  0.01149 ± 0.005745  |         0 ± 0         | 0.05055 ± 0.05497  |     0 ± 0.002372      |   15.35 ± 0.09285   | 0 ± 0  |  0 ± 0  |  0.04824 ± 0.001162   |
| Bin4   |   12.98 ± 0.06871   |  0.02872 ± 0.008124  |    0.2023 ± 0.1395    |  0.0108 ± 0.02415  |   0.03315 ± 0.03436   |   13.25 ± 0.1612    | 0 ± 0  |  0 ± 0  |  0.06128 ± 0.001285   |
| Bin5   |   9.038 ± 0.05722   |  0.03303 ± 0.008496  |     0 ± 0.007422      | 0.07215 ± 0.05281  |  0.001186 ± 0.002652  |   9.144 ± 0.07872   | 0 ± 0  |  0 ± 0  |   0.02607 ± 0.04545   |
| Bin6   |   5.725 ± 0.04557   |  0.02729 ± 0.008969  |     0 ± 0.007422      | 0.07215 ± 0.05706  |   0.04264 ± 0.03452   |   5.867 ± 0.0816    | 0 ± 0  |  0 ± 0  |   0.1192 ± 0.04545    |
| Bin7   |   3.257 ± 0.03439   |  0.01867 ± 0.007734  |   0.005248 ± 0.1395   |  0.0108 ± 0.0108   | -0.001186 ± 0.002652  |    3.29 ± 0.1443    | 0 ± 0  |  0 ± 0  |    0.118 ± 0.04545    |
| Bin8   |   1.754 ± 0.02522   |  0.03016 ± 0.007734  |   0.1038 ± 0.09868    |    0 ± 0.02646     |  0.004743 ± 0.003354  |   1.893 ± 0.1056    | 0 ± 0  |  0 ± 0  |   0.1584 ± 0.06426    |
| Bin9   |  0.9186 ± 0.01828   |  0.02011 ± 0.008374  |  0.005248 ± 0.00909   |  0.0324 ± 0.01871  |  0.005929 ± 0.003137  |   0.9823 ± 0.0291   | 0 ± 0  |  0 ± 0  |   0.05821 ± 0.00125   |
| Bin10  |  0.4913 ± 0.01343   |  0.01723 ± 0.007866  |         0 ± 0         |  0.0108 ± 0.0108   | -0.001186 ± 0.001186  |  0.5182 ± 0.01898   | 0 ± 0  |  0 ± 0  |   0.09718 ± 0.07869   |
| Bin11  |  0.2589 ± 0.00974   |  0.03447 ± 0.008374  |     0 ± 0.007422      |  0.0432 ± 0.0216   |  0.001186 ± 0.001186  |  0.3378 ± 0.02623   | 0 ± 0  |  0 ± 0  |   0.08855 ± 0.04544   |
| Bin12  |  0.1349 ± 0.007108  |  0.02441 ± 0.007734  | -0.005248 ± 0.005248  |  0.0108 ± 0.0108   |  0.002372 ± 0.001677  |  0.1672 ± 0.01604   | 0 ± 0  |  0 ± 0  |  0.03455 ± 0.001031   |
| Bin13  | 0.08954 ± 0.005732  |  0.0359 ± 0.008736   |     0 ± 0.007422      |  0.0108 ± 0.0108   |     0 ± 0.001677      |  0.1362 ± 0.01684   | 0 ± 0  |  0 ± 0  |  0.02883 ± 0.0009979  |
| Bin14  | 0.04673 ± 0.004131  |  0.02011 ± 0.007036  |     0 ± 0.007422      |       0 ± 0        |     0 ± 0.001677      |  0.06683 ± 0.01116  | 0 ± 0  |  0 ± 0  |  0.0243 ± 0.0009645   |
| Bin15  | 0.03626 ± 0.003726  |  0.02585 ± 0.007599  |  -0.08804 ± 0.09882   |       0 ± 0        |     0 ± 0.001677      | -0.02593 ± 0.09919  | 0 ± 0  | -0 ± 0  |   0.06377 ± 0.04543   |
| Bin16  | 0.03517 ± 0.003673  | 0.008617 ± 0.006736  | -0.005248 ± 0.005248  |  0.0108 ± 0.0108   |  0.003558 ± 0.002054  |   0.0529 ± 0.0144   | 0 ± 0  |  0 ± 0  |   0.1078 ± 0.06425    |
| Bin17  | 0.02345 ± 0.002945  |  0.02872 ± 0.007036  |     0 ± 0.007422      |    0 ± 0.01527     |     0 ± 0.001677      |  0.05217 ± 0.01869  | 0 ± 0  |  0 ± 0  |  0.01367 ± 0.000769   |
| Bin18  | 0.02381 ± 0.003054  | 0.005745 ± 0.004975  |         0 ± 0         |       0 ± 0        |  0.001186 ± 0.001186  | 0.03074 ± 0.005957  | 0 ± 0  |  0 ± 0  |  0.01091 ± 0.0006833  |
| Bin19  |  0.01482 ± 0.00232  |  0.01005 ± 0.00626   |         0 ± 0         |       0 ± 0        |  0.002372 ± 0.001677  | 0.02724 ± 0.006883  | 0 ± 0  |  0 ± 0  | 0.008311 ± 0.0005476  |
