+--------+-------------------+-----------------------+--------------------+-------------------+----------------------+-------------------+-------------+------------------+------------------------+
| Bin#   |        ZZ         |          ttZ          |       Higgs        |        WZ         |        Other         |       Total       |    data     |      Ratio       |          WWZ           |
|--------+-------------------+-----------------------+--------------------+-------------------+----------------------+-------------------+-------------+------------------+------------------------+
| Bin0   |       0 ± 0       |         0 ± 0         |       0 ± 0        |       0 ± 0       |        0 ± 0         |       0 ± 0       |    0 ± 0    |      0 ± 0       |         0 ± 0          |
| Bin1   |  53.01 ± 0.1378   |  0.01867 ± 0.006887   |       0 ± 0        |  0.0108 ± 0.0108  | 0.003558 ± 0.002054  |  53.04 ± 0.1384   |   49 ± 7    |  0.9237 ± 0.132  |  0.001745 ± 0.000178   |
| Bin2   |   41.57 ± 0.122   |  0.007181 ± 0.005178  |  0.1971 ± 0.1394   |  0.0108 ± 0.0108  | 0.001186 ± 0.001186  |  41.78 ± 0.1856   | 41 ± 6.403  | 0.9813 ± 0.1533  |   0.04704 ± 0.04543    |
| Bin3   |   28.5 ± 0.101    |  0.01149 ± 0.006423   | 0.09854 ± 0.09854  |  0.0108 ± 0.0108  | 0.002372 ± 0.001677  |  28.62 ± 0.1417   |  22 ± 4.69  | 0.7686 ± 0.1639  |  0.001086 ± 0.000189   |
| Bin4   |  19.33 ± 0.08327  |   0.004308 ± 0.0038   |  0.09854 ± 0.1707  |       0 ± 0       | 0.001186 ± 0.001186  |  19.43 ± 0.1899   | 15 ± 3.873  | 0.7718 ± 0.1994  | 0.0008171 ± 0.0001434  |
| Bin5   |  13.52 ± 0.06965  |   0.01005 ± 0.0038    |  0.1038 ± 0.09868  |       0 ± 0       |        0 ± 0         |  13.64 ± 0.1208   | 14 ± 3.742  |  1.027 ± 0.2745  | 0.0005144 ± 7.748e-05  |
| Bin6   |  10.08 ± 0.0602   |     0 ± 0.002872      |       0 ± 0        | -0.0108 ± 0.0108  | 0.001186 ± 0.002054  |  10.07 ± 0.06126  |    9 ± 3    | 0.8935 ± 0.2979  | 0.0005032 ± 7.502e-05  |
| Bin7   |  8.062 ± 0.05396  |  0.002872 ± 0.002031  |       0 ± 0        |       0 ± 0       | 0.001186 ± 0.001186  |  8.066 ± 0.05401  |  8 ± 2.828  | 0.9918 ± 0.3507  | 0.0003698 ± 0.0001247  |
| Bin8   |  6.339 ± 0.04777  |  0.001436 ± 0.001436  |       0 ± 0        |       0 ± 0       |        0 ± 0         |  6.34 ± 0.04779   |    1 ± 1    | 0.1577 ± 0.1577  | 0.0001789 ± 4.473e-05  |
| Bin9   |  5.247 ± 0.04348  | -0.001436 ± 0.001436  |       0 ± 0        |       0 ± 0       |        0 ± 0         |  5.246 ± 0.04351  |  7 ± 2.646  |  1.334 ± 0.5045  | 0.0002803 ± 0.0001206  |
| Bin10  |  4.243 ± 0.03915  |  0.002872 ± 0.002031  |       0 ± 0        |       0 ± 0       | 0.001186 ± 0.001186  |  4.248 ± 0.03922  |    1 ± 1    | 0.2354 ± 0.2354  | 0.0001342 ± 3.874e-05  |
| Bin11  |  3.627 ± 0.03622  | -0.001436 ± 0.001436  |       0 ± 0        | -0.0108 ± 0.0108  |        0 ± 0         |  3.615 ± 0.03782  |  5 ± 2.236  |  1.383 ± 0.6187  |  6.71e-05 ± 2.739e-05  |
| Bin12  |  2.934 ± 0.03254  | -0.001436 ± 0.002487  |       0 ± 0        |       0 ± 0       | 0.001186 ± 0.001186  |  2.933 ± 0.03266  |    1 ± 1    | 0.3409 ± 0.3409  | 0.0001454 ± 4.032e-05  |
| Bin13  |  2.363 ± 0.02921  |  0.005745 ± 0.002872  |       0 ± 0        |       0 ± 0       |        0 ± 0         |  2.368 ± 0.02935  |  2 ± 1.414  | 0.8444 ± 0.5972  | 7.828e-05 ± 2.959e-05  |
| Bin14  |  1.973 ± 0.02672  |  0.002872 ± 0.002031  |       0 ± 0        |       0 ± 0       |        0 ± 0         |  1.976 ± 0.02679  |    1 ± 1    | 0.5061 ± 0.5061  |  6.71e-05 ± 2.739e-05  |
| Bin15  |  1.578 ± 0.02392  |         0 ± 0         |       0 ± 0        |  0.0108 ± 0.0108  |        0 ± 0         |  1.589 ± 0.02625  |    0 ± 0    |      0 ± 0       | 5.592e-05 ± 2.501e-05  |
| Bin16  |  1.351 ± 0.02214  |         0 ± 0         |       0 ± 0        |       0 ± 0       |        0 ± 0         |  1.351 ± 0.02214  |  2 ± 1.414  |  1.481 ± 1.047   | 3.355e-05 ± 1.937e-05  |
| Bin17  |  1.135 ± 0.02034  |  0.001436 ± 0.001436  |       0 ± 0        |       0 ± 0       |        0 ± 0         |  1.137 ± 0.02039  |    1 ± 1    |  0.8799 ± 0.88   | 0.0001349 ± 0.0001137  |
| Bin18  | 0.9387 ± 0.01839  |         0 ± 0         |       0 ± 0        |       0 ± 0       | 0.001186 ± 0.001186  | 0.9399 ± 0.01843  |    1 ± 1    |  1.064 ± 1.064   | 2.237e-05 ± 1.582e-05  |
| Bin19  | 0.8035 ± 0.01704  |         0 ± 0         |       0 ± 0        |       0 ± 0       |        0 ± 0         | 0.8035 ± 0.01704  |    0 ± 0    |      0 ± 0       | 3.355e-05 ± 1.937e-05  |
