+--------+-----------------------+-----------------------+---------------------+-------------------+----------------------+----------------------+-------------+------------------+------------------------+
| Bin#   |          ZZ           |          ttZ          |        Higgs        |        WZ         |        Other         |        Total         |    data     |      Ratio       |          WWZ           |
|--------+-----------------------+-----------------------+---------------------+-------------------+----------------------+----------------------+-------------+------------------+------------------------+
| Bin0   |         0 ± 0         |         0 ± 0         |        0 ± 0        |       0 ± 0       |        0 ± 0         |        0 ± 0         |    0 ± 0    |      0 ± 0       |         0 ± 0          |
| Bin1   |    17.91 ± 0.08031    |         0 ± 0         |   0.1971 ± 0.1394   |       0 ± 0       |        0 ± 0         |    18.1 ± 0.1608     | 11 ± 3.317  | 0.6077 ± 0.1833  | 7.828e-05 ± 2.959e-05  |
| Bin2   |    43.42 ± 0.1251     | -0.001436 ± 0.001436  |        0 ± 0        |       0 ± 0       |        0 ± 0         |    43.42 ± 0.1251    | 26 ± 5.099  | 0.5989 ± 0.1175  | 0.0003019 ± 6.022e-05  |
| Bin3   |    48.91 ± 0.1326     |  0.002872 ± 0.002031  |        0 ± 0        |       0 ± 0       | 0.002372 ± 0.001677  |    48.92 ± 0.1326    | 43 ± 6.557  |  0.879 ± 0.1341  | 0.0005144 ± 7.585e-05  |
| Bin4   |    40.36 ± 0.1203     |  0.004308 ± 0.002487  | -0.09854 ± 0.09854  |  0.0108 ± 0.0108  |        0 ± 0         |    40.27 ± 0.1559    | 30 ± 5.477  |  0.7449 ± 0.136  |  0.000996 ± 0.0001518  |
| Bin5   |    27.82 ± 0.09983    |  0.004308 ± 0.003211  |   0.2023 ± 0.1395   |  0.0108 ± 0.0108  | 0.003558 ± 0.002054  |    28.04 ± 0.1719    | 33 ± 5.745  |  1.177 ± 0.205   | 0.0009401 ± 0.0001506  |
| Bin6   |    17.13 ± 0.07832    |  0.004308 ± 0.003211  |        0 ± 0        |  0.0108 ± 0.0108  | 0.001186 ± 0.001186  |   17.14 ± 0.07913    | 19 ± 4.359  |  1.108 ± 0.2543  | 0.0009409 ± 0.0001833  |
| Bin7   |    9.509 ± 0.05828    |  0.007181 ± 0.003211  |        0 ± 0        |       0 ± 0       | 0.001186 ± 0.002054  |    9.518 ± 0.0584    | 11 ± 3.317  |  1.156 ± 0.3485  | 0.0008507 ± 0.0001455  |
| Bin8   |    4.875 ± 0.04168    |  0.002872 ± 0.003518  |  0.09854 ± 0.09854  |    0 ± 0.01527    |        0 ± 0         |    4.977 ± 0.1081    |  6 ± 2.449  |  1.206 ± 0.4929  | 0.0006822 ± 8.734e-05  |
| Bin9   |    2.425 ± 0.02945    |  0.007181 ± 0.004308  |        0 ± 0        |       0 ± 0       | 0.001186 ± 0.001186  |   2.433 ± 0.02979    |  3 ± 1.732  |  1.233 ± 0.7121  |  0.000627 ± 0.0001367  |
| Bin10  |    1.119 ± 0.01994    |  0.01005 ± 0.004308   |        0 ± 0        |       0 ± 0       | 0.002372 ± 0.001677  |   1.132 ± 0.02047    |    4 ± 2    |  3.535 ± 1.769   | 0.0003579 ± 6.326e-05  |
| Bin11  |   0.4741 ± 0.01299    | -0.002872 ± 0.003518  |        0 ± 0        |  0.0108 ± 0.0108  | 0.001186 ± 0.001186  |   0.4833 ± 0.0173    |    0 ± 0    |      0 ± 0       | 0.0004138 ± 6.984e-05  |
| Bin12  |   0.2275 ± 0.009023   | -0.002872 ± 0.003518  |        0 ± 0        |       0 ± 0       |        0 ± 0         |  0.2247 ± 0.009685   |    1 ± 1    |  4.451 ± 4.455   | 0.0002572 ± 5.592e-05  |
| Bin13  |   0.1059 ± 0.006179   |  0.002872 ± 0.002031  |        0 ± 0        | -0.0108 ± 0.0108  |        0 ± 0         |  0.09795 ± 0.01261   |    0 ± 0    |      0 ± 0       | 0.0001677 ± 4.331e-05  |
| Bin14  |  0.04618 ± 0.004116   |  0.004308 ± 0.003211  |        0 ± 0        |       0 ± 0       |        0 ± 0         |  0.05049 ± 0.00522   |    0 ± 0    |      0 ± 0       | 0.0002579 ± 0.0001196  |
| Bin15  |  0.02963 ± 0.003351   |  0.002872 ± 0.002031  |        0 ± 0        |       0 ± 0       |        0 ± 0         |  0.0325 ± 0.003919   |    0 ± 0    |      0 ± 0       |  6.71e-05 ± 2.739e-05  |
| Bin16  |  0.01164 ± 0.002078   |  0.001436 ± 0.002487  |        0 ± 0        |       0 ± 0       |        0 ± 0         |  0.01307 ± 0.003241  |    0 ± 0    |      0 ± 0       | 0.0001908 ± 0.0001164  |
| Bin17  |  0.007728 ± 0.001689  |  0.001436 ± 0.002487  |        0 ± 0        |       0 ± 0       |        0 ± 0         | 0.009164 ± 0.003007  |    0 ± 0    |      0 ± 0       | 8.947e-05 ± 3.163e-05  |
| Bin18  |  0.005498 ± 0.001477  |         0 ± 0         |  0.09854 ± 0.09854  |       0 ± 0       | 0.001186 ± 0.001186  |   0.1052 ± 0.09856   |    0 ± 0    |      0 ± 0       | 2.237e-05 ± 1.582e-05  |
| Bin19  | 0.002136 ± 0.0009165  |  0.004308 ± 0.003211  |        0 ± 0        |       0 ± 0       |        0 ± 0         |  0.006444 ± 0.00334  |    0 ± 0    |      0 ± 0       | 4.473e-05 ± 2.237e-05  |
