+--------+---------------------+--------------------+-----------------------+--------------------+-----------------------+-------------------+--------+--------+-------------------+
| Bin#   |         ZZ          |        ttZ         |         Higgs         |         WZ         |         Other         |       Total       |  data  | Ratio  |        WWZ        |
|--------+---------------------+--------------------+-----------------------+--------------------+-----------------------+-------------------+--------+--------+-------------------+
| Bin0   |        0 ± 0        |       0 ± 0        |         0 ± 0         |       0 ± 0        |         0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |       0 ± 0       |
| Bin1   |        0 ± 0        |       0 ± 0        |         0 ± 0         |       0 ± 0        |         0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |       0 ± 0       |
| Bin2   |        0 ± 0        |       0 ± 0        |         0 ± 0         |       0 ± 0        |         0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |       0 ± 0       |
| Bin3   |        0 ± 0        |       0 ± 0        |         0 ± 0         |       0 ± 0        |         0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |       0 ± 0       |
| Bin4   |  0.3007 ± 0.01358   | 0.08321 ± 0.01619  |   0.1071 ± 0.08657    |  0.1291 ± 0.06469  |   0.09669 ± 0.05957   |  0.7167 ± 0.1252  | 0 ± 0  | 0 ± 0  | 0.3787 ± 0.04254  |
| Bin5   |   0.4274 ± 0.0162   |  0.1417 ± 0.02218  |    0.2256 ± 0.1381    |  0.2373 ± 0.1522   |   0.1124 ± 0.05835    |  1.144 ± 0.2154   | 0 ± 0  | 0 ± 0  |  0.9008 ± 0.1169  |
| Bin6   |  0.3668 ± 0.01477   |  0.2505 ± 0.02633  |    0.0359 ± 0.0194    |  0.1515 ± 0.07632  |   0.2148 ± 0.08629    |  1.019 ± 0.1207   | 0 ± 0  | 0 ± 0  |  0.9575 ± 0.1314  |
| Bin7   |   0.292 ± 0.01349   |  0.2674 ± 0.02792  |   0.04163 ± 0.02491   |  0.2498 ± 0.1158   |  0.003011 ± 0.008175  |  0.8538 ± 0.1227  | 0 ± 0  | 0 ± 0  |  1.088 ± 0.1633   |
| Bin8   |  0.2265 ± 0.01168   |  0.2543 ± 0.02746  |   0.06911 ± 0.08675   |  0.1316 ± 0.06614  |   0.05514 ± 0.03759   |  0.7367 ± 0.1192  | 0 ± 0  | 0 ± 0  |  0.8265 ± 0.1366  |
| Bin9   |  0.1603 ± 0.009791  |  0.2716 ± 0.02718  |   0.1358 ± 0.09827    |  0.1624 ± 0.08032  |   0.07525 ± 0.05017   |  0.8053 ± 0.1395  | 0 ± 0  | 0 ± 0  |  0.9227 ± 0.1747  |
| Bin10  |  0.1613 ± 0.009833  |  0.242 ± 0.02816   |   -0.0743 ± 0.0966    |  0.1688 ± 0.08147  |   0.08049 ± 0.05083   |  0.5783 ± 0.1394  | 0 ± 0  | 0 ± 0  |  0.725 ± 0.1435   |
| Bin11  |  0.1307 ± 0.008851  |  0.2266 ± 0.02655  |  0.01239 ± 0.008764   |  0.0893 ± 0.06966  |   0.05721 ± 0.03756   |  0.5161 ± 0.0844  | 0 ± 0  | 0 ± 0  | 0.3305 ± 0.09883  |
| Bin12  |  0.1092 ± 0.007886  |  0.2196 ± 0.02422  |   0.1268 ± 0.08764    |  0.1603 ± 0.1281   |    0.118 ± 0.06909    |  0.7338 ± 0.1718  | 0 ± 0  | 0 ± 0  |  0.3738 ± 0.1168  |
| Bin13  |  0.1047 ± 0.007856  |  0.1552 ± 0.02212  |   0.02399 ± 0.01425   | 0.06727 ± 0.07247  |  0.008622 ± 0.005027  | 0.3598 ± 0.07766  | 0 ± 0  | 0 ± 0  |  0.5148 ± 0.1452  |
| Bin14  | 0.07389 ± 0.006708  |  0.1549 ± 0.02176  | -0.006836 ± 0.006836  | 0.02718 ± 0.01922  |   0.05062 ± 0.04642   | 0.2998 ± 0.05558  | 0 ± 0  | 0 ± 0  |  0.228 ± 0.09682  |
| Bin15  | 0.05855 ± 0.005895  |  0.1519 ± 0.02056  | 0.0006395 ± 0.009227  | 0.04052 ± 0.03381  | -0.004211 ± 0.002431  | 0.2474 ± 0.04113  | 0 ± 0  | 0 ± 0  | 0.2909 ± 0.09682  |
| Bin16  | 0.04382 ± 0.005066  |  0.1135 ± 0.01868  |  0.01303 ± 0.009227   |       0 ± 0        | -0.003844 ± 0.002224  | 0.1665 ± 0.02155  | 0 ± 0  | 0 ± 0  | 0.1894 ± 0.07441  |
| Bin17  | 0.04476 ± 0.005124  |  0.1008 ± 0.01753  |   -0.09051 ± 0.0959   | 0.01359 ± 0.01359  |  -0.00097 ± 0.002507  | 0.06764 ± 0.0986  | 0 ± 0  | 0 ± 0  | 0.2674 ± 0.09694  |
| Bin18  | 0.03663 ± 0.004917  | 0.06935 ± 0.01553  |  0.01303 ± 0.009227   | 0.04086 ± 0.04086  | -0.001404 ± 0.001404  | 0.1585 ± 0.04497  | 0 ± 0  | 0 ± 0  |  0.3023 ± 0.1242  |
| Bin19  | 0.02061 ± 0.003563  | 0.08167 ± 0.01498  |         0 ± 0         |  0.04365 ± 0.0444  | -0.001404 ± 0.001404  | 0.1445 ± 0.04701  | 0 ± 0  | 0 ± 0  |  0.1619 ± 0.0744  |
