+--------+-------------------+----------------------+-----------------------+----------------------+----------------------+------------------+--------+--------+-----------------------+
| Bin#   |        ZZ         |         ttZ          |         Higgs         |          WZ          |        Other         |      Total       |  data  | Ratio  |          WWZ          |
|--------+-------------------+----------------------+-----------------------+----------------------+----------------------+------------------+--------+--------+-----------------------+
| Bin0   |       0 ± 0       |        0 ± 0         |         0 ± 0         |        0 ± 0         |        0 ± 0         |      0 ± 0       | 0 ± 0  | 0 ± 0  |         0 ± 0         |
| Bin1   |       0 ± 0       |        0 ± 0         |         0 ± 0         |        0 ± 0         |        0 ± 0         |      0 ± 0       | 0 ± 0  | 0 ± 0  |         0 ± 0         |
| Bin2   |       0 ± 0       |        0 ± 0         |         0 ± 0         |        0 ± 0         |        0 ± 0         |      0 ± 0       | 0 ± 0  | 0 ± 0  |         0 ± 0         |
| Bin3   |  124.1 ± 0.2671   |   0.5907 ± 0.04326   |    0.6505 ± 0.3787    |   0.8551 ± 0.1999    |   0.3444 ± 0.1062    |  126.6 ± 0.5176  | 0 ± 0  | 0 ± 0  |    3.257 ± 0.2525     |
| Bin4   |  127.7 ± 0.2696   |   0.6307 ± 0.04337   |    1.551 ± 0.4233     |    1.292 ± 0.2825    |   0.1995 ± 0.08355   |  131.4 ± 0.5836  | 0 ± 0  | 0 ± 0  |    3.021 ± 0.2457     |
| Bin5   |   102 ± 0.2405    |   0.5164 ± 0.03896   |    0.4407 ± 0.2948    |    0.2901 ± 0.129    |   0.2608 ± 0.09299   |  103.5 ± 0.4142  | 0 ± 0  | 0 ± 0  |    2.395 ± 0.2466     |
| Bin6   |  66.38 ± 0.1943   |   0.3905 ± 0.03451   |    0.1268 ± 0.2112    |   0.2116 ± 0.1171    |  0.007583 ± 0.00632  |  67.12 ± 0.312   | 0 ± 0  | 0 ± 0  |    1.548 ± 0.2047     |
| Bin7   |  45.98 ± 0.1622   |   0.3043 ± 0.03025   |    0.2292 ± 0.1365    |    0.178 ± 0.1164    |  0.04412 ± 0.03558   |  46.74 ± 0.2463  | 0 ± 0  | 0 ± 0  |    1.016 ± 0.1679     |
| Bin8   |  28.12 ± 0.1272   |   0.2369 ± 0.02755   |   0.02576 ± 0.1365    |   0.04086 ± 0.0724   |  0.03796 ± 0.03735   |  28.46 ± 0.2055  | 0 ± 0  | 0 ± 0  |    0.6691 ± 0.1752    |
| Bin9   |  17.38 ± 0.1003   |   0.2032 ± 0.02228   |         0 ± 0         |   -0.0128 ± 0.0128   |  0.00693 ± 0.003108  |  17.57 ± 0.1035  | 0 ± 0  | 0 ± 0  |    0.4592 ± 0.116     |
| Bin10  |  11.29 ± 0.08107  |   0.1554 ± 0.0199    |  0.006197 ± 0.006197  |  0.02693 ± 0.02693   | 0.001037 ± 0.002786  | 11.48 ± 0.08798  | 0 ± 0  | 0 ± 0  |    0.6239 ± 0.1508    |
| Bin11  |  7.816 ± 0.06763  |   0.1178 ± 0.01786   |   -0.09512 ± 0.0962   | -0.003887 ± 0.01823  |  0.00122 ± 0.00122   |  7.836 ± 0.1203  | 0 ± 0  | 0 ± 0  |    0.283 ± 0.09628    |
| Bin12  |  5.763 ± 0.05813  |  0.05892 ± 0.01262   |  -0.01255 ± 0.01974   |   0.1308 ± 0.1205    | 0.002156 ± 0.002156  |  5.942 ± 0.1359  | 0 ± 0  | 0 ± 0  |   0.2654 ± 0.09803    |
| Bin13  |  4.173 ± 0.04951  |  0.04308 ± 0.01266   |  0.006836 ± 0.006836  |  0.04086 ± 0.04086   |   0.03881 ± 0.0354   | 4.302 ± 0.07471  | 0 ± 0  | 0 ± 0  |    0.1631 ± 0.0751    |
| Bin14  |  3.292 ± 0.04412  |  0.04593 ± 0.01163   |  0.009372 ± 0.009372  |        0 ± 0         |        0 ± 0         | 3.347 ± 0.04658  | 0 ± 0  | 0 ± 0  |   0.06746 ± 0.04544   |
| Bin15  |  2.534 ± 0.03876  |  0.02339 ± 0.01047   | -0.006197 ± 0.006197  |  0.02693 ± 0.02693   |  0.00219 ± 0.00219   |  2.58 ± 0.04879  | 0 ± 0  | 0 ± 0  |    0.146 ± 0.07525    |
| Bin16  |  1.993 ± 0.03445  |  0.0328 ± 0.008157   |  0.005248 ± 0.005248  |        0 ± 0         |        0 ± 0         | 2.031 ± 0.03579  | 0 ± 0  | 0 ± 0  |    0.0982 ± 0.0611    |
| Bin17  |  1.664 ± 0.03148  |  0.01384 ± 0.006883  |         0 ± 0         |  0.01359 ± 0.01359   |        0 ± 0         | 1.692 ± 0.03498  | 0 ± 0  | 0 ± 0  |   0.1386 ± 0.07509    |
| Bin18  |  1.319 ± 0.02829  |  0.02657 ± 0.006821  |         0 ± 0         |        0 ± 0         |        0 ± 0         | 1.345 ± 0.02911  | 0 ± 0  | 0 ± 0  |    0.1812 ± 0.087     |
| Bin19  |  1.091 ± 0.02561  | 0.009609 ± 0.005432  |         0 ± 0         |  -0.04086 ± 0.04086  |        0 ± 0         |  1.06 ± 0.04853  | 0 ± 0  | 0 ± 0  |   0.04816 ± 0.04393   |
| Bin20  | 0.9416 ± 0.02384  |  0.01104 ± 0.004741  |         0 ± 0         |        0 ± 0         |        0 ± 0         | 0.9527 ± 0.0243  | 0 ± 0  | 0 ± 0  | 0.003665 ± 0.0003445  |
