+--------+------------------+---------------------+--------------------+--------------------+-----------------------+------------------+--------+--------+--------------------+
| Bin#   |        ZZ        |         ttZ         |       Higgs        |         WZ         |         Other         |      Total       |  data  | Ratio  |        WWZ         |
|--------+------------------+---------------------+--------------------+--------------------+-----------------------+------------------+--------+--------+--------------------+
| Bin0   |      0 ± 0       |        0 ± 0        |       0 ± 0        |       0 ± 0        |         0 ± 0         |      0 ± 0       | 0 ± 0  | 0 ± 0  |       0 ± 0        |
| Bin1   |      0 ± 0       |        0 ± 0        |       0 ± 0        |       0 ± 0        |         0 ± 0         |      0 ± 0       | 0 ± 0  | 0 ± 0  |       0 ± 0        |
| Bin2   |      0 ± 0       |        0 ± 0        |       0 ± 0        |       0 ± 0        |         0 ± 0         |      0 ± 0       | 0 ± 0  | 0 ± 0  |       0 ± 0        |
| Bin3   |      0 ± 0       |        0 ± 0        |       0 ± 0        |       0 ± 0        |         0 ± 0         |      0 ± 0       | 0 ± 0  | 0 ± 0  |       0 ± 0        |
| Bin4   | 5.495 ± 0.05502  | 0.01463 ± 0.007052  |       0 ± 0        | 0.06745 ± 0.04584  |  0.00097 ± 0.002507   | 5.578 ± 0.07201  | 0 ± 0  | 0 ± 0  | 0.08307 ± 0.04394  |
| Bin5   |  20.03 ± 0.1056  |  0.0452 ± 0.009786  |  0.002569 ± 0.134  |  0.09531 ± 0.0613  | -0.001852 ± 0.005151  |  20.17 ± 0.1816  | 0 ± 0  | 0 ± 0  |  0.1343 ± 0.06215  |
| Bin6   |  47.22 ± 0.1631  |  0.1069 ± 0.01866   |  0.3093 ± 0.1636   |  0.2007 ± 0.1121   |   0.1739 ± 0.07691    |  48.01 ± 0.2687  | 0 ± 0  | 0 ± 0  |   0.551 ± 0.1065   |
| Bin7   |  91.46 ± 0.2287  |  0.2148 ± 0.02616   |  0.5918 ± 0.2699   |   0.478 ± 0.1235   |   0.06189 ± 0.0472    |  92.81 ± 0.3786  | 0 ± 0  | 0 ± 0  |  0.9611 ± 0.1376   |
| Bin8   |  89.41 ± 0.2269  |  0.2549 ± 0.02852   |  0.4779 ± 0.2792   |  0.3532 ± 0.1632   |     0.2 ± 0.08097     |  90.7 ± 0.4043   | 0 ± 0  | 0 ± 0  |   1.871 ± 0.2343   |
| Bin9   |  70.71 ± 0.2018  |  0.2836 ± 0.02736   |  0.4445 ± 0.2675   |  0.3664 ± 0.1231   |   0.09526 ± 0.05136   |  71.9 ± 0.3617   | 0 ± 0  | 0 ± 0  |   1.277 ± 0.1854   |
| Bin10  |  53.51 ± 0.1753  |  0.2615 ± 0.02754   |  0.4081 ± 0.2344   |  0.05458 ± 0.1012  |  0.007037 ± 0.008043  |  54.24 ± 0.3111  | 0 ± 0  | 0 ± 0  |   1.362 ± 0.1894   |
| Bin11  |  40.25 ± 0.1521  |   0.212 ± 0.02688   |  0.3309 ± 0.2151   |  0.0785 ± 0.04036  |   0.08021 ± 0.05854   |  40.95 ± 0.2742  | 0 ± 0  | 0 ± 0  |  0.8337 ± 0.1231   |
| Bin12  |  30.09 ± 0.1312  |  0.2132 ± 0.02445   |  -0.1937 ± 0.1873  |  0.1688 ± 0.1235   |   0.04911 ± 0.03589   |  30.33 ± 0.2635  | 0 ± 0  | 0 ± 0  |  0.7782 ± 0.1392   |
| Bin13  |  22.62 ± 0.1139  |  0.2018 ± 0.02452   |   0.142 ± 0.1589   |  0.1668 ± 0.09018  |  0.00832 ± 0.006375   |  23.14 ± 0.2168  | 0 ± 0  | 0 ± 0  |  0.8151 ± 0.1375   |
| Bin14  | 17.26 ± 0.09943  |  0.1974 ± 0.02353   | 0.01144 ± 0.01263  |  0.1897 ± 0.09725  |   0.07902 ± 0.05134   |  17.74 ± 0.1506  | 0 ± 0  | 0 ± 0  |  0.5862 ± 0.1215   |
| Bin15  | 13.28 ± 0.08743  |  0.1264 ± 0.02046   |   0.1938 ± 0.134   |  0.0108 ± 0.05879  |   0.08995 ± 0.05945   |  13.71 ± 0.1817  | 0 ± 0  | 0 ± 0  |  0.6681 ± 0.1312   |
| Bin16  |  10.35 ± 0.0772  |   0.1616 ± 0.0203   |  0.1879 ± 0.1329   |   0.131 ± 0.1773   |  0.006682 ± 0.004327  |  10.84 ± 0.2356  | 0 ± 0  | 0 ± 0  |  0.5481 ± 0.1307   |
| Bin17  |  8.08 ± 0.06811  |  0.1747 ± 0.02092   |  -0.08892 ± 0.096  | 0.09472 ± 0.05907  |  0.007718 ± 0.003602  |  8.268 ± 0.1334  | 0 ± 0  | 0 ± 0  |  0.4736 ± 0.1063   |
| Bin18  | 6.407 ± 0.06065  |  0.1236 ± 0.01962   |       0 ± 0        | 0.05386 ± 0.03808  |   0.03919 ± 0.03454   | 6.623 ± 0.08189  | 0 ± 0  | 0 ± 0  |  0.2619 ± 0.06115  |
| Bin19  | 4.994 ± 0.05347  |  0.1017 ± 0.01711   |       0 ± 0        |  0.1154 ± 0.06497  | 0.0001833 ± 0.002504  |  5.211 ± 0.0859  | 0 ± 0  | 0 ± 0  |  0.4957 ± 0.1232   |
