+--------+-------------------+----------------------+-----------------------+--------------------+-----------------------+-------------------+--------+--------+---------------------+
| Bin#   |        ZZ         |         ttZ          |         Higgs         |         WZ         |         Other         |       Total       |  data  | Ratio  |         WWZ         |
|--------+-------------------+----------------------+-----------------------+--------------------+-----------------------+-------------------+--------+--------+---------------------+
| Bin0   |       0 ± 0       |        0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |        0 ± 0        |
| Bin1   |       0 ± 0       |        0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |        0 ± 0        |
| Bin2   |       0 ± 0       |        0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |        0 ± 0        |
| Bin3   |  80.24 ± 0.2136   |   0.4304 ± 0.03585   |    0.5348 ± 0.3097    |   0.483 ± 0.2295   |    0.3821 ± 0.1158    |  82.07 ± 0.4571   | 0 ± 0  | 0 ± 0  |   1.846 ± 0.2204    |
| Bin4   |  126.5 ± 0.2688   |   0.5773 ± 0.03934   |    0.9038 ± 0.3159    |  0.3632 ± 0.1667   |   0.1973 ± 0.07827    |  128.5 ± 0.4555   | 0 ± 0  | 0 ± 0  |   2.257 ± 0.2385    |
| Bin5   |  142.4 ± 0.2855   |   0.5531 ± 0.04017   |    0.1757 ± 0.2882    |   0.681 ± 0.1695   |   0.1005 ± 0.05224    |  143.9 ± 0.4446   | 0 ± 0  | 0 ± 0  |   2.385 ± 0.2506    |
| Bin6   |  114.9 ± 0.2567   |   0.4681 ± 0.03778   |     0.58 ± 0.2692     |  0.4234 ± 0.1445   |   0.1789 ± 0.07741    |  116.5 ± 0.4083   | 0 ± 0  | 0 ± 0  |   2.503 ± 0.2655    |
| Bin7   |  46.25 ± 0.1634   |   0.3557 ± 0.03201   |    0.1368 ± 0.2095    |  0.4383 ± 0.1704   |  0.007967 ± 0.008052  |  47.19 ± 0.3174   | 0 ± 0  | 0 ± 0  |   1.512 ± 0.2047    |
| Bin8   |   18.79 ± 0.104   |   0.1992 ± 0.02702   |    0.4864 ± 0.2126    |  0.2241 ± 0.1162   | -0.003239 ± 0.005067  |  19.69 ± 0.2651   | 0 ± 0  | 0 ± 0  |   1.024 ± 0.1577    |
| Bin9   |  9.926 ± 0.07591  |   0.1751 ± 0.02347   |   0.09671 ± 0.2055    | 0.07769 ± 0.05813  |   0.03906 ± 0.03543   |  10.31 ± 0.2306   | 0 ± 0  | 0 ± 0  |  0.5023 ± 0.08647   |
| Bin10  |  6.085 ± 0.05951  |   0.1073 ± 0.01999   |  -0.07861 ± 0.09706   |  0.065 ± 0.05192   |  0.005396 ± 0.003773  |  6.184 ± 0.1268   | 0 ± 0  | 0 ± 0  |  0.4291 ± 0.08693   |
| Bin11  |  3.932 ± 0.04785  |   0.1168 ± 0.01784   |    0.102 ± 0.09596    | 0.08172 ± 0.05779  |     0 ± 0.001726      |  4.232 ± 0.1231   | 0 ± 0  | 0 ± 0  |   0.3606 ± 0.1077   |
| Bin12  |  2.669 ± 0.03942  |   0.1201 ± 0.01755   |         0 ± 0         | 0.01359 ± 0.01359  |   0.03506 ± 0.0353    |  2.838 ± 0.05738  | 0 ± 0  | 0 ± 0  |   0.27 ± 0.07529    |
| Bin13  |   1.9 ± 0.0333    |  0.06896 ± 0.01446   |  0.006197 ± 0.006197  | 0.07859 ± 0.05011  |  0.002624 ± 0.00186   |  2.056 ± 0.06222  | 0 ± 0  | 0 ± 0  |   0.3655 ± 0.1063   |
| Bin14  |  1.421 ± 0.02879  |   0.06636 ± 0.0132   |         0 ± 0         | 0.05166 ± 0.04226  | 0.0009359 ± 0.002477  |  1.54 ± 0.05287   | 0 ± 0  | 0 ± 0  |  0.2558 ± 0.08688   |
| Bin15  |  1.032 ± 0.02441  |   0.03741 ± 0.0109   |         0 ± 0         | 0.04086 ± 0.04086  |         0 ± 0         |  1.11 ± 0.04883   | 0 ± 0  | 0 ± 0  |  0.1081 ± 0.04248   |
| Bin16  | 0.7554 ± 0.02086  |  0.03046 ± 0.01064   |         0 ± 0         |       0 ± 0        | -0.001404 ± 0.001404  | 0.7845 ± 0.02346  | 0 ± 0  | 0 ± 0  |  0.08869 ± 0.07526  |
| Bin17  | 0.5696 ± 0.01824  |  0.03953 ± 0.009103  |         0 ± 0         | 0.02693 ± 0.02693  | -0.001404 ± 0.001404  |  0.6347 ± 0.0338  | 0 ± 0  | 0 ± 0  |  0.07893 ± 0.04247  |
| Bin18  | 0.4432 ± 0.01608  | 0.009837 ± 0.007684  |         0 ± 0         |       0 ± 0        |         0 ± 0         | 0.4531 ± 0.01783  | 0 ± 0  | 0 ± 0  |  0.07111 ± 0.07525  |
| Bin19  | 0.3516 ± 0.01416  |  0.01548 ± 0.006994  |         0 ± 0         |       0 ± 0        |         0 ± 0         |  0.3671 ± 0.0158  | 0 ± 0  | 0 ± 0  |   0.1082 ± 0.0611   |
| Bin20  | 0.2574 ± 0.01219  |  0.01747 ± 0.007661  |         0 ± 0         |       0 ± 0        |  0.001404 ± 0.001404  | 0.2763 ± 0.01447  | 0 ± 0  | 0 ± 0  | 0.01785 ± 0.000767  |
