+--------+----------------------+----------------------+-----------------------+---------------------+--------------------+----------------------+-------------+------------------+
| Bin#   |          ZZ          |         ttZ          |         Higgs         |         WZ          |       Other        |        Total         |    data     |      Ratio       |
|--------+----------------------+----------------------+-----------------------+---------------------+--------------------+----------------------+-------------+------------------+
| Bin0   |        0 ± 0         |        0 ± 0         |         0 ± 0         |        0 ± 0        |       0 ± 0        |        0 ± 0         |    0 ± 0    |      0 ± 0       |
| Bin1   |    34.96 ± 0.125     |        0 ± 0         | -0.006197 ± 0.006197  |        0 ± 0        |       0 ± 0        |    34.95 ± 0.1251    | 32 ± 5.657  | 0.9156 ± 0.1619  |
| Bin2   |    63.44 ± 0.1671    | 0.003453 ± 0.002441  |    0.2569 ± 0.1483    |        0 ± 0        |       0 ± 0        |    63.7 ± 0.2234     |  61 ± 7.81  | 0.9576 ± 0.1227  |
| Bin3   |    54.26 ± 0.1535    |  0.005179 ± 0.00386  |    0.1713 ± 0.1211    |        0 ± 0        |       0 ± 0        |    54.44 ± 0.1956    |   49 ± 7    | 0.9001 ± 0.1286  |
| Bin4   |    36.36 ± 0.1252    |     0 ± 0.002441     |   -0.1713 ± 0.1211    |        0 ± 0        |       0 ± 0        |    36.19 ± 0.1742    | 41 ± 6.403  |  1.133 ± 0.177   |
| Bin5   |   21.87 ± 0.09672    |  0.001726 ± 0.00299  |         0 ± 0         |  0.02718 ± 0.01922  |       0 ± 0        |   21.89 ± 0.09865    | 24 ± 4.899  |  1.096 ± 0.2238  |
| Bin6   |   12.34 ± 0.07254    |     0 ± 0.003453     |  0.006197 ± 0.006197  |        0 ± 0        |       0 ± 0        |   12.35 ± 0.07288    | 13 ± 3.606  |  1.053 ± 0.2921  |
| Bin7   |   6.691 ± 0.05345    | 0.006905 ± 0.004883  |   0.08563 ± 0.08563   |        0 ± 0        | 0.04628 ± 0.04628  |    6.83 ± 0.1112     |  7 ± 2.646  |  1.025 ± 0.3878  |
| Bin8   |   3.537 ± 0.03896    | 0.006905 ± 0.003453  |   0.08563 ± 0.08563   |  0.02718 ± 0.01922  |       0 ± 0        |   3.656 ± 0.09608    |    1 ± 1    | 0.2735 ± 0.2736  |
| Bin9   |   1.816 ± 0.02781    | 0.003453 ± 0.004883  |         0 ± 0         | -0.01359 ± 0.01359  |       0 ± 0        |   1.806 ± 0.03134    |    1 ± 1    | 0.5538 ± 0.5539  |
| Bin10  |   0.949 ± 0.02014    |  0.01036 ± 0.004229  |         0 ± 0         |  0.01359 ± 0.01359  |       0 ± 0        |   0.973 ± 0.02466    |    1 ± 1    |  1.028 ± 1.028   |
| Bin11  |   0.5132 ± 0.0149    |  0.001726 ± 0.00299  |      0 ± 0.1211       |        0 ± 0        |       0 ± 0        |    0.515 ± 0.1221    |    0 ± 0    |      0 ± 0       |
| Bin12  |   0.2511 ± 0.01042   |  0.01036 ± 0.004883  |         0 ± 0         | -0.01359 ± 0.01359  |       0 ± 0        |   0.2479 ± 0.01781   |    1 ± 1    |  4.034 ± 4.044   |
| Bin13  |  0.1262 ± 0.007359   | 0.003453 ± 0.003453  |         0 ± 0         |        0 ± 0        |       0 ± 0        |  0.1297 ± 0.008129   |    0 ± 0    |      0 ± 0       |
| Bin14  |  0.06784 ± 0.005416  | 0.006905 ± 0.004229  |         0 ± 0         |  0.01359 ± 0.01359  |       0 ± 0        |  0.08834 ± 0.01523   |    0 ± 0    |      0 ± 0       |
| Bin15  |  0.04646 ± 0.004535  | 0.006905 ± 0.003453  |         0 ± 0         |        0 ± 0        |       0 ± 0        |   0.05336 ± 0.0057   |    0 ± 0    |      0 ± 0       |
| Bin16  |  0.02146 ± 0.003069  | -0.001726 ± 0.00299  |  0.006197 ± 0.006197  |        0 ± 0        |       0 ± 0        |  0.02593 ± 0.007534  |    0 ± 0    |      0 ± 0       |
| Bin17  |  0.01435 ± 0.002567  | 0.003453 ± 0.002441  |         0 ± 0         |  0.01359 ± 0.01359  |       0 ± 0        |  0.03139 ± 0.01404   |    0 ± 0    |      0 ± 0       |
| Bin18  | 0.008346 ± 0.001868  |     0 ± 0.004229     |         0 ± 0         |        0 ± 0        |       0 ± 0        | 0.008346 ± 0.004623  |    0 ± 0    |      0 ± 0       |
| Bin19  | 0.005728 ± 0.001608  | 0.001726 ± 0.001726  |         0 ± 0         |        0 ± 0        |       0 ± 0        | 0.007455 ± 0.002359  |    0 ± 0    |      0 ± 0       |
| Bin20  | 0.003178 ± 0.001173  | 0.003453 ± 0.002441  |  0.006197 ± 0.006197  |        0 ± 0        |       0 ± 0        |  0.01283 ± 0.006763  |    0 ± 0    |      0 ± 0       |
| Bin21  |  0.0074 ± 0.001878   |  0.01726 ± 0.006459  |         0 ± 0         |        0 ± 0        |       0 ± 0        |  0.02466 ± 0.006727  |    0 ± 0    |      0 ± 0       |
+--------+----------------------+----------------------+-----------------------+---------------------+--------------------+----------------------+-------------+------------------+
