+--------+------------------------+-----------------------+-----------------------+---------------------+-----------------------+------------------------+--------+---------+------------------------+
| Bin#   |           ZZ           |          ttZ          |         Higgs         |         WZ          |         Other         |         Total          |  data  |  Ratio  |          WWZ           |
|--------+------------------------+-----------------------+-----------------------+---------------------+-----------------------+------------------------+--------+---------+------------------------+
| Bin0   |         0 ± 0          |         0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         |         0 ± 0          | 0 ± 0  |  0 ± 0  |         0 ± 0          |
| Bin1   |   0.005245 ± 0.00159   |  0.001726 ± 0.001726  |         0 ± 0         |        0 ± 0        |  0.001469 ± 0.001469  |   0.00844 ± 0.002768   | 0 ± 0  |  0 ± 0  |  0.002998 ± 0.0002863  |
| Bin2   |   0.01391 ± 0.002521   |  0.006905 ± 0.003453  |         0 ± 0         |     0 ± 0.01922     |  0.001469 ± 0.001469  |   0.02228 ± 0.01974    | 0 ± 0  |  0 ± 0  |  0.01034 ± 0.0005133   |
| Bin3   |    0.022 ± 0.003238    |  0.006905 ± 0.004883  |         0 ± 0         |  0.01359 ± 0.01359  |  0.001469 ± 0.001469  |   0.04397 ± 0.01487    | 0 ± 0  |  0 ± 0  |   -0.02355 ± 0.04367   |
| Bin4   |   0.0253 ± 0.003364    |  0.01554 ± 0.007525   |  0.006197 ± 0.006197  |        0 ± 0        |         0 ± 0         |   0.04704 ± 0.01031    | 0 ± 0  |  0 ± 0  |  0.02754 ± 0.0008853   |
| Bin5   |   0.02897 ± 0.003673   |   0.0259 ± 0.006686   |         0 ± 0         |  0.05436 ± 0.02718  |     0 ± 0.002077      |    0.1092 ± 0.02831    | 0 ± 0  |  0 ± 0  |    0.1232 ± 0.06176    |
| Bin6   |   0.01986 ± 0.002946   |  0.02244 ± 0.007911   |  0.006197 ± 0.006197  | -0.04077 ± 0.02354  |  0.001469 ± 0.001469  |   0.009196 ± 0.02581   | 0 ± 0  |  0 ± 0  |   0.08454 ± 0.04367    |
| Bin7   |   0.02289 ± 0.003199   |  0.02244 ± 0.007911   |   0.08563 ± 0.08563   |  0.05436 ± 0.02718  | -0.001469 ± 0.003284  |    0.1839 ± 0.09031    | 0 ± 0  |  0 ± 0  |   0.08918 ± 0.04368    |
| Bin8   |   0.02181 ± 0.003139   |   0.04489 ± 0.01036   |  0.006197 ± 0.006197  |  0.05436 ± 0.02718  |  0.001469 ± 0.001469  |    0.1287 ± 0.02994    | 0 ± 0  |  0 ± 0  |   0.04461 ± 0.001051   |
| Bin9   |   0.01966 ± 0.00297    |  0.02244 ± 0.008632   |  0.006197 ± 0.006197  |  0.01359 ± 0.01359  |     0 ± 0.002077      |   0.06189 ± 0.01763    | 0 ± 0  |  0 ± 0  |   0.08598 ± 0.04368    |
| Bin10  |   0.01608 ± 0.00279    |  0.03453 ± 0.009456   |         0 ± 0         |  0.01359 ± 0.01359  |   0.04187 ± 0.04639   |    0.1061 ± 0.04934    | 0 ± 0  |  0 ± 0  |   0.08111 ± 0.04367    |
| Bin11  |   0.01234 ± 0.00238    |  0.04143 ± 0.009456   |  -0.01239 ± 0.008764  |  0.01359 ± 0.01359  |   0.04775 ± 0.0463    |     0.1027 ± 0.05      | 0 ± 0  |  0 ± 0  |    0.0757 ± 0.04367    |
| Bin12  |   0.0147 ± 0.002549    |  0.01381 ± 0.008803   |  0.006197 ± 0.006197  |     0 ± 0.01922     |         0 ± 0         |   0.03471 ± 0.02218    | 0 ± 0  |  0 ± 0  |  0.02706 ± 0.0008886   |
| Bin13  |   0.01228 ± 0.002386   |  0.02244 ± 0.009297   |   0.08563 ± 0.08563   |        0 ± 0        | -0.001469 ± 0.001469  |    0.1189 ± 0.08618    | 0 ± 0  |  0 ± 0  |   0.02367 ± 0.06175    |
| Bin14  |   0.01532 ± 0.002686   |   0.04316 ± 0.00897   |   0.08563 ± 0.08563   |  0.01359 ± 0.01359  |   0.04481 ± 0.0463    |    0.2025 ± 0.09874    | 0 ± 0  |  0 ± 0  |  0.01988 ± 0.0008299   |
| Bin15  |   0.01095 ± 0.002234   |   0.0259 ± 0.008279   |  0.006197 ± 0.006197  |  0.04077 ± 0.02354  |  0.002937 ± 0.002077  |   0.08675 ± 0.02589    | 0 ± 0  |  0 ± 0  |    0.1484 ± 0.07563    |
| Bin16  |   0.01352 ± 0.002473   |   0.0259 ± 0.009612   |         0 ± 0         |  0.01359 ± 0.02354  |   0.04775 ± 0.04635   |    0.1008 ± 0.05292    | 0 ± 0  |  0 ± 0  |  0.01276 ± 0.0006146   |
| Bin17  |   0.01018 ± 0.002167   |  0.02244 ± 0.008279   |         0 ± 0         |     0 ± 0.01922     |         0 ± 0         |   0.03263 ± 0.02104    | 0 ± 0  |  0 ± 0  |   0.05579 ± 0.04367    |
| Bin18  |  0.006037 ± 0.001644   |  0.02417 ± 0.008803   | -0.006197 ± 0.006197  |  0.01359 ± 0.01359  |  0.001469 ± 0.001469  |   0.03907 ± 0.01748    | 0 ± 0  |  0 ± 0  |  0.01053 ± 0.0006533   |
| Bin19  |  0.006308 ± 0.001648   |   0.02244 ± 0.00897   |  0.006197 ± 0.006197  |  0.02718 ± 0.01922  |  0.001469 ± 0.001469  |    0.0636 ± 0.02221    | 0 ± 0  |  0 ± 0  |    0.1396 ± 0.07563    |
