+--------+--------------------+-----------------------+-----------------------+---------------------+-----------------------+-------------------+--------+--------+-----------------------+
| Bin#   |         ZZ         |          ttZ          |         Higgs         |         WZ          |         Other         |       Total       |  data  | Ratio  |          WWZ          |
|--------+--------------------+-----------------------+-----------------------+---------------------+-----------------------+-------------------+--------+--------+-----------------------+
| Bin0   |       0 ± 0        |         0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |         0 ± 0         |
| Bin1   |  21.98 ± 0.09847   |   0.1726 ± 0.02211    |    0.1899 ± 0.1219    |  0.08406 ± 0.06216  |   0.09256 ± 0.06558   |  22.52 ± 0.1822   | 0 ± 0  | 0 ± 0  |    0.6482 ± 0.131     |
| Bin2   |   16.22 ± 0.0846   |   0.1226 ± 0.02079    |    0.1837 ± 0.1214    |  0.09686 ± 0.06083  |  0.002937 ± 0.002077  |  16.63 ± 0.1614   | 0 ± 0  | 0 ± 0  |    0.493 ± 0.1155     |
| Bin3   |  10.08 ± 0.06664   |   0.0984 ± 0.01665    | -0.006197 ± 0.006197  |  0.1087 ± 0.03844   | -0.002937 ± 0.003597  |  10.28 ± 0.07904  | 0 ± 0  | 0 ± 0  |   0.1233 ± 0.06178    |
| Bin4   |  6.162 ± 0.05212   |   0.05524 ± 0.01315   |   0.01859 ± 0.01073   |  0.06795 ± 0.03039  |   0.04775 ± 0.04635   |  6.352 ± 0.07795  | 0 ± 0  | 0 ± 0  |   0.2073 ± 0.07564    |
| Bin5   |  4.279 ± 0.04352   |   0.03798 ± 0.01064   |     0 ± 0.008764      |  0.0425 ± 0.06083   |  0.004406 ± 0.002544  |  4.364 ± 0.07609  | 0 ± 0  | 0 ± 0  |   0.1416 ± 0.06176    |
| Bin6   |  3.112 ± 0.03705   |  0.008632 ± 0.007118  |   -0.07944 ± 0.0863   | -0.01359 ± 0.01359  |   0.05215 ± 0.04637   |  3.079 ± 0.1059   | 0 ± 0  | 0 ± 0  |   0.1676 ± 0.07563    |
| Bin7   |  2.566 ± 0.03377   |  0.02935 ± 0.008279   |         0 ± 0         |        0 ± 0        |  0.001469 ± 0.002544  |  2.597 ± 0.03486  | 0 ± 0  | 0 ± 0  |   0.07191 ± 0.04367   |
| Bin8   |  1.979 ± 0.02958   |  0.01036 ± 0.004883   | -0.006197 ± 0.006197  | -0.01359 ± 0.01359  |     0 ± 0.002077      |  1.97 ± 0.03356   | 0 ± 0  | 0 ± 0  |   0.1089 ± 0.06175    |
| Bin9   |  1.642 ± 0.02692   |  0.01899 ± 0.006224   |         0 ± 0         |  0.01359 ± 0.01359  |     0 ± 0.002077      |  1.675 ± 0.03086  | 0 ± 0  | 0 ± 0  |  0.0183 ± 0.0007472   |
| Bin10  |   1.347 ± 0.0244   |   0.01036 ± 0.00598   |  0.01239 ± 0.008764   |        0 ± 0        |  0.002937 ± 0.002077  |  1.373 ± 0.02669  | 0 ± 0  | 0 ± 0  |   0.05832 ± 0.04367   |
| Bin11  |  1.069 ± 0.02173   |  0.01036 ± 0.004883   |         0 ± 0         |  0.01359 ± 0.01359  |  0.001469 ± 0.001469  |  1.095 ± 0.02613  | 0 ± 0  | 0 ± 0  |  0.01123 ± 0.0005456  |
| Bin12  |  0.9001 ± 0.02001  |  0.003453 ± 0.002441  |         0 ± 0         |  0.01359 ± 0.01359  |         0 ± 0         | 0.9171 ± 0.02431  | 0 ± 0  | 0 ± 0  | 0.009504 ± 0.0005309  |
| Bin13  |  0.7577 ± 0.01837  | -0.003453 ± 0.003453  |  -0.08563 ± 0.08563   |  0.02718 ± 0.01922  |         0 ± 0         | 0.6958 ± 0.08973  | 0 ± 0  | 0 ± 0  |   0.05145 ± 0.04367   |
| Bin14  |  0.6088 ± 0.01655  |  0.005179 ± 0.00299   |         0 ± 0         |        0 ± 0        | -0.001469 ± 0.001469  | 0.6125 ± 0.01688  | 0 ± 0  | 0 ± 0  | 0.006398 ± 0.0004353  |
| Bin15  |  0.4828 ± 0.01463  |  0.005179 ± 0.00386   |  0.006197 ± 0.006197  |        0 ± 0        |         0 ± 0         | 0.4942 ± 0.01635  | 0 ± 0  | 0 ± 0  | 0.005573 ± 0.0004338  |
| Bin16  |   0.3829 ± 0.013   |  0.006905 ± 0.003453  |  0.006197 ± 0.006197  |  0.01359 ± 0.01359  |         0 ± 0         |  0.4096 ± 0.0201  | 0 ± 0  | 0 ± 0  | 0.004585 ± 0.0003652  |
| Bin17  |  0.3308 ± 0.01208  | -0.003453 ± 0.002441  |         0 ± 0         |        0 ± 0        |         0 ± 0         | 0.3274 ± 0.01233  | 0 ± 0  | 0 ± 0  |  0.003961 ± 0.000394  |
| Bin18  |  0.2762 ± 0.01106  |  0.001726 ± 0.001726  |         0 ± 0         |        0 ± 0        | -0.001469 ± 0.001469  | 0.2764 ± 0.01129  | 0 ± 0  | 0 ± 0  | 0.002865 ± 0.0002857  |
| Bin19  |  0.2305 ± 0.01011  |  0.001726 ± 0.001726  |         0 ± 0         |  0.01359 ± 0.01359  |         0 ± 0         | 0.2458 ± 0.01703  | 0 ± 0  | 0 ± 0  |  0.00276 ± 0.0002969  |
