+--------+------------------------+-----------------------+-----------------------+---------------------+-----------------------+-----------------------+--------+---------+------------------------+
| Bin#   |           ZZ           |          ttZ          |         Higgs         |         WZ          |         Other         |         Total         |  data  |  Ratio  |          WWZ           |
|--------+------------------------+-----------------------+-----------------------+---------------------+-----------------------+-----------------------+--------+---------+------------------------+
| Bin0   |         0 ± 0          |         0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         |         0 ± 0         | 0 ± 0  |  0 ± 0  |         0 ± 0          |
| Bin1   |  0.004195 ± 0.001424   |  0.006905 ± 0.003453  |         0 ± 0         |        0 ± 0        |         0 ± 0         |   0.0111 ± 0.003735   | 0 ± 0  |  0 ± 0  |  0.001998 ± 0.000217   |
| Bin2   |  0.009391 ± 0.002126   |  0.001726 ± 0.00299   |         0 ± 0         |        0 ± 0        |   0.04628 ± 0.04628   |   0.0574 ± 0.04642    | 0 ± 0  |  0 ± 0  |  0.005075 ± 0.0003189  |
| Bin3   |   0.02178 ± 0.003202   | -0.001726 ± 0.001726  |         0 ± 0         |  0.01359 ± 0.01359  |         0 ± 0         |   0.03364 ± 0.01407   | 0 ± 0  |  0 ± 0  |   0.05464 ± 0.04367    |
| Bin4   |   0.02259 ± 0.003253   |  0.003453 ± 0.002441  |         0 ± 0         |        0 ± 0        |  0.001469 ± 0.001469  |  0.02751 ± 0.004324   | 0 ± 0  |  0 ± 0  |  0.01318 ± 0.0005563   |
| Bin5   |   0.02333 ± 0.003279   |  0.008632 ± 0.004568  | -0.006197 ± 0.006197  |     0 ± 0.01922     |         0 ± 0         |   0.02576 ± 0.02096   | 0 ± 0  |  0 ± 0  |   0.06371 ± 0.04367    |
| Bin6   |   0.02397 ± 0.003295   |  0.008632 ± 0.005726  |         0 ± 0         |  0.01359 ± 0.01359  |   0.04922 ± 0.04633   |   0.0954 ± 0.04873    | 0 ± 0  |  0 ± 0  |  0.02361 ± 0.0007777   |
| Bin7   |   0.02015 ± 0.003062   |  0.006905 ± 0.004229  |         0 ± 0         |  0.05436 ± 0.02718  |         0 ± 0         |   0.08142 ± 0.02768   | 0 ± 0  |  0 ± 0  |   0.0263 ± 0.0008133   |
| Bin8   |   0.01917 ± 0.002881   |  0.01554 ± 0.006686   |   0.08563 ± 0.08563   |     0 ± 0.01922     |  0.002937 ± 0.002077  |   0.1233 ± 0.08809    | 0 ± 0  |  0 ± 0  |  0.02918 ± 0.0008197   |
| Bin9   |    0.015 ± 0.002529    |  0.01208 ± 0.005726   |   0.09183 ± 0.08586   |  0.01359 ± 0.01359  | -0.001469 ± 0.001469  |    0.131 ± 0.08716    | 0 ± 0  |  0 ± 0  |   0.03081 ± 0.06175    |
| Bin10  |   0.01324 ± 0.002424   |   0.01381 ± 0.00598   |         0 ± 0         |     0 ± 0.02718     |  0.001469 ± 0.001469  |   0.02852 ± 0.02798   | 0 ± 0  |  0 ± 0  |    0.1207 ± 0.06176    |
| Bin11  |   0.01179 ± 0.002281   |  0.01726 ± 0.006905   |         0 ± 0         | -0.01359 ± 0.01359  |         0 ± 0         |   0.01546 ± 0.01541   | 0 ± 0  |  0 ± 0  |   0.0301 ± 0.0008421   |
| Bin12  |   0.01155 ± 0.00229    |  0.01899 ± 0.007118   |  0.006197 ± 0.006197  |  0.01359 ± 0.02354  | -0.004406 ± 0.002544  |   0.04592 ± 0.02559   | 0 ± 0  |  0 ± 0  |  0.02932 ± 0.0008944   |
| Bin13  |   0.01183 ± 0.002341   |   0.01381 ± 0.00598   |         0 ± 0         |        0 ± 0        |   0.09109 ± 0.06546   |   0.1167 ± 0.06578    | 0 ± 0  |  0 ± 0  |   0.0252 ± 0.0007964   |
| Bin14  |   0.007092 ± 0.00178   |  0.01208 ± 0.006224   |         0 ± 0         |  0.01359 ± 0.01359  |         0 ± 0         |   0.03277 ± 0.01505   | 0 ± 0  |  0 ± 0  |   0.06725 ± 0.04367    |
| Bin15  |   0.01518 ± 0.002707   |  0.01899 ± 0.007118   |         0 ± 0         |  0.01359 ± 0.01359  |     0 ± 0.002077      |   0.04776 ± 0.01572   | 0 ± 0  |  0 ± 0  |  0.02029 ± 0.0007076   |
| Bin16  |   0.01306 ± 0.002485   |   0.02072 ± 0.00772   |  0.01239 ± 0.008764   |  0.02718 ± 0.01922  |         0 ± 0         |   0.07335 ± 0.02263   | 0 ± 0  |  0 ± 0  |   0.06248 ± 0.04367    |
| Bin17  |   0.01005 ± 0.002129   |  0.01899 ± 0.007118   |         0 ± 0         |  0.01359 ± 0.01359  | -0.002937 ± 0.002077  |   0.0397 ± 0.01563    | 0 ± 0  |  0 ± 0  |   0.06066 ± 0.04367    |
| Bin18  |  0.005967 ± 0.001585   |  0.01554 ± 0.006686   |   0.08563 ± 0.08563   |        0 ± 0        |  0.001469 ± 0.001469  |   0.1086 ± 0.08592    | 0 ± 0  |  0 ± 0  |    0.0586 ± 0.04367    |
| Bin19  |  0.006431 ± 0.001706   |   0.0259 ± 0.008279   |  0.006197 ± 0.006197  |  0.01359 ± 0.01359  |  0.001469 ± 0.001469  |   0.05358 ± 0.01723   | 0 ± 0  |  0 ± 0  |  0.01293 ± 0.0006312   |
