+--------+------------------------+----------------------+-----------------------+--------------------+-----------------------+------------------------+--------+---------+-------------------------+
| Bin#   |           ZZ           |         ttZ          |         Higgs         |         WZ         |         Other         |         Total          |  data  |  Ratio  |           WWZ           |
|--------+------------------------+----------------------+-----------------------+--------------------+-----------------------+------------------------+--------+---------+-------------------------+
| Bin0   |         0 ± 0          |        0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         |         0 ± 0          | 0 ± 0  |  0 ± 0  |          0 ± 0          |
| Bin1   |   0.01582 ± 0.002732   |  0.04316 ± 0.008632  |  0.006197 ± 0.006197  | 0.02718 ± 0.02718  |  0.001469 ± 0.001469  |   0.09382 ± 0.02935    | 0 ± 0  |  0 ± 0  |    0.08977 ± 0.06175    |
| Bin2   |   0.01815 ± 0.002943   |  0.01036 ± 0.008457  |     0 ± 0.008764      | 0.02718 ± 0.02718  |         0 ± 0         |   0.05569 ± 0.02993    | 0 ± 0  |  0 ± 0  |   -0.04182 ± 0.04366    |
| Bin3   |   0.01372 ± 0.002543   |  0.02417 ± 0.008097  |         0 ± 0         | 0.04077 ± 0.03039  |         0 ± 0         |   0.07866 ± 0.03155    | 0 ± 0  |  0 ± 0  |   0.00255 ± 0.0003535   |
| Bin4   |   0.01193 ± 0.002407   |  0.01899 ± 0.009297  |         0 ± 0         |       0 ± 0        |  0.001469 ± 0.001469  |   0.03239 ± 0.009715   | 0 ± 0  |  0 ± 0  |    0.1331 ± 0.07563     |
| Bin5   |    0.107 ± 0.00692     |  0.07769 ± 0.01303   |   0.09803 ± 0.08608   | 0.01359 ± 0.02354  |  0.002937 ± 0.002937  |    0.2992 ± 0.0905     | 0 ± 0  |  0 ± 0  |   0.07078 ± 0.001467    |
| Bin6   |   0.07173 ± 0.005752   |  0.03798 ± 0.01145   |   0.08563 ± 0.08563   | 0.01359 ± 0.03039  |   0.04481 ± 0.04639   |    0.2537 ± 0.1028     | 0 ± 0  |  0 ± 0  |    0.2205 ± 0.07565     |
| Bin7   |   0.03807 ± 0.004131   |  0.05524 ± 0.01245   |   0.09183 ± 0.08586   | 0.02718 ± 0.01922  |  0.002937 ± 0.003597  |    0.2153 ± 0.08903    | 0 ± 0  |  0 ± 0  |    0.2182 ± 0.07564     |
| Bin8   |   0.02753 ± 0.003532   |  0.06388 ± 0.01233   | -0.006197 ± 0.006197  | 0.01359 ± 0.03039  |   0.09403 ± 0.0655    |    0.1928 ± 0.0736     | 0 ± 0  |  0 ± 0  |    0.0829 ± 0.001534    |
| Bin9   |   0.0142 ± 0.002555    |  0.05697 ± 0.01257   |         0 ± 0         | 0.02718 ± 0.01922  | -0.001469 ± 0.001469  |   0.09688 ± 0.02315    | 0 ± 0  |  0 ± 0  |    0.1578 ± 0.06176     |
| Bin10  |  0.009159 ± 0.002078   |  0.02244 ± 0.009917  |         0 ± 0         | 0.06795 ± 0.03039  |   0.04628 ± 0.04642   |    0.1458 ± 0.0564     | 0 ± 0  |  0 ± 0  |    0.1402 ± 0.06176     |
| Bin11  |  0.005689 ± 0.001665   |  0.03798 ± 0.01064   |  0.006197 ± 0.006197  | 0.02718 ± 0.01922  |   0.04775 ± 0.0463    |    0.1248 ± 0.05165    | 0 ± 0  |  0 ± 0  |   0.03365 ± 0.001017    |
| Bin12  |  0.003648 ± 0.001321   |  0.0259 ± 0.009612   |         0 ± 0         | 0.01359 ± 0.01359  | -0.001469 ± 0.001469  |   0.04167 ± 0.01676    | 0 ± 0  |  0 ± 0  |    0.01711 ± 0.06175    |
| Bin13  |   0.003307 ± 0.00124   |  0.04143 ± 0.01036   |  0.006197 ± 0.006197  |       0 ± 0        |         0 ± 0         |   0.05094 ± 0.01213    | 0 ± 0  |  0 ± 0  |    0.09717 ± 0.06175    |
| Bin14  |  0.003204 ± 0.001224   | 0.005179 ± 0.006686  |         0 ± 0         | 0.01359 ± 0.01359  |         0 ± 0         |    0.02197 ± 0.0152    | 0 ± 0  |  0 ± 0  |  0.004691 ± 0.0003666   |
| Bin15  |  0.004698 ± 0.001498   |     0 ± 0.006905     |  0.01239 ± 0.008764   |       0 ± 0        |         0 ± 0         |   0.01709 ± 0.01126    | 0 ± 0  |  0 ± 0  |  0.002026 ± 0.0002406   |
| Bin16  |  0.002209 ± 0.001002   |  0.001726 ± 0.00386  |     0 ± 0.008764      |       0 ± 0        |         0 ± 0         |  0.003935 ± 0.009628   | 0 ± 0  |  0 ± 0  |   0.001775 ± 0.00029    |
| Bin17  |   0.00032 ± 0.000225   | -0.001726 ± 0.00386  |         0 ± 0         |       0 ± 0        |         0 ± 0         |  -0.001406 ± 0.003867  | 0 ± 0  | -0 ± 0  |    0.04436 ± 0.04366    |
| Bin18  | 0.0007636 ± 0.0005437  |  0.001726 ± 0.00299  |  0.006197 ± 0.006197  |       0 ± 0        |         0 ± 0         |  0.008687 ± 0.006902   | 0 ± 0  |  0 ± 0  |  0.0002396 ± 5.648e-05  |
| Bin19  |  0.001262 ± 0.0007372  |        0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         |  0.001262 ± 0.0007372  | 0 ± 0  |  0 ± 0  |   0.0001731 ± 4.8e-05   |
