+--------+-------------------+----------------------+-----------------------+---------------------+-----------------------+-------------------+--------+--------+-----------------------+
| Bin#   |        ZZ         |         ttZ          |         Higgs         |         WZ          |         Other         |       Total       |  data  | Ratio  |          WWZ          |
|--------+-------------------+----------------------+-----------------------+---------------------+-----------------------+-------------------+--------+--------+-----------------------+
| Bin0   |       0 ± 0       |        0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |         0 ± 0         |
| Bin1   |       0 ± 0       |        0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |         0 ± 0         |
| Bin2   |       0 ± 0       |        0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |         0 ± 0         |
| Bin3   |       0 ± 0       |        0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |         0 ± 0         |
| Bin4   | 0.7467 ± 0.01763  |  0.005179 ± 0.00386  |         0 ± 0         |  0.01359 ± 0.01359  |         0 ± 0         | 0.7655 ± 0.02259  | 0 ± 0  | 0 ± 0  | 0.005419 ± 0.0002764  |
| Bin5   |  2.736 ± 0.03407  |  0.001726 ± 0.00386  |  0.006197 ± 0.01073   |  0.01359 ± 0.01359  | -0.002937 ± 0.002077  |  2.754 ± 0.03847  | 0 ± 0  | 0 ± 0  |   0.01863 ± 0.00058   |
| Bin6   |   6.4 ± 0.05251   |  0.02072 ± 0.00772   |  0.006197 ± 0.006197  |  0.05436 ± 0.02718  |   0.04922 ± 0.04633   |  6.531 ± 0.07576  | 0 ± 0  | 0 ± 0  |  0.04158 ± 0.0008939  |
| Bin7   |  12.52 ± 0.07431  |  0.02244 ± 0.009612  |   0.01859 ± 0.01073   |  0.06795 ± 0.03039  |   0.05068 ± 0.04639   |  12.68 ± 0.09384  | 0 ± 0  | 0 ± 0  |  0.07496 ± 0.001236   |
| Bin8   |  12.3 ± 0.07398   |  0.04834 ± 0.01269   |   0.07944 ± 0.1487    |  0.05609 ± 0.05929  |  0.001469 ± 0.003885  |  12.48 ± 0.1769   | 0 ± 0  | 0 ± 0  |   0.2611 ± 0.08734    |
| Bin9   |  9.547 ± 0.06511  |  0.03453 ± 0.01064   |   0.09803 ± 0.08608   |  0.1801 ± 0.08494   |  0.002937 ± 0.002937  |  9.863 ± 0.1378   | 0 ± 0  | 0 ± 0  |    0.2563 ± 0.107     |
| Bin10  |  7.333 ± 0.05704  |  0.05179 ± 0.01171   |  0.006197 ± 0.006197  | -0.02639 ± 0.02679  |     0 ± 0.002077      |  7.365 ± 0.06443  | 0 ± 0  | 0 ± 0  |   0.2062 ± 0.07564    |
| Bin11  |  5.532 ± 0.04948  |  0.02762 ± 0.01092   |  0.006197 ± 0.006197  |  0.04077 ± 0.02354  |   0.04334 ± 0.04637   |  5.649 ± 0.07287  | 0 ± 0  | 0 ± 0  |   0.1557 ± 0.06177    |
| Bin12  |  4.157 ± 0.04293  |  0.03971 ± 0.009297  |   0.09803 ± 0.08608   |  0.02718 ± 0.01922  |  0.001469 ± 0.002544  |  4.323 ± 0.09857  | 0 ± 0  | 0 ± 0  |   0.1925 ± 0.07564    |
| Bin13  |  3.103 ± 0.03699  |  0.0328 ± 0.009917   |  -0.07324 ± 0.08608   |  0.04077 ± 0.02354  |  0.001469 ± 0.002544  |  3.105 ± 0.09714  | 0 ± 0  | 0 ± 0  |   0.09697 ± 0.04368   |
| Bin14  |  2.385 ± 0.03248  |  0.03798 ± 0.01064   |  0.006197 ± 0.006197  |  0.02718 ± 0.01922  |         0 ± 0         |  2.456 ± 0.0397   | 0 ± 0  | 0 ± 0  |   0.1336 ± 0.06176    |
| Bin15  |  1.778 ± 0.02799  |  0.01036 ± 0.007324  | -0.006197 ± 0.006197  |        0 ± 0        |   0.04628 ± 0.04628   |  1.828 ± 0.05493  | 0 ± 0  | 0 ± 0  |   0.1258 ± 0.06176    |
| Bin16  |  1.416 ± 0.02513  |  0.01899 ± 0.008279  |         0 ± 0         |        0 ± 0        |  0.001469 ± 0.001469  |  1.437 ± 0.0265   | 0 ± 0  | 0 ± 0  |   0.1221 ± 0.06176    |
| Bin17  |  1.122 ± 0.02234  |  0.03453 ± 0.009456  |         0 ± 0         |     0 ± 0.01922     |  0.001469 ± 0.001469  |  1.158 ± 0.03098  | 0 ± 0  | 0 ± 0  |   0.07398 ± 0.04368   |
| Bin18  | 0.8648 ± 0.01959  |   0.04661 ± 0.0105   |         0 ± 0         |        0 ± 0        |     0 ± 0.002077      | 0.9115 ± 0.02232  | 0 ± 0  | 0 ± 0  |  0.02381 ± 0.0009803  |
| Bin19  | 0.7009 ± 0.01761  |  0.01554 ± 0.005726  |         0 ± 0         |  0.05609 ± 0.05609  |         0 ± 0         | 0.7725 ± 0.05906  | 0 ± 0  | 0 ± 0  |  0.02051 ± 0.0009432  |
| Bin20  |  0.5605 ± 0.0158  | 0.006905 ± 0.004883  |         0 ± 0         |  0.01359 ± 0.01359  |         0 ± 0         |  0.581 ± 0.02141  | 0 ± 0  | 0 ± 0  |  0.01618 ± 0.0008044  |
