+--------+-------------------+---------------------+-----------------------+---------------------+----------------------+-------------------+--------+--------+----------------------+
| Bin#   |        ZZ         |         ttZ         |         Higgs         |         WZ          |        Other         |       Total       |  data  | Ratio  |         WWZ          |
|--------+-------------------+---------------------+-----------------------+---------------------+----------------------+-------------------+--------+--------+----------------------+
| Bin0   |       0 ± 0       |        0 ± 0        |         0 ± 0         |        0 ± 0        |        0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |        0 ± 0         |
| Bin1   |       0 ± 0       |        0 ± 0        |         0 ± 0         |        0 ± 0        |        0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |        0 ± 0         |
| Bin2   |       0 ± 0       |        0 ± 0        |         0 ± 0         |        0 ± 0        |        0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |        0 ± 0         |
| Bin3   |       0 ± 0       |        0 ± 0        |         0 ± 0         |        0 ± 0        |        0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |        0 ± 0         |
| Bin4   |  3.592 ± 0.04021  | 0.01381 ± 0.007324  |   0.09803 ± 0.08608   |  0.05609 ± 0.05609  |  0.05068 ± 0.04639   |   3.81 ± 0.1199   | 0 ± 0  | 0 ± 0  |   0.07282 ± 0.0013   |
| Bin5   |  7.273 ± 0.05674  |  0.05006 ± 0.01021  |   0.08563 ± 0.1486    |  0.05436 ± 0.03329  | 0.002937 ± 0.003597  |  7.466 ± 0.1629   | 0 ± 0  | 0 ± 0  |   0.1744 ± 0.0437    |
| Bin6   |  9.528 ± 0.06459  |  0.02762 ± 0.01092  |  -0.09183 ± 0.08586   |  0.02718 ± 0.01922  |     0 ± 0.004154     |  9.491 ± 0.1098   | 0 ± 0  | 0 ± 0  |   0.1685 ± 0.0437    |
| Bin7   |  8.823 ± 0.06207  |  0.03971 ± 0.01208  |  0.01239 ± 0.008764   |  0.04077 ± 0.02354  | 0.002937 ± 0.002937  |  8.919 ± 0.0681   | 0 ± 0  | 0 ± 0  |   0.1074 ± 0.00172   |
| Bin8   |   8.4 ± 0.06064   |  0.04316 ± 0.01208  |  0.006197 ± 0.006197  |  0.06795 ± 0.03039  |  0.04481 ± 0.04635   |  8.562 ± 0.08326  | 0 ± 0  | 0 ± 0  |    0.133 ± 0.0437    |
| Bin9   |  7.251 ± 0.05637  |  0.03971 ± 0.0105   |         0 ± 0         |  0.02718 ± 0.02718  |  0.04775 ± 0.04635   |  7.365 ± 0.07858  | 0 ± 0  | 0 ± 0  |   0.1591 ± 0.06177   |
| Bin10  |  5.816 ± 0.05053  |  0.05006 ± 0.01303  |  0.006197 ± 0.01073   |  0.06795 ± 0.03596  |     0 ± 0.002077     |  5.941 ± 0.06431  | 0 ± 0  | 0 ± 0  |   0.1866 ± 0.09764   |
| Bin11  |  4.693 ± 0.04536  |  0.04834 ± 0.01119  |         0 ± 0         |  0.0425 ± 0.05771   | 0.002937 ± 0.002077  |  4.787 ± 0.07428  | 0 ± 0  | 0 ± 0  |  0.08854 ± 0.04368   |
| Bin12  |  3.712 ± 0.04041  | 0.03625 ± 0.008632  |  0.006197 ± 0.006197  |  0.02718 ± 0.01922  |  0.04628 ± 0.04633   |  3.828 ± 0.06528  | 0 ± 0  | 0 ± 0  |  0.08015 ± 0.04368   |
| Bin13  |  2.863 ± 0.03544  |  0.02762 ± 0.01064  |  0.006197 ± 0.006197  |  0.1258 ± 0.08047   |        0 ± 0         |  3.023 ± 0.08879  | 0 ± 0  | 0 ± 0  |   0.1173 ± 0.06176   |
| Bin14  |  2.298 ± 0.03189  | 0.02072 ± 0.008457  |   0.09803 ± 0.08608   |        0 ± 0        |     0 ± 0.002077     |  2.417 ± 0.09221  | 0 ± 0  | 0 ± 0  |   0.1982 ± 0.08733   |
| Bin15  |  1.865 ± 0.0288   | 0.01726 ± 0.009135  |  0.006197 ± 0.006197  |        0 ± 0        |        0 ± 0         |  1.889 ± 0.03084  | 0 ± 0  | 0 ± 0  |  0.06244 ± 0.04367   |
| Bin16  |  1.537 ± 0.02613  |  0.0259 ± 0.008279  |  0.006197 ± 0.006197  |        0 ± 0        |        0 ± 0         |  1.569 ± 0.0281   | 0 ± 0  | 0 ± 0  | 0.01423 ± 0.0007478  |
| Bin17  |  1.226 ± 0.0234   | 0.02072 ± 0.008097  | -0.006197 ± 0.006197  |  -0.0128 ± 0.0128   | 0.001469 ± 0.001469  |  1.229 ± 0.02859  | 0 ± 0  | 0 ± 0  |  0.05568 ± 0.04367   |
| Bin18  |  1.027 ± 0.02144  |  0.02417 ± 0.00772  |         0 ± 0         |        0 ± 0        |        0 ± 0         |  1.051 ± 0.02279  | 0 ± 0  | 0 ± 0  |  0.0092 ± 0.0005637  |
| Bin19  | 0.8876 ± 0.01994  | 0.02072 ± 0.006905  |         0 ± 0         | -0.01359 ± 0.01359  |        0 ± 0         |  0.8947 ± 0.0251  | 0 ± 0  | 0 ± 0  |  0.05179 ± 0.04367   |
| Bin20  | 0.7609 ± 0.01855  | 0.02244 ± 0.006686  |         0 ± 0         |        0 ± 0        | 0.001469 ± 0.001469  | 0.7848 ± 0.01977  | 0 ± 0  | 0 ± 0  | 0.007567 ± 0.000595  |
| Bin21  |  5.015 ± 0.0481   |  0.07078 ± 0.01515  |  0.006197 ± 0.01073   |  0.04077 ± 0.02354  |        0 ± 0         |  5.133 ± 0.05668  | 0 ± 0  | 0 ± 0  |    0.514 ± 0.1448    |
+--------+-------------------+---------------------+-----------------------+---------------------+----------------------+-------------------+--------+--------+----------------------+
