+--------+------------------------+----------------------+----------------------+----------------------+-----------------------+-----------------------+--------+---------+------------------------+
| Bin#   |           ZZ           |         ttZ          |        Higgs         |          WZ          |         Other         |         Total         |  data  |  Ratio  |          WWZ           |
|--------+------------------------+----------------------+----------------------+----------------------+-----------------------+-----------------------+--------+---------+------------------------+
| Bin0   |         0 ± 0          |        0 ± 0         |        0 ± 0         |        0 ± 0         |         0 ± 0         |         0 ± 0         | 0 ± 0  |  0 ± 0  |         0 ± 0          |
| Bin1   |    5.006 ± 0.04717     |  0.001726 ± 0.00299  |        0 ± 0         |        0 ± 0         | -0.001469 ± 0.001469  |    5.006 ± 0.04729    | 0 ± 0  |  0 ± 0  |   0.09645 ± 0.06175    |
| Bin2   |    12.31 ± 0.07383     |  0.01036 ± 0.004229  |        0 ± 0         |  0.02718 ± 0.01922   |         0 ± 0         |    12.35 ± 0.07641    | 0 ± 0  |  0 ± 0  |  0.02713 ± 0.0007983   |
| Bin3   |    15.11 ± 0.08166     |  0.01036 ± 0.005459  | -0.006197 ± 0.01386  |   0.1529 ± 0.08274   | -0.001469 ± 0.002544  |    15.26 ± 0.1172     | 0 ± 0  |  0 ± 0  |   0.04363 ± 0.06176    |
| Bin4   |    13.81 ± 0.07803     |  0.02417 ± 0.008803  | 0.006197 ± 0.006197  |  0.01359 ± 0.02354   |  0.001469 ± 0.001469  |    13.86 ± 0.08222    | 0 ± 0  |  0 ± 0  |    0.1429 ± 0.06176    |
| Bin5   |    10.87 ± 0.06918     |  0.03107 ± 0.008457  |   -0.1775 ± 0.1213   |  0.09686 ± 0.06083   | -0.002937 ± 0.002077  |    10.81 ± 0.1525     | 0 ± 0  |  0 ± 0  |    0.1541 ± 0.06176    |
| Bin6   |    7.522 ± 0.05759     |  0.01554 ± 0.007911  |  0.08563 ± 0.08563   |  -0.01359 ± 0.02354  |   0.04628 ± 0.04628   |    7.656 ± 0.1158     | 0 ± 0  |  0 ± 0  |   0.07137 ± 0.001406   |
| Bin7   |    4.845 ± 0.04618     |  0.02072 ± 0.009135  |  0.01859 ± 0.01073   |  0.05436 ± 0.02718   | -0.001469 ± 0.003885  |    4.937 ± 0.05555    | 0 ± 0  |  0 ± 0  |    0.1592 ± 0.06177    |
| Bin8   |     2.92 ± 0.03587     |  0.02935 ± 0.008279  |  0.09803 ± 0.08608   |  0.01359 ± 0.01359   |     0 ± 0.002077      |    3.061 ± 0.09462    | 0 ± 0  |  0 ± 0  |    0.1143 ± 0.04369    |
| Bin9   |    1.703 ± 0.02742     |  0.05179 ± 0.01119   | 0.006197 ± 0.006197  | 0.0007926 ± 0.02679  |  0.001469 ± 0.001469  |    1.763 ± 0.04044    | 0 ± 0  |  0 ± 0  |    0.1509 ± 0.06176    |
| Bin10  |    0.9648 ± 0.02061    |  0.03625 ± 0.01105   | 0.006197 ± 0.006197  |  0.01359 ± 0.01359   |   0.09843 ± 0.06551   |    1.119 ± 0.07115    | 0 ± 0  |  0 ± 0  |    0.1909 ± 0.07564    |
| Bin11  |    0.5512 ± 0.01568    |  0.02244 ± 0.007911  |  0.09183 ± 0.08586   |  0.04077 ± 0.03039   |  0.001469 ± 0.002544  |   0.7077 ± 0.09279    | 0 ± 0  |  0 ± 0  |    0.1801 ± 0.07564    |
| Bin12  |    0.3093 ± 0.01178    |  0.03798 ± 0.01007   |        0 ± 0         |  0.02718 ± 0.01922   |   0.04775 ± 0.04635   |   0.4222 ± 0.05251    | 0 ± 0  |  0 ± 0  |   0.08786 ± 0.04368    |
| Bin13  |   0.1829 ± 0.009015    |  0.03971 ± 0.00897   | 0.006197 ± 0.006197  |  0.05609 ± 0.05609   |         0 ± 0         |   0.2849 ± 0.05784    | 0 ± 0  |  0 ± 0  |   0.08064 ± 0.04368    |
| Bin14  |   0.1021 ± 0.006805    |  0.02244 ± 0.01078   |  0.006197 ± 0.01073  |  0.01359 ± 0.01359   |  0.005874 ± 0.002937  |    0.1502 ± 0.0217    | 0 ± 0  |  0 ± 0  |   0.03218 ± 0.00109    |
| Bin15  |   0.07337 ± 0.005692   |  0.03107 ± 0.008803  | 0.006197 ± 0.006197  |  0.04077 ± 0.02354   |  0.001469 ± 0.001469  |   0.1529 ± 0.02654    | 0 ± 0  |  0 ± 0  |  0.02716 ± 0.0009779   |
| Bin16  |   0.05678 ± 0.005021   |  0.01208 ± 0.007525  |        0 ± 0         |        0 ± 0         |  0.002937 ± 0.002077  |   0.0718 ± 0.009282   | 0 ± 0  |  0 ± 0  |  0.02287 ± 0.0009158   |
| Bin17  |   0.04034 ± 0.004248   |  0.01899 ± 0.008279  |        0 ± 0         |        0 ± 0         |  0.001469 ± 0.001469  |   0.0608 ± 0.00942    | 0 ± 0  |  0 ± 0  |   0.06422 ± 0.04367    |
| Bin18  |   0.02721 ± 0.003493   |  0.02244 ± 0.007911  |        0 ± 0         |        0 ± 0         | -0.001469 ± 0.001469  |  0.04818 ± 0.008772   | 0 ± 0  |  0 ± 0  |   0.05835 ± 0.04367    |
| Bin19  |    0.0242 ± 0.00332    |  0.01899 ± 0.007911  |        0 ± 0         |        0 ± 0         |         0 ± 0         |   0.04319 ± 0.00858   | 0 ± 0  |  0 ± 0  |  0.01488 ± 0.0008473   |
