+--------+------------------------+----------------------+----------------------+---------------------+----------------------+------------------------+--------+--------+------------------------+
| Bin#   |           ZZ           |         ttZ          |        Higgs         |         WZ          |        Other         |         Total          |  data  | Ratio  |          WWZ           |
|--------+------------------------+----------------------+----------------------+---------------------+----------------------+------------------------+--------+--------+------------------------+
| Bin0   |         0 ± 0          |        0 ± 0         |        0 ± 0         |        0 ± 0        |        0 ± 0         |         0 ± 0          | 0 ± 0  | 0 ± 0  |         0 ± 0          |
| Bin1   |   0.03338 ± 0.004182   |  0.05092 ± 0.01191   |        0 ± 0         |        0 ± 0        | -0.00244 ± 0.001726  |   0.08186 ± 0.01274    | 0 ± 0  | 0 ± 0  |    0.2169 ± 0.09493    |
| Bin2   |   0.02349 ± 0.003469   |   0.0541 ± 0.01232   |        0 ± 0         |  0.02693 ± 0.02693  |     0 ± 0.001726     |    0.1045 ± 0.02987    | 0 ± 0  | 0 ± 0  |    0.1747 ± 0.08491    |
| Bin3   |   0.02115 ± 0.00333    |  0.03182 ± 0.01102   | 0.006836 ± 0.006836  |  0.02693 ± 0.02693  |  0.00122 ± 0.00122   |    0.08796 ± 0.0301    | 0 ± 0  | 0 ± 0  |   0.08948 ± 0.06004    |
| Bin4   |   0.02114 ± 0.003299   |  0.05297 ± 0.01339   |        0 ± 0         |  0.08078 ± 0.04664  |   0.0411 ± 0.03538   |    0.196 ± 0.06014     | 0 ± 0  | 0 ± 0  |    0.2166 ± 0.09493    |
| Bin5   |    0.2529 ± 0.01143    |  0.06365 ± 0.01591   |  0.01367 ± 0.009668  |  0.1077 ± 0.05386   | 0.009762 ± 0.004227  |    0.4477 ± 0.05827    | 0 ± 0  | 0 ± 0  |     0.3953 ± 0.104     |
| Bin6   |   0.1826 ± 0.009685    |  0.06205 ± 0.01646   | 0.006836 ± 0.006836  |  0.02693 ± 0.06021  |     0 ± 0.003451     |    0.2784 ± 0.06363    | 0 ± 0  | 0 ± 0  |    0.3459 ± 0.08494    |
| Bin7   |   0.0966 ± 0.007051    |  0.06683 ± 0.01575   |  0.02051 ± 0.01529   |  0.08078 ± 0.06021  |  0.00244 ± 0.003451  |    0.2672 ± 0.06457    | 0 ± 0  | 0 ± 0  |    0.3005 ± 0.09495    |
| Bin8   |   0.04734 ± 0.004913   |  0.06842 ± 0.01567   |  0.01367 ± 0.009668  |  0.02693 ± 0.02693  |  0.04135 ± 0.03539   |    0.1977 ± 0.04838    | 0 ± 0  | 0 ± 0  |    0.3795 ± 0.09495    |
| Bin9   |   0.0466 ± 0.004919    |   0.0907 ± 0.01583   |        0 ± 0         |    0.147 ± 0.123    |  0.04379 ± 0.03539   |    0.3281 ± 0.1291     | 0 ± 0  | 0 ± 0  |    0.3544 ± 0.09495    |
| Bin10  |   0.01997 ± 0.003188   |  0.07478 ± 0.01484   |  0.006836 ± 0.01529  |     0 ± 0.05386     |  0.03647 ± 0.03539   |    0.1381 ± 0.06795    | 0 ± 0  | 0 ± 0  |    0.1962 ± 0.06007    |
| Bin11  |   0.01337 ± 0.002586   |  0.06524 ± 0.01322   |        0 ± 0         |     0.12 ± 0.12     |  0.00219 ± 0.003705  |    0.2008 ± 0.1209     | 0 ± 0  | 0 ± 0  |    0.159 ± 0.08492     |
| Bin12  |  0.007544 ± 0.001939   |  0.06524 ± 0.01359   |        0 ± 0         |  0.02693 ± 0.02693  | 0.003661 ± 0.003228  |    0.1034 ± 0.0304     | 0 ± 0  | 0 ± 0  |   0.08598 ± 0.04247    |
| Bin13  |  0.006629 ± 0.001773   |  0.02387 ± 0.01136   |        0 ± 0         |        0 ± 0        |  0.00244 ± 0.001726  |   0.03294 ± 0.01163    | 0 ± 0  | 0 ± 0  |  0.02365 ± 0.0008642   |
| Bin14  |  0.006053 ± 0.001764   |  0.03978 ± 0.009937  |     0 ± 0.009668     | -0.02693 ± 0.02693  |        0 ± 0         |    0.0189 ± 0.03034    | 0 ± 0  | 0 ± 0  |   0.09774 ± 0.06004    |
| Bin15  |  0.007036 ± 0.001856   |  0.02705 ± 0.008859  |        0 ± 0         |  0.02693 ± 0.02693  |  0.00122 ± 0.00122   |   0.06223 ± 0.02843    | 0 ± 0  | 0 ± 0  |  0.007176 ± 0.0005368  |
| Bin16  |  0.005495 ± 0.001645   |  0.03023 ± 0.007631  |        0 ± 0         |        0 ± 0        |  0.03647 ± 0.03527   |   0.07219 ± 0.03612    | 0 ± 0  | 0 ± 0  |   0.08884 ± 0.06004    |
| Bin17  |  0.004274 ± 0.001424   |  0.01909 ± 0.006365  |        0 ± 0         |        0 ± 0        |        0 ± 0         |   0.02337 ± 0.006522   | 0 ± 0  | 0 ± 0  |   0.08677 ± 0.06004    |
| Bin18  |  0.004046 ± 0.001415   |  0.006365 ± 0.0045   |        0 ± 0         |        0 ± 0        |        0 ± 0         |   0.01041 ± 0.004718   | 0 ± 0  | 0 ± 0  |   0.04339 ± 0.04245    |
| Bin19  |  0.005834 ± 0.001702   | 0.004773 ± 0.003558  |        0 ± 0         |        0 ± 0        |        0 ± 0         |   0.01061 ± 0.003944   | 0 ± 0  | 0 ± 0  |   0.04316 ± 0.04245    |
