+--------+------------------+----------------------+----------------------+---------------------+----------------------+------------------+--------+--------+----------------------+
| Bin#   |        ZZ        |         ttZ          |        Higgs         |         WZ          |        Other         |      Total       |  data  | Ratio  |         WWZ          |
|--------+------------------+----------------------+----------------------+---------------------+----------------------+------------------+--------+--------+----------------------+
| Bin0   |      0 ± 0       |        0 ± 0         |        0 ± 0         |        0 ± 0        |        0 ± 0         |      0 ± 0       | 0 ± 0  | 0 ± 0  |        0 ± 0         |
| Bin1   |      0 ± 0       |        0 ± 0         |        0 ± 0         |        0 ± 0        |        0 ± 0         |      0 ± 0       | 0 ± 0  | 0 ± 0  |        0 ± 0         |
| Bin2   |      0 ± 0       |        0 ± 0         |        0 ± 0         |        0 ± 0        |        0 ± 0         |      0 ± 0       | 0 ± 0  | 0 ± 0  |        0 ± 0         |
| Bin3   |      0 ± 0       |        0 ± 0         |        0 ± 0         |        0 ± 0        |        0 ± 0         |      0 ± 0       | 0 ± 0  | 0 ± 0  |        0 ± 0         |
| Bin4   | 7.658 ± 0.06183  |  0.02864 ± 0.009001  |   0.1979 ± 0.1307    |        0 ± 0        |   0.07659 ± 0.0501   |  7.962 ± 0.1532  | 0 ± 0  | 0 ± 0  |   0.2213 ± 0.06006   |
| Bin5   | 15.62 ± 0.08761  |  0.06046 ± 0.01293   |   0.1058 ± 0.09264   |  0.05386 ± 0.03808  |   0.1167 ± 0.06128   |  15.96 ± 0.1471  | 0 ± 0  | 0 ± 0  |    0.38 ± 0.07358    |
| Bin6   | 20.45 ± 0.09972  |  0.06205 ± 0.01302   |    0.2969 ± 0.16     |  0.05386 ± 0.08515  |  0.04501 ± 0.03575   |  20.91 ± 0.2104  | 0 ± 0  | 0 ± 0  |    0.5014 ± 0.104    |
| Bin7   | 19.29 ± 0.09681  |   0.0716 ± 0.01583   |  0.006836 ± 0.1308   |  0.1346 ± 0.06021   |  0.04379 ± 0.03556   |  19.55 ± 0.1778  | 0 ± 0  | 0 ± 0  |   0.4297 ± 0.09496   |
| Bin8   | 18.22 ± 0.09412  |  0.06842 ± 0.01432   |  0.09897 ± 0.09289   |  0.1077 ± 0.05386   |     0 ± 0.003451     |  18.49 ± 0.1435  | 0 ± 0  | 0 ± 0  |   0.3498 ± 0.08494   |
| Bin9   | 15.75 ± 0.08756  |  0.05887 ± 0.01518   |   0.1058 ± 0.1599    |  0.02693 ± 0.04664  |  0.03769 ± 0.03537   |  15.98 ± 0.192   | 0 ± 0  | 0 ± 0  |   0.3578 ± 0.09495   |
| Bin10  |  12.9 ± 0.07927  |  0.05251 ± 0.01467   | -0.01367 ± 0.009668  |        0 ± 0        |  0.03769 ± 0.03533   | 12.97 ± 0.08855  | 0 ± 0  | 0 ± 0  |   0.2005 ± 0.08493   |
| Bin11  | 10.28 ± 0.07079  |  0.07684 ± 0.01541   |  0.09213 ± 0.09213   |  0.03917 ± 0.04082  | 0.003661 ± 0.003228  |  10.49 ± 0.1242  | 0 ± 0  | 0 ± 0  |   0.1345 ± 0.0425    |
| Bin12  |  7.988 ± 0.0624  |   0.06365 ± 0.0135   | 0.006836 ± 0.006836  |  0.05386 ± 0.03808  |  0.00244 ± 0.00244   | 8.115 ± 0.07469  | 0 ± 0  | 0 ± 0  |   0.2051 ± 0.07355   |
| Bin13  | 6.353 ± 0.05567  |  0.06524 ± 0.01222   | 0.006836 ± 0.006836  |  0.05386 ± 0.03808  |  0.00122 ± 0.002113  | 6.481 ± 0.06892  | 0 ± 0  | 0 ± 0  |   0.1453 ± 0.06006   |
| Bin14  |  5.005 ± 0.0494  |  0.03819 ± 0.01147   | 0.006836 ± 0.006836  |  0.02693 ± 0.02693  |  0.03403 ± 0.03535   | 5.111 ± 0.06777  | 0 ± 0  | 0 ± 0  |   0.1756 ± 0.07354   |
| Bin15  | 4.024 ± 0.04435  |  0.04137 ± 0.01079   |        0 ± 0         |        0 ± 0        |  0.00097 ± 0.002507  | 4.067 ± 0.04571  | 0 ± 0  | 0 ± 0  |   0.2077 ± 0.08491   |
| Bin16  | 3.241 ± 0.03995  |  0.01591 ± 0.01031   | 0.006836 ± 0.006836  |  0.05386 ± 0.03808  |  0.00122 ± 0.00122   | 3.319 ± 0.05657  | 0 ± 0  | 0 ± 0  |  0.03154 ± 0.00126   |
| Bin17  | 2.741 ± 0.03673  |  0.01273 ± 0.01102   |        0 ± 0         |  0.02693 ± 0.02693  |  -0.00122 ± 0.00122  |  2.78 ± 0.04687  | 0 ± 0  | 0 ± 0  |   0.1939 ± 0.08491   |
| Bin18  | 2.229 ± 0.03319  |  0.01591 ± 0.008113  |        0 ± 0         |     0.12 ± 0.12     |  0.00122 ± 0.00122   |  2.366 ± 0.1248  | 0 ± 0  | 0 ± 0  |   0.1474 ± 0.07354   |
| Bin19  |  1.871 ± 0.0304  | 0.007956 ± 0.006162  |        0 ± 0         |        0 ± 0        | 0.004631 ± 0.002788  | 1.883 ± 0.03114  | 0 ± 0  | 0 ± 0  | 0.01772 ± 0.0009507  |
| Bin20  | 1.535 ± 0.02752  |  0.03819 ± 0.008715  |        0 ± 0         |  0.02693 ± 0.02693  |        0 ± 0         |  1.6 ± 0.03948   | 0 ± 0  | 0 ± 0  |   0.1835 ± 0.08491   |
| Bin21  | 10.92 ± 0.07412  |   0.1114 ± 0.01987   |   -0.1501 ± 0.1312   | -0.02693 ± 0.04664  |        0 ± 0         |  10.85 ± 0.159   | 0 ± 0  | 0 ± 0  |   0.7509 ± 0.1698    |
+--------+------------------+----------------------+----------------------+---------------------+----------------------+------------------+--------+--------+----------------------+
