+--------+------------------+----------------------+-----------------------+---------------------+-----------------------+------------------+--------+--------+----------------------+
| Bin#   |        ZZ        |         ttZ          |         Higgs         |         WZ          |         Other         |      Total       |  data  | Ratio  |         WWZ          |
|--------+------------------+----------------------+-----------------------+---------------------+-----------------------+------------------+--------+--------+----------------------+
| Bin0   |      0 ± 0       |        0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         |      0 ± 0       | 0 ± 0  | 0 ± 0  |        0 ± 0         |
| Bin1   |      0 ± 0       |        0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         |      0 ± 0       | 0 ± 0  | 0 ± 0  |        0 ± 0         |
| Bin2   |      0 ± 0       |        0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         |      0 ± 0       | 0 ± 0  | 0 ± 0  |        0 ± 0         |
| Bin3   |      0 ± 0       |        0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         |      0 ± 0       | 0 ± 0  | 0 ± 0  |        0 ± 0         |
| Bin4   | 1.582 ± 0.02731  | 0.003182 ± 0.003898  |         0 ± 0         |  0.05386 ± 0.03808  |  0.00097 ± 0.002507   |  1.64 ± 0.04709  | 0 ± 0  | 0 ± 0  | 0.01078 ± 0.0004034  |
| Bin5   |  6.01 ± 0.05356  |  0.007956 ± 0.00421  |   0.09213 ± 0.09213   |        0 ± 0        | -0.003661 ± 0.002728  |  6.107 ± 0.1067  | 0 ± 0  | 0 ± 0  | 0.03721 ± 0.0008044  |
| Bin6   | 14.08 ± 0.08244  |  0.03341 ± 0.01043   |    0.1979 ± 0.1307    |  0.05386 ± 0.03808  |   0.1167 ± 0.06118    |  14.48 ± 0.1708  | 0 ± 0  | 0 ± 0  |   0.2079 ± 0.07354   |
| Bin7   |  27.03 ± 0.1149  |   0.05887 ± 0.0145   |      0 ± 0.1303       |  0.08078 ± 0.04664  |  0.003661 ± 0.005319  |  27.17 ± 0.1805  | 0 ± 0  | 0 ± 0  |   0.2703 ± 0.07355   |
| Bin8   |  26.41 ± 0.1139  |  0.05775 ± 0.01474   |   0.09213 ± 0.09213   |  0.08078 ± 0.07124  |   0.1082 ± 0.06115    |  26.75 ± 0.1746  | 0 ± 0  | 0 ± 0  |   0.5935 ± 0.1343    |
| Bin9   |  21.03 ± 0.1017  |   0.05728 ± 0.0135   |   0.1058 ± 0.09264    |     0 ± 0.03808     |  0.007321 ± 0.004566  |  21.2 ± 0.1435   | 0 ± 0  | 0 ± 0  |   0.288 ± 0.07356    |
| Bin10  | 15.95 ± 0.08848  |  0.07001 ± 0.01423   |    0.2184 ± 0.1312    | -0.04162 ± 0.03067  |  0.004881 ± 0.004566  |  16.21 ± 0.1619  | 0 ± 0  | 0 ± 0  |   0.4921 ± 0.1201    |
| Bin11  | 11.93 ± 0.07645  |  0.06842 ± 0.01583   |  -0.07162 ± 0.09339   |  0.02693 ± 0.02693  |   0.03525 ± 0.03541   |  11.99 ± 0.1296  | 0 ± 0  | 0 ± 0  |   0.2664 ± 0.07356   |
| Bin12  |  8.93 ± 0.06613  |  0.06683 ± 0.01331   |  -0.09213 ± 0.09264   |     0.12 ± 0.12     |   0.03891 ± 0.03548   |  9.064 ± 0.1697  | 0 ± 0  | 0 ± 0  |   0.1653 ± 0.04251   |
| Bin13  | 6.722 ± 0.05734  |  0.04455 ± 0.01293   |   0.1195 ± 0.09314    |  0.05386 ± 0.03808  |  0.006101 ± 0.002728  |  6.946 ± 0.1166  | 0 ± 0  | 0 ± 0  |   0.3198 ± 0.09495   |
| Bin14  | 5.127 ± 0.05011  |  0.05887 ± 0.01243   |     0 ± 0.009668      |  0.08078 ± 0.04664  |   0.03744 ± 0.03531   | 5.304 ± 0.07862  | 0 ± 0  | 0 ± 0  |   0.2177 ± 0.09495   |
| Bin15  | 3.934 ± 0.04397  |  0.02546 ± 0.01125   |   0.09897 ± 0.09239   |        0 ± 0        |  0.00122 ± 0.002113   |   4.06 ± 0.103   | 0 ± 0  | 0 ± 0  |   0.1623 ± 0.06006   |
| Bin16  | 3.112 ± 0.03903  |  0.04296 ± 0.01136   |   0.09213 ± 0.09213   |        0 ± 0        |  0.00122 ± 0.002113   |  3.248 ± 0.1007  | 0 ± 0  | 0 ± 0  |   0.1515 ± 0.06006   |
| Bin17  | 2.376 ± 0.03412  |  0.03819 ± 0.01102   |  0.006836 ± 0.006836  |  0.05386 ± 0.03808  |  0.003661 ± 0.002728  | 2.478 ± 0.05282  | 0 ± 0  | 0 ± 0  |   0.1478 ± 0.06006   |
| Bin18  | 1.911 ± 0.03066  |  0.01591 ± 0.009001  |         0 ± 0         |  0.05386 ± 0.03808  |  0.003661 ± 0.002113  | 1.985 ± 0.04975  | 0 ± 0  | 0 ± 0  |  0.09266 ± 0.04248   |
| Bin19  |  1.468 ± 0.0268  |  0.03023 ± 0.009413  |         0 ± 0         |  0.02693 ± 0.02693  |  -0.00122 ± 0.00122   | 1.524 ± 0.03916  | 0 ± 0  | 0 ± 0  |   0.1264 ± 0.06005   |
