+--------+----------------------+-----------------------+----------------------+---------------------+----------------------+----------------------+--------+--------+-----------------------+
| Bin#   |          ZZ          |          ttZ          |        Higgs         |         WZ          |        Other         |        Total         |  data  | Ratio  |          WWZ          |
|--------+----------------------+-----------------------+----------------------+---------------------+----------------------+----------------------+--------+--------+-----------------------+
| Bin0   |        0 ± 0         |         0 ± 0         |        0 ± 0         |        0 ± 0        |        0 ± 0         |        0 ± 0         | 0 ± 0  | 0 ± 0  |         0 ± 0         |
| Bin1   |  0.1657 ± 0.009235   |   0.2975 ± 0.03006    |  0.01367 ± 0.01367   |   0.267 ± 0.1761    | 0.004881 ± 0.004948  |   0.7488 ± 0.1794    | 0 ± 0  | 0 ± 0  |    0.9119 ± 0.1589    |
| Bin2   |   0.13 ± 0.008182    |   0.1893 ± 0.02429    |  0.01367 ± 0.01675   |  0.08078 ± 0.06021  |   0.1131 ± 0.06117   |   0.5268 ± 0.09113   | 0 ± 0  | 0 ± 0  |    0.5758 ± 0.1343    |
| Bin3   |  0.0909 ± 0.006809   |   0.1166 ± 0.01993    | 0.006836 ± 0.006836  |  0.02693 ± 0.04664  | 0.003661 ± 0.004047  |   0.2449 ± 0.05179   | 0 ± 0  | 0 ± 0  |    0.6663 ± 0.1589    |
| Bin4   |  0.07385 ± 0.006137  |   0.06524 ± 0.0163    |  0.02051 ± 0.01529   |  0.05386 ± 0.05386  |  0.03891 ± 0.03531   |   0.2524 ± 0.06844   | 0 ± 0  | 0 ± 0  |   0.2703 ± 0.08492    |
| Bin5   |  0.06464 ± 0.005773  |   0.06046 ± 0.01405   |        0 ± 0         |  0.02693 ± 0.02693  | 0.003661 ± 0.002113  |   0.1557 ± 0.03099   | 0 ± 0  | 0 ± 0  |   0.1992 ± 0.07354    |
| Bin6   |  0.04655 ± 0.004896  |    0.0366 ± 0.0118    |        0 ± 0         |        0 ± 0        | 0.003661 ± 0.002113  |  0.08681 ± 0.01295   | 0 ± 0  | 0 ± 0  |   0.1792 ± 0.07354    |
| Bin7   |  0.04421 ± 0.00475   |   0.04455 ± 0.01055   | 0.006836 ± 0.006836  | -0.02693 ± 0.02693  | 0.003661 ± 0.003228  |  0.07233 ± 0.03027   | 0 ± 0  | 0 ± 0  |   0.1672 ± 0.07354    |
| Bin8   |  0.03639 ± 0.004315  |  0.02228 ± 0.006751   |        0 ± 0         |        0 ± 0        | -0.00244 ± 0.001726  |  0.05623 ± 0.008195  | 0 ± 0  | 0 ± 0  |  0.0284 ± 0.0009402   |
| Bin9   |  0.03036 ± 0.003953  |  0.01114 ± 0.007292   |        0 ± 0         |  0.02693 ± 0.02693  |        0 ± 0         |  0.06843 ± 0.02818   | 0 ± 0  | 0 ± 0  |  0.02233 ± 0.0008758  |
| Bin10  |   0.02246 ± 0.0034   |  0.01273 ± 0.005512   |        0 ± 0         |  0.02693 ± 0.02693  | 0.004881 ± 0.002989  |   0.067 ± 0.02786    | 0 ± 0  | 0 ± 0  |  0.01503 ± 0.0006636  |
| Bin11  |  0.02233 ± 0.003367  |  0.004773 ± 0.005737  |        0 ± 0         |        0 ± 0        |  0.00219 ± 0.002788  |  0.0293 ± 0.007213   | 0 ± 0  | 0 ± 0  |   0.05351 ± 0.04246   |
| Bin12  |  0.01702 ± 0.002946  |  0.01114 ± 0.005737   |        0 ± 0         |        0 ± 0        |     0 ± 0.001726     |  0.02816 ± 0.006676  | 0 ± 0  | 0 ± 0  |   0.05134 ± 0.04246   |
| Bin13  |  0.01124 ± 0.002431  |   0.009547 ± 0.0045   |        0 ± 0         |        0 ± 0        |  0.00244 ± 0.001726  |  0.02323 ± 0.005398  | 0 ± 0  | 0 ± 0  |  0.00701 ± 0.0004753  |
| Bin14  |  0.00806 ± 0.002055  |  0.001591 ± 0.00421   |        0 ± 0         |        0 ± 0        |  0.00122 ± 0.00122   |  0.01087 ± 0.004841  | 0 ± 0  | 0 ± 0  | 0.005358 ± 0.0004078  |
| Bin15  | 0.005828 ± 0.001757  |  0.001591 ± 0.002756  |        0 ± 0         |  0.02693 ± 0.02693  |     0 ± 0.001726     |  0.03435 ± 0.02718   | 0 ± 0  | 0 ± 0  | 0.003601 ± 0.0003134  |
| Bin16  | 0.006202 ± 0.001793  |  0.003182 ± 0.003182  | 0.006836 ± 0.006836  |        0 ± 0        |  -0.00122 ± 0.00122  |   0.015 ± 0.007846   | 0 ± 0  | 0 ± 0  |   0.08832 ± 0.06004   |
| Bin17  | 0.006164 ± 0.001755  |  0.004773 ± 0.002756  |        0 ± 0         |  0.02693 ± 0.02693  |     0 ± 0.001726     |  0.03787 ± 0.02718   | 0 ± 0  | 0 ± 0  | 0.002679 ± 0.0002695  |
| Bin18  | 0.003101 ± 0.001268  |      0 ± 0.00225      |        0 ± 0         |        0 ± 0        |        0 ± 0         | 0.003101 ± 0.002583  | 0 ± 0  | 0 ± 0  | 0.001986 ± 0.0001961  |
| Bin19  | 0.002571 ± 0.001152  | -0.001591 ± 0.001591  |        0 ± 0         |        0 ± 0        |  0.03525 ± 0.03525   |   0.03623 ± 0.0353   | 0 ± 0  | 0 ± 0  |  0.00185 ± 0.0002479  |
