+--------+------------------+----------------------+----------------------+---------------------+-----------------------+------------------+--------+--------+------------------------+
| Bin#   |        ZZ        |         ttZ          |        Higgs         |         WZ          |         Other         |      Total       |  data  | Ratio  |          WWZ           |
|--------+------------------+----------------------+----------------------+---------------------+-----------------------+------------------+--------+--------+------------------------+
| Bin0   |  36.06 ± 0.1342  |   0.1384 ± 0.02222   |   0.7065 ± 0.2452    |  0.1346 ± 0.09709   |   0.1921 ± 0.07927    |  37.23 ± 0.3071  | 0 ± 0  | 0 ± 0  |     2.111 ± 0.1532     |
| Bin1   |  3.762 ± 0.0429  |  0.01591 ± 0.006751  |        0 ± 0         |  0.02693 ± 0.04664  | -0.003661 ± 0.002728  | 3.801 ± 0.06378  | 0 ± 0  | 0 ± 0  |   0.05114 ± 0.001273   |
| Bin2   | 4.349 ± 0.04602  |  0.02228 ± 0.008715  |      0 ± 0.1303      |  0.02693 ± 0.02693  |  0.007321 ± 0.003859  |  4.406 ± 0.1411  | 0 ± 0  | 0 ± 0  |    0.1264 ± 0.06005    |
| Bin3   | 5.169 ± 0.04994  |  0.01432 ± 0.006936  |        0 ± 0         |  0.05386 ± 0.03808  |  0.007321 ± 0.004227  | 5.244 ± 0.06333  | 0 ± 0  | 0 ± 0  |    0.2445 ± 0.09493    |
| Bin4   | 6.503 ± 0.05603  |  0.03023 ± 0.008859  |        0 ± 0         |  0.02693 ± 0.02693  |   0.03647 ± 0.03535   | 6.597 ± 0.07206  | 0 ± 0  | 0 ± 0  |  0.02476 ± 0.0008614   |
| Bin5   | 8.651 ± 0.06452  |  0.0175 ± 0.008569   |        0 ± 0         |  0.02693 ± 0.02693  |  0.00244 ± 0.003859   | 8.698 ± 0.07054  | 0 ± 0  | 0 ± 0  |   0.05973 ± 0.04246    |
| Bin6   | 12.45 ± 0.07727  |  0.02228 ± 0.009001  |  0.09213 ± 0.09213   |  0.08078 ± 0.04664  |   0.03891 ± 0.03535   |  12.68 ± 0.134   | 0 ± 0  | 0 ± 0  |   0.05546 ± 0.04246    |
| Bin7   | 20.03 ± 0.09792  |  0.0366 ± 0.008569   |   0.0853 ± 0.09239   | -0.01469 ± 0.01469  |  0.003661 ± 0.002728  |  20.14 ± 0.1357  | 0 ± 0  | 0 ± 0  |   0.09403 ± 0.06004    |
| Bin8   | 1.649 ± 0.02809  | 0.001591 ± 0.002756  |        0 ± 0         |        0 ± 0        |   0.00244 ± 0.00244   | 1.653 ± 0.02833  | 0 ± 0  | 0 ± 0  | 0.0005754 ± 0.0001406  |
| Bin9   |      0 ± 0       |        0 ± 0         |        0 ± 0         |        0 ± 0        |         0 ± 0         |      0 ± 0       | 0 ± 0  | 0 ± 0  |         0 ± 0          |
| Bin10  |      0 ± 0       |        0 ± 0         |        0 ± 0         |        0 ± 0        |         0 ± 0         |      0 ± 0       | 0 ± 0  | 0 ± 0  |         0 ± 0          |
| Bin11  |      0 ± 0       |        0 ± 0         |        0 ± 0         |        0 ± 0        |         0 ± 0         |      0 ± 0       | 0 ± 0  | 0 ± 0  |         0 ± 0          |
| Bin12  |      0 ± 0       |        0 ± 0         |        0 ± 0         |        0 ± 0        |         0 ± 0         |      0 ± 0       | 0 ± 0  | 0 ± 0  |         0 ± 0          |
| Bin13  |      0 ± 0       |        0 ± 0         |        0 ± 0         |        0 ± 0        |         0 ± 0         |      0 ± 0       | 0 ± 0  | 0 ± 0  |         0 ± 0          |
| Bin14  | 3.964 ± 0.04353  | 0.003182 ± 0.003898  |        0 ± 0         |  0.05386 ± 0.03808  |   0.00122 ± 0.00122   | 4.023 ± 0.05798  | 0 ± 0  | 0 ± 0  | 0.0004579 ± 7.925e-05  |
| Bin15  | 10.76 ± 0.07186  |  0.01273 ± 0.007795  |        0 ± 0         |  0.02693 ± 0.02693  |  -0.00122 ± 0.00122   | 10.79 ± 0.07714  | 0 ± 0  | 0 ± 0  |  0.002036 ± 0.0002507  |
| Bin16  |  7.14 ± 0.05868  |  0.01909 ± 0.007463  |        0 ± 0         |        0 ± 0        |   0.03525 ± 0.03529   | 7.194 ± 0.06888  | 0 ± 0  | 0 ± 0  |   0.001417 ± 0.06004   |
| Bin17  |  5.242 ± 0.0504  |  0.02546 ± 0.008715  |        0 ± 0         |        0 ± 0        |   0.00122 ± 0.00122   | 5.269 ± 0.05116  | 0 ± 0  | 0 ± 0  |   0.04402 ± 0.04245    |
| Bin18  |  4.092 ± 0.0447  |  0.02911 ± 0.009256  |        0 ± 0         |        0 ± 0        |   0.00122 ± 0.00122   | 4.123 ± 0.04567  | 0 ± 0  | 0 ± 0  |   0.08701 ± 0.06004    |
| Bin19  | 3.192 ± 0.03948  |  0.02546 ± 0.007463  |  -0.0853 ± 0.09239   |        0 ± 0        |   0.00122 ± 0.00122   |  3.133 ± 0.1008  | 0 ± 0  | 0 ± 0  |    0.1716 ± 0.0849     |
| Bin20  | 2.737 ± 0.03664  |  0.007956 ± 0.00656  | 0.006836 ± 0.006836  |        0 ± 0        |   0.00122 ± 0.00122   | 2.753 ± 0.03787  | 0 ± 0  | 0 ± 0  |    0.129 ± 0.07353     |
| Bin21  |  30.33 ± 0.1233  |   0.4678 ± 0.03962   |  -0.03744 ± 0.1607   |   0.3085 ± 0.1496   |   0.07853 ± 0.05002   |  31.15 ± 0.2598  | 0 ± 0  | 0 ± 0  |     1.43 ± 0.2439      |
+--------+------------------+----------------------+----------------------+---------------------+-----------------------+------------------+--------+--------+------------------------+
