+--------+----------------------+----------------------+-----------------------+---------------------+-----------------------+----------------------+--------+--------+------------------------+
| Bin#   |          ZZ          |         ttZ          |         Higgs         |         WZ          |         Other         |        Total         |  data  | Ratio  |          WWZ           |
|--------+----------------------+----------------------+-----------------------+---------------------+-----------------------+----------------------+--------+--------+------------------------+
| Bin0   |        0 ± 0         |        0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         |        0 ± 0         | 0 ± 0  | 0 ± 0  |         0 ± 0          |
| Bin1   |        0 ± 0         |     0 ± 0.00225      |         0 ± 0         |        0 ± 0        |         0 ± 0         |     0 ± 0.00225      | 0 ± 0  | 0 ± 0  | 0.0007363 ± 0.0001475  |
| Bin2   |  0.01203 ± 0.00251   |  0.01909 ± 0.006751  |         0 ± 0         |  0.02693 ± 0.02693  |         0 ± 0         |  0.05805 ± 0.02787   | 0 ± 0  | 0 ± 0  |    0.1013 ± 0.06004    |
| Bin3   |  0.02172 ± 0.003313  |  0.09229 ± 0.01575   |  0.006836 ± 0.006836  |     0.12 ± 0.12     |   0.00122 ± 0.00122   |   0.2421 ± 0.1213    | 0 ± 0  | 0 ± 0  |    0.2243 ± 0.08492    |
| Bin4   |  0.03443 ± 0.004161  |  0.09547 ± 0.01786   |         0 ± 0         |  0.02693 ± 0.02693  |   0.00122 ± 0.00122   |    0.158 ± 0.0326    | 0 ± 0  | 0 ± 0  |     0.3456 ± 0.104     |
| Bin5   |  0.06346 ± 0.005683  |   0.1002 ± 0.01916   |  0.01367 ± 0.009668   | -0.02693 ± 0.04664  |   0.00244 ± 0.00244   |   0.1529 ± 0.05171   | 0 ± 0  | 0 ± 0  |    0.3316 ± 0.09496    |
| Bin6   |  0.06505 ± 0.005778  |  0.08592 ± 0.01987   |  0.006836 ± 0.006836  |  0.05386 ± 0.03808  |   0.03988 ± 0.03557   |   0.2515 ± 0.05648   | 0 ± 0  | 0 ± 0  |    0.4151 ± 0.1123     |
| Bin7   |  0.06744 ± 0.005876  |   0.1034 ± 0.01779   |     0 ± 0.009668      |  0.08078 ± 0.04664  |  0.004631 ± 0.003279  |   0.2563 ± 0.05129   | 0 ± 0  | 0 ± 0  |    0.2404 ± 0.09495    |
| Bin8   |  0.07609 ± 0.006272  |   0.1018 ± 0.01743   |  0.01367 ± 0.009668   |  0.02693 ± 0.02693  |  0.01098 ± 0.004047   |   0.2295 ± 0.03432   | 0 ± 0  | 0 ± 0  |    0.232 ± 0.09494     |
| Bin9   |  0.08449 ± 0.006569  |  0.07956 ± 0.01526   |  -0.006836 ± 0.01184  |  0.08078 ± 0.04664  |   0.03647 ± 0.03539   |    0.2745 ± 0.062    | 0 ± 0  | 0 ± 0  |    0.1864 ± 0.06006    |
| Bin10  |  0.0885 ± 0.006719   |  0.07048 ± 0.01439   |  0.006836 ± 0.006836  |  0.05386 ± 0.03808  |   0.04013 ± 0.03537   |   0.2598 ± 0.05478   | 0 ± 0  | 0 ± 0  |    0.6049 ± 0.1471     |
| Bin11  |  0.08808 ± 0.006774  |  0.06365 ± 0.01253   |  0.006836 ± 0.006836  |   0.2008 ± 0.1343   |   0.03891 ± 0.03535   |   0.3983 ± 0.1398    | 0 ± 0  | 0 ± 0  |    0.1751 ± 0.06005    |
| Bin12  |  0.1047 ± 0.007351   |  0.04614 ± 0.01302   | -0.006836 ± 0.006836  |  0.02693 ± 0.04664  | 0.0002502 ± 0.004761  |   0.1711 ± 0.04968   | 0 ± 0  | 0 ± 0  |    0.3006 ± 0.09494    |
| Bin13  |  0.07797 ± 0.006331  |  0.04137 ± 0.01079   |   0.02051 ± 0.01184   |     0 ± 0.03808     |  0.003661 ± 0.003661  |   0.1435 ± 0.04196   | 0 ± 0  | 0 ± 0  |    0.1151 ± 0.04247    |
| Bin14  |  0.02837 ± 0.003825  |  0.01273 ± 0.005032  |  0.006836 ± 0.006836  | -0.02693 ± 0.02693  |   0.03647 ± 0.03527   |  0.05748 ± 0.04534   | 0 ± 0  | 0 ± 0  |  0.02348 ± 0.0006609   |
| Bin15  | 0.005672 ± 0.001713  | -0.003182 ± 0.00225  |         0 ± 0         |        0 ± 0        |   0.00122 ± 0.00122   |  0.00371 ± 0.00308   | 0 ± 0  | 0 ± 0  |  0.007611 ± 0.0003496  |
| Bin16  | 0.003099 ± 0.001267  |        0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         | 0.003099 ± 0.001267  | 0 ± 0  | 0 ± 0  |  0.002271 ± 0.0002011  |
| Bin17  |        0 ± 0         |        0 ± 0         |         0 ± 0         |  0.02693 ± 0.02693  |         0 ± 0         |  0.02693 ± 0.02693   | 0 ± 0  | 0 ± 0  | 0.0003713 ± 7.001e-05  |
| Bin18  |        0 ± 0         |        0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         |        0 ± 0         | 0 ± 0  | 0 ± 0  |  2.475e-05 ± 1.75e-05  |
| Bin19  |        0 ± 0         |        0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         |        0 ± 0         | 0 ± 0  | 0 ± 0  |         0 ± 0          |
| Bin20  |        0 ± 0         |        0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         |        0 ± 0         | 0 ± 0  | 0 ± 0  |         0 ± 0          |
| Bin21  |        0 ± 0         |        0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         |        0 ± 0         | 0 ± 0  | 0 ± 0  |         0 ± 0          |
+--------+----------------------+----------------------+-----------------------+---------------------+-----------------------+----------------------+--------+--------+------------------------+
