+--------+-------------------+-----------------------+----------------------+---------------------+----------------------+-------------------+--------+--------+------------------------+
| Bin#   |        ZZ         |          ttZ          |        Higgs         |         WZ          |        Other         |       Total       |  data  | Ratio  |          WWZ           |
|--------+-------------------+-----------------------+----------------------+---------------------+----------------------+-------------------+--------+--------+------------------------+
| Bin0   |       0 ± 0       |         0 ± 0         |        0 ± 0         |        0 ± 0        |        0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |         0 ± 0          |
| Bin1   |       0 ± 0       |         0 ± 0         |        0 ± 0         |        0 ± 0        |        0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |         0 ± 0          |
| Bin2   |       0 ± 0       |         0 ± 0         |        0 ± 0         |        0 ± 0        |        0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |         0 ± 0          |
| Bin3   |  36.74 ± 0.1344   |   0.1305 ± 0.02228    |   0.3037 ± 0.2071    |   0.2693 ± 0.1008   |   0.152 ± 0.07099    |  37.59 ± 0.2769   | 0 ± 0  | 0 ± 0  |     1.121 ± 0.1645     |
| Bin4   |  37.77 ± 0.1356   |     0.148 ± 0.023     |   0.2969 ± 0.2064    |  0.1346 ± 0.08078   |   0.08391 ± 0.0504   |  38.44 ± 0.2656   | 0 ± 0  | 0 ± 0  |     1.05 ± 0.1589      |
| Bin5   |  30.33 ± 0.1212   |    0.1421 ± 0.0208    |   0.2048 ± 0.1849    |  0.08078 ± 0.06021  |  0.08758 ± 0.05011   |  30.84 ± 0.2355   | 0 ± 0  | 0 ± 0  |    0.6664 ± 0.1274     |
| Bin6   |  19.72 ± 0.09791  |    0.113 ± 0.01793    |  -0.0853 ± 0.09239   |  0.05386 ± 0.06596  | -0.00122 ± 0.002728  |   19.8 ± 0.151    | 0 ± 0  | 0 ± 0  |    0.383 ± 0.09496     |
| Bin7   |  13.77 ± 0.08203  |   0.07797 ± 0.01661   |  0.01367 ± 0.009668  |  0.05386 ± 0.03808  |   0.0411 ± 0.03542   |  13.96 ± 0.09901  | 0 ± 0  | 0 ± 0  |    0.4452 ± 0.1201     |
| Bin8   |  8.415 ± 0.06433  |   0.07478 ± 0.01567   |  0.02051 ± 0.01184   |        0 ± 0        |  0.00122 ± 0.002113  |  8.512 ± 0.06729  | 0 ± 0  | 0 ± 0  |    0.1917 ± 0.07355    |
| Bin9   |  5.253 ± 0.05097  |   0.06205 ± 0.01201   |        0 ± 0         |        0 ± 0        |        0 ± 0         |  5.315 ± 0.05237  | 0 ± 0  | 0 ± 0  |   0.08797 ± 0.04248    |
| Bin10  |  3.315 ± 0.0405   |   0.04137 ± 0.01055   |        0 ± 0         |  0.02693 ± 0.02693  |  0.00244 ± 0.001726  |  3.386 ± 0.04979  | 0 ± 0  | 0 ± 0  |    0.1981 ± 0.08491    |
| Bin11  |  2.296 ± 0.03379  |   0.02705 ± 0.00914   | 0.006836 ± 0.006836  | -0.01469 ± 0.01469  |  0.00122 ± 0.00122   |  2.317 ± 0.03859  | 0 ± 0  | 0 ± 0  |    0.1478 ± 0.07354    |
| Bin12  |  1.688 ± 0.02902  |  0.01909 ± 0.007463   |        0 ± 0         |     0.12 ± 0.12     |        0 ± 0         |  1.827 ± 0.1237   | 0 ± 0  | 0 ± 0  |   0.05552 ± 0.04246    |
| Bin13  |  1.235 ± 0.02485  | -0.001591 ± 0.006936  | 0.006836 ± 0.006836  |        0 ± 0        |  0.03525 ± 0.03525   |  1.276 ± 0.04421  | 0 ± 0  | 0 ± 0  |   0.05089 ± 0.04246    |
| Bin14  | 0.9618 ± 0.02203  |  0.009547 ± 0.006365  |        0 ± 0         |        0 ± 0        |        0 ± 0         | 0.9714 ± 0.02293  | 0 ± 0  | 0 ± 0  |  0.005729 ± 0.0004716  |
| Bin15  |  0.755 ± 0.01953  |  0.009547 ± 0.005512  |        0 ± 0         |  0.02693 ± 0.02693  |  0.00219 ± 0.00219   | 0.7937 ± 0.03379  | 0 ± 0  | 0 ± 0  |   0.04692 ± 0.04245    |
| Bin16  | 0.5974 ± 0.01738  |  0.006365 ± 0.005032  |        0 ± 0         |        0 ± 0        |        0 ± 0         | 0.6038 ± 0.01809  | 0 ± 0  | 0 ± 0  |   0.04537 ± 0.04245    |
| Bin17  |  0.477 ± 0.01553  |     0 ± 0.003898      |        0 ± 0         |        0 ± 0        |        0 ± 0         |  0.477 ± 0.01601  | 0 ± 0  | 0 ± 0  |   0.04519 ± 0.04245    |
| Bin18  |  0.3586 ± 0.0135  |   0.01114 ± 0.00421   |        0 ± 0         |        0 ± 0        |        0 ± 0         | 0.3698 ± 0.01414  | 0 ± 0  | 0 ± 0  |   0.04454 ± 0.04245    |
| Bin19  | 0.3184 ± 0.01269  |  0.003182 ± 0.003182  |        0 ± 0         |        0 ± 0        |        0 ± 0         | 0.3216 ± 0.01309  | 0 ± 0  | 0 ± 0  |  0.001145 ± 0.0001684  |
| Bin20  |  0.265 ± 0.01161  |  0.004773 ± 0.003558  |        0 ± 0         |        0 ± 0        |        0 ± 0         | 0.2698 ± 0.01215  | 0 ± 0  | 0 ± 0  | 0.0009838 ± 0.0001585  |
| Bin21  |  1.811 ± 0.03061  |   0.01114 ± 0.00656   |        0 ± 0         |        0 ± 0        |        0 ± 0         |  1.823 ± 0.03131  | 0 ± 0  | 0 ± 0  |   0.04607 ± 0.04245    |
+--------+-------------------+-----------------------+----------------------+---------------------+----------------------+-------------------+--------+--------+------------------------+
