+--------+----------------------+-----------------------+-----------------------+--------------------+-----------------------+----------------------+--------+--------+------------------------+
| Bin#   |          ZZ          |          ttZ          |         Higgs         |         WZ         |         Other         |        Total         |  data  | Ratio  |          WWZ           |
|--------+----------------------+-----------------------+-----------------------+--------------------+-----------------------+----------------------+--------+--------+------------------------+
| Bin0   |        0 ± 0         |         0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         |        0 ± 0         | 0 ± 0  | 0 ± 0  |         0 ± 0          |
| Bin1   |     137 ± 0.2588     |    0.7403 ± 0.0486    |    0.6553 ± 0.346     |   0.2815 ± 0.13    |   0.2464 ± 0.08702    |    138.9 ± 0.4621    | 0 ± 0  | 0 ± 0  |     3.872 ± 0.3234     |
| Bin2   |   20.39 ± 0.09991    |    0.113 ± 0.02031    |   0.02735 ± 0.01675   |  0.1077 ± 0.06596  |  0.01342 ± 0.005852   |    20.65 ± 0.1227    | 0 ± 0  | 0 ± 0  |     0.4696 ± 0.104     |
| Bin3   |   4.784 ± 0.04853    |  0.02068 ± 0.009937   | -0.006836 ± 0.006836  |  0.1077 ± 0.05386  | -0.003661 ± 0.004047  |    4.902 ± 0.0736    | 0 ± 0  | 0 ± 0  |    0.1737 ± 0.07354    |
| Bin4   |   1.756 ± 0.02953    |  0.01114 ± 0.005737   |   0.09213 ± 0.09213   |   0.147 ± 0.123    |   0.04013 ± 0.03533   |    2.046 ± 0.1606    | 0 ± 0  | 0 ± 0  |  0.01503 ± 0.0006743   |
| Bin5   |   0.8149 ± 0.02011   |  0.001591 ± 0.002756  |         0 ± 0         |       0 ± 0        |   0.00122 ± 0.00122   |   0.8177 ± 0.02033   | 0 ± 0  | 0 ± 0  |  0.005995 ± 0.0004344  |
| Bin6   |   0.4022 ± 0.01408   |  0.003182 ± 0.003182  |         0 ± 0         | 0.02693 ± 0.02693  |   0.00122 ± 0.00122   |   0.4335 ± 0.03058   | 0 ± 0  | 0 ± 0  |   0.04644 ± 0.04245    |
| Bin7   |   0.2534 ± 0.01124   |  0.001591 ± 0.002756  |         0 ± 0         |       0 ± 0        |   0.03525 ± 0.03525   |   0.2902 ± 0.0371    | 0 ± 0  | 0 ± 0  |  0.001893 ± 0.0002208  |
| Bin8   |  0.1631 ± 0.009019   |         0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         |  0.1631 ± 0.009019   | 0 ± 0  | 0 ± 0  |  0.001256 ± 0.0001688  |
| Bin9   |  0.1049 ± 0.007191   | -0.001591 ± 0.001591  |         0 ± 0         |       0 ± 0        |         0 ± 0         |  0.1033 ± 0.007365   | 0 ± 0  | 0 ± 0  |  0.000996 ± 0.0002235  |
| Bin10  |  0.08453 ± 0.006473  |      0 ± 0.00225      |         0 ± 0         |       0 ± 0        |         0 ± 0         |  0.08453 ± 0.006853  | 0 ± 0  | 0 ± 0  | 0.0006312 ± 9.344e-05  |
| Bin11  |  0.04798 ± 0.004868  |         0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         |  0.04798 ± 0.004868  | 0 ± 0  | 0 ± 0  | 0.0004579 ± 7.729e-05  |
| Bin12  |  0.03585 ± 0.004183  |         0 ± 0         |         0 ± 0         |       0 ± 0        |   0.03647 ± 0.03527   |  0.07232 ± 0.03551   | 0 ± 0  | 0 ± 0  | 0.0003342 ± 6.665e-05  |
| Bin13  |  0.0315 ± 0.003963   |         0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         |  0.0315 ± 0.003963   | 0 ± 0  | 0 ± 0  |   0.04272 ± 0.04245    |
| Bin14  |  0.01817 ± 0.002973  |         0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         |  0.01817 ± 0.002973  | 0 ± 0  | 0 ± 0  | 0.0003155 ± 0.0001275  |
| Bin15  |  0.01646 ± 0.002824  |         0 ± 0         |         0 ± 0         |       0 ± 0        |  -0.00122 ± 0.00122   |  0.01524 ± 0.003076  | 0 ± 0  | 0 ± 0  | 0.0002228 ± 5.251e-05  |
| Bin16  |  0.01882 ± 0.003074  |         0 ± 0         |         0 ± 0         |       0 ± 0        |   0.00122 ± 0.00122   |  0.02004 ± 0.003308  | 0 ± 0  | 0 ± 0  | 0.0004577 ± 0.0001742  |
| Bin17  |  0.01019 ± 0.002237  |         0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         |  0.01019 ± 0.002237  | 0 ± 0  | 0 ± 0  | 9.901e-05 ± 3.914e-05  |
| Bin18  | 0.007943 ± 0.001884  |         0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         | 0.007943 ± 0.001884  | 0 ± 0  | 0 ± 0  | 0.0001238 ± 3.914e-05  |
| Bin19  | 0.009614 ± 0.002186  |         0 ± 0         |         0 ± 0         | 0.02693 ± 0.02693  |         0 ± 0         |  0.03654 ± 0.02702   | 0 ± 0  | 0 ± 0  | 6.188e-05 ± 2.767e-05  |
| Bin20  | 0.008327 ± 0.002047  |         0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         | 0.008327 ± 0.002047  | 0 ± 0  | 0 ± 0  | 6.188e-05 ± 2.767e-05  |
| Bin21  |  0.1023 ± 0.007097   |         0 ± 0         |         0 ± 0         | 0.05386 ± 0.03808  |   0.03525 ± 0.03529   |   0.1914 ± 0.0524    | 0 ± 0  | 0 ± 0  | 0.0008414 ± 0.0001882  |
+--------+----------------------+-----------------------+-----------------------+--------------------+-----------------------+----------------------+--------+--------+------------------------+
