+--------+------------------------+-----------------------+-----------------------+--------------------+----------------------+------------------------+--------+--------+------------------------+
| Bin#   |           ZZ           |          ttZ          |         Higgs         |         WZ         |        Other         |         Total          |  data  | Ratio  |          WWZ           |
|--------+------------------------+-----------------------+-----------------------+--------------------+----------------------+------------------------+--------+--------+------------------------+
| Bin0   |         0 ± 0          |         0 ± 0         |         0 ± 0         |       0 ± 0        |        0 ± 0         |         0 ± 0          | 0 ± 0  | 0 ± 0  |         0 ± 0          |
| Bin1   |     38.9 ± 0.1379      |   0.06046 ± 0.01493   |    -0.0853 ± 0.16     |    0 ± 0.03808     |  0.00122 ± 0.003228  |     38.88 ± 0.2152     | 0 ± 0  | 0 ± 0  |    0.3972 ± 0.09496    |
| Bin2   |     33.74 ± 0.1286     |   0.07319 ± 0.01476   |     0.389 ± 0.226     | 0.08078 ± 0.07124  |     0 ± 0.00244      |      34.28 ± 0.27      | 0 ± 0  | 0 ± 0  |    0.3345 ± 0.08494    |
| Bin3   |     27.21 ± 0.1155     |   0.07638 ± 0.01476   |   0.09213 ± 0.09264   |  0.0661 ± 0.07274  |  0.07049 ± 0.04999   |     27.52 ± 0.173      | 0 ± 0  | 0 ± 0  |    0.2439 ± 0.06008    |
| Bin4   |     20.6 ± 0.1004      |   0.05615 ± 0.01483   |   0.09897 ± 0.09239   | 0.02693 ± 0.02693  |  0.07415 ± 0.04998   |     20.85 ± 0.1485     | 0 ± 0  | 0 ± 0  |     0.4175 ± 0.104     |
| Bin5   |    15.23 ± 0.08637     |   0.05251 ± 0.01322   |    0.1843 ± 0.1303    |  0.1346 ± 0.06021  | 0.007321 ± 0.005457  |     15.61 ± 0.1681     | 0 ± 0  | 0 ± 0  |    0.3857 ± 0.09496    |
| Bin6   |    10.55 ± 0.07176     |   0.06365 ± 0.01458   |  -0.09213 ± 0.09213   | 0.08078 ± 0.06021  |   0.04501 ± 0.0355   |     10.65 ± 0.1369     | 0 ± 0  | 0 ± 0  |    0.5592 ± 0.1274     |
| Bin7   |    7.258 ± 0.05962     |   0.05887 ± 0.01432   |   0.01367 ± 0.01367   |       0 ± 0        |  0.04013 ± 0.03558   |     7.371 ± 0.0722     | 0 ± 0  | 0 ± 0  |    0.4772 ± 0.1123     |
| Bin8   |     4.701 ± 0.0479     |   0.06365 ± 0.01423   |         0 ± 0         | 0.02693 ± 0.02693  |  0.07756 ± 0.05007   |    4.869 ± 0.07569     | 0 ± 0  | 0 ± 0  |    0.3345 ± 0.08494    |
| Bin9   |    2.943 ± 0.03788     |   0.05887 ± 0.01484   |   0.02051 ± 0.01184   | 0.02693 ± 0.02693  | 0.008541 ± 0.003228  |    3.057 ± 0.05031     | 0 ± 0  | 0 ± 0  |    0.3545 ± 0.09495    |
| Bin10  |    1.852 ± 0.03004     |   0.04933 ± 0.01378   |   0.09897 ± 0.09239   | 0.05386 ± 0.03808  |  0.00244 ± 0.002989  |     2.057 ± 0.1053     | 0 ± 0  | 0 ± 0  |    0.2315 ± 0.07355    |
| Bin11  |    1.118 ± 0.02336     |   0.06842 ± 0.0145    |  0.01367 ± 0.009668   | 0.05386 ± 0.05386  |  0.03403 ± 0.03531   |    1.288 ± 0.07068     | 0 ± 0  | 0 ± 0  |    0.2457 ± 0.08492    |
| Bin12  |    0.6981 ± 0.01837    |   0.06524 ± 0.01222   | -0.006836 ± 0.006836  |       0 ± 0        |  0.00244 ± 0.00244   |    0.7589 ± 0.02323    | 0 ± 0  | 0 ± 0  |    0.0457 ± 0.06005    |
| Bin13  |    0.4407 ± 0.01462    |   0.02705 ± 0.01158   |  0.01367 ± 0.009668   | 0.05386 ± 0.03808  |  0.03647 ± 0.03531   |    0.5718 ± 0.05602    | 0 ± 0  | 0 ± 0  |    0.1086 ± 0.06004    |
| Bin14  |    0.2776 ± 0.01165    |   0.02387 ± 0.01043   |  0.006836 ± 0.006836  |   0.147 ± 0.123    |  0.00244 ± 0.00244   |    0.4578 ± 0.1242     | 0 ± 0  | 0 ± 0  |    0.2268 ± 0.09493    |
| Bin15  |   0.1765 ± 0.009307    |  0.02705 ± 0.008268   |         0 ± 0         |       0 ± 0        |  0.00122 ± 0.00122   |    0.2047 ± 0.01251    | 0 ± 0  | 0 ± 0  |    0.1773 ± 0.08491    |
| Bin16  |    0.1095 ± 0.0073     |  0.01432 ± 0.006936   |  0.006836 ± 0.006836  |       0 ± 0        |        0 ± 0         |    0.1307 ± 0.01217    | 0 ± 0  | 0 ± 0  |   0.04594 ± 0.04245    |
| Bin17  |   0.07169 ± 0.005882   |  0.01432 ± 0.004773   |         0 ± 0         |       0 ± 0        |        0 ± 0         |   0.08601 ± 0.007575   | 0 ± 0  | 0 ± 0  |   0.04478 ± 0.04245    |
| Bin18  |   0.05262 ± 0.005095   |  0.01114 ± 0.005277   |  0.006836 ± 0.006836  |       0 ± 0        |        0 ± 0         |    0.0706 ± 0.01003    | 0 ± 0  | 0 ± 0  |  0.0009714 ± 0.000158  |
| Bin19  |   0.03616 ± 0.004236   |  0.003182 ± 0.003898  |         0 ± 0         |       0 ± 0        |        0 ± 0         |   0.03934 ± 0.005756   | 0 ± 0  | 0 ± 0  | 0.0008042 ± 0.0001869  |
