+--------+------------------+----------------------+---------------------+---------------------+------------------------+------------------+--------------+-------------------+------------------------+
| Bin#   |        ZZ        |         ttZ          |        Higgs        |         WZ          |         Other          |      Total       |     data     |       Ratio       |          WWZ           |
|--------+------------------+----------------------+---------------------+---------------------+------------------------+------------------+--------------+-------------------+------------------------+
| Bin0   |      0 ± 0       |        0 ± 0         |        0 ± 0        |        0 ± 0        |         0 ± 0          |      0 ± 0       |    0 ± 0     |       0 ± 0       |         0 ± 0          |
| Bin1   |      0 ± 0       |        0 ± 0         |        0 ± 0        |        0 ± 0        |         0 ± 0          |      0 ± 0       |    0 ± 0     |       0 ± 0       |         0 ± 0          |
| Bin2   |      0 ± 0       |        0 ± 0         |        0 ± 0        |        0 ± 0        |         0 ± 0          |      0 ± 0       |    0 ± 0     |       0 ± 0       |         0 ± 0          |
| Bin3   |      0 ± 0       |        0 ± 0         |        0 ± 0        |        0 ± 0        |         0 ± 0          |      0 ± 0       |    0 ± 0     |       0 ± 0       |         0 ± 0          |
| Bin4   | 16.51 ± 0.09531  | 0.001567 ± 0.001567  |   0.102 ± 0.09596   |        0 ± 0        |   0.00122 ± 0.00122    |  16.61 ± 0.1353  |  13 ± 3.606  |  0.7826 ± 0.2172  | 0.0005726 ± 0.0001158  |
| Bin5   |  60.26 ± 0.1832  |  0.0133 ± 0.005597   |  0.09854 ± 0.1561   |  0.07884 ± 0.04643  |  -0.002807 ± 0.001985  |  60.44 ± 0.2452  |  61 ± 7.81   |  1.009 ± 0.1293   |  0.002473 ± 0.0002711  |
| Bin6   |  145.3 ± 0.2863  |  0.0257 ± 0.008444   |  0.09597 ± 0.1656   |  0.01114 ± 0.05192  |  0.003055 ± 0.003395   |  145.4 ± 0.3349  | 141 ± 11.87  |  0.9697 ± 0.0817  |    0.0484 ± 0.04393    |
| Bin7   |   304 ± 0.4167   |  0.04379 ± 0.009692  |   0.6488 ± 0.2793   | -0.01334 ± 0.07549  |   0.07546 ± 0.05132    |   304.8 ± 0.51   | 303 ± 17.41  | 0.9941 ± 0.05714  |   0.09791 ± 0.08643    |
| Bin8   |  289.3 ± 0.4077  |  0.03052 ± 0.01237   |   0.6719 ± 0.2829   | -0.04086 ± 0.04086  |   0.007684 ± 0.00628   |  289.9 ± 0.4981  | 278 ± 16.67  | 0.9589 ± 0.05753  |     0.14 ± 0.07525     |
| Bin9   |  225.9 ± 0.3601  |  0.05491 ± 0.01108   |   0.1813 ± 0.2265   |  0.04052 ± 0.03016  |   0.00503 ± 0.005807   |  226.2 ± 0.4266  | 197 ± 14.04  | 0.8711 ± 0.06208  |    0.1835 ± 0.08773    |
| Bin10  |  168.2 ± 0.3102  |  0.03414 ± 0.01131   |   0.2866 ± 0.1584   |  0.01892 ± 0.03381  |   0.05649 ± 0.04647    |  168.6 ± 0.3532  | 172 ± 13.11  |  1.02 ± 0.07783   |   0.09087 ± 0.06004    |
| Bin11  |  123.7 ± 0.2656  |  0.03842 ± 0.01074   | -0.006406 ± 0.1349  |  0.05386 ± 0.03808  |  0.004459 ± 0.004175   |  123.8 ± 0.3006  | 103 ± 10.15  | 0.8318 ± 0.08198  |   0.04734 ± 0.04245    |
| Bin12  |  90.89 ± 0.2274  |  0.01825 ± 0.008552  |   0.1046 ± 0.1642   |   0.0108 ± 0.0108   |  0.003844 ± 0.002981   |  91.02 ± 0.2808  |  89 ± 9.434  |  0.9778 ± 0.1037  |   0.04839 ± 0.04393    |
| Bin13  |  67.19 ± 0.1953  |  0.01274 ± 0.009616  | -0.09576 ± 0.09576  |     0 ± 0.01922     | -0.0002827 ± 0.002557  |  67.1 ± 0.2186   |  73 ± 8.544  |  1.088 ± 0.1274   |  0.002926 ± 0.0002623  |
| Bin14  |  50.36 ± 0.1692  |  0.02955 ± 0.008782  |  -0.01043 ± 0.1799  |   0.0108 ± 0.0108   |  0.003311 ± 0.003639   |  50.4 ± 0.2474   |  53 ± 7.28   |  1.052 ± 0.1445   |   0.04693 ± 0.04393    |
| Bin15  |  38.26 ± 0.1474  |  0.02172 ± 0.008584  |  0.09576 ± 0.09576  |        0 ± 0        |  0.003959 ± 0.002871   |  38.38 ± 0.176   |  31 ± 5.568  |  0.8077 ± 0.1451  |   0.08898 ± 0.06175    |
| Bin16  |  29.28 ± 0.1289  |  0.02671 ± 0.007606  |  0.08563 ± 0.08563  |        0 ± 0        |   0.00244 ± 0.00263    |   29.4 ± 0.155   |  32 ± 5.657  |  1.089 ± 0.1925   |   -0.04235 ± 0.04393   |
| Bin17  |  22.54 ± 0.1131  | 0.004435 ± 0.004723  |        0 ± 0        |        0 ± 0        |   -0.00122 ± 0.00122   |  22.55 ± 0.1132  |  28 ± 5.292  |  1.242 ± 0.2348   |  0.001113 ± 0.0002052  |
| Bin18  |  17.6 ± 0.1001   |  0.02055 ± 0.006134  |  0.09213 ± 0.09213  |        0 ± 0        |  0.002589 ± 0.001837   |  17.72 ± 0.1362  |  19 ± 4.359  |  1.072 ± 0.2462   |   0.04344 ± 0.04245    |
