+--------+---------------------+----------------------+-----------------------+---------------------+----------------------+---------------------+--------------+------------------+------------------------+
| Bin#   |         ZZ          |         ttZ          |         Higgs         |         WZ          |        Other         |        Total        |     data     |      Ratio       |          WWZ           |
|--------+---------------------+----------------------+-----------------------+---------------------+----------------------+---------------------+--------------+------------------+------------------------+
| Bin0   |        0 ± 0        |        0 ± 0         |         0 ± 0         |        0 ± 0        |        0 ± 0         |        0 ± 0        |    0 ± 0     |      0 ± 0       |         0 ± 0          |
| Bin1   |   31.31 ± 0.1238    | 0.001591 ± 0.001591  |  -0.09213 ± 0.09213   |        0 ± 0        |        0 ± 0         |   31.22 ± 0.1543    |  19 ± 4.359  | 0.6086 ± 0.1397  | 0.0002475 ± 5.535e-05  |
| Bin2   |     79 ± 0.1966     | 0.004773 ± 0.002756  |         0 ± 0         |        0 ± 0        |  -0.00122 ± 0.00122  |   79.01 ± 0.1967    |  68 ± 8.246  | 0.8607 ± 0.1044  | 0.0009158 ± 0.0001065  |
| Bin3   |   98.56 ± 0.2195    | 0.003182 ± 0.003182  |   0.09213 ± 0.1596    |        0 ± 0        |  -0.00122 ± 0.00122  |   98.65 ± 0.2714    | 101 ± 10.05  |  1.024 ± 0.1019  |  0.001336 ± 0.000203   |
| Bin4   |   93.44 ± 0.2138    | 0.003182 ± 0.003898  |    0.1843 ± 0.1303    |     0 ± 0.03808     |  0.004881 ± 0.00244  |   93.63 ± 0.2533    |  96 ± 9.798  |  1.025 ± 0.1047  |  0.001324 ± 0.0001304  |
| Bin5   |   74.43 ± 0.1907    |     0 ± 0.003182     |    0.1843 ± 0.1303    |  0.05386 ± 0.03808  |  0.00244 ± 0.001726  |   74.67 ± 0.2341    |  85 ± 9.22   |  1.138 ± 0.1235  |   0.04435 ± 0.04245    |
| Bin6   |   53.89 ± 0.1623    |  0.006365 ± 0.0045   |   0.09213 ± 0.09213   |        0 ± 0        |     0 ± 0.00244      |   53.99 ± 0.1867    |  61 ± 7.81   |  1.13 ± 0.1447   |  0.001695 ± 0.0002151  |
| Bin7   |   35.38 ± 0.1315    | 0.004773 ± 0.002756  |  -0.09213 ± 0.09213   |  0.02693 ± 0.02693  |     0 ± 0.001726     |   35.32 ± 0.1628    |    36 ± 6    |  1.019 ± 0.1699  |   0.04422 ± 0.04245    |
| Bin8   |   21.96 ± 0.1035    | 0.009547 ± 0.005512  |   0.0853 ± 0.09239    | -0.05386 ± 0.03808  |  0.03525 ± 0.03537   |   22.03 ± 0.1483    |  31 ± 5.568  |  1.407 ± 0.2529  |   -0.04099 ± 0.04245   |
| Bin9   |   12.94 ± 0.07945   | 0.009547 ± 0.005512  |   0.09213 ± 0.09213   |        0 ± 0        |  0.00122 ± 0.002113  |   13.05 ± 0.1218    |  12 ± 3.464  | 0.9197 ± 0.2656  |   0.04383 ± 0.04245    |
| Bin10  |   7.381 ± 0.06001   | 0.001591 ± 0.003558  |         0 ± 0         |        0 ± 0        |  0.004881 ± 0.00244  |   7.387 ± 0.06016   |  8 ± 2.828   |  1.083 ± 0.383   |   0.001417 ± 0.06004   |
| Bin11  |   4.128 ± 0.04495   |  0.01114 ± 0.004773  |         0 ± 0         |        0 ± 0        |        0 ± 0         |   4.139 ± 0.0452    |    1 ± 1     | 0.2416 ± 0.2416  |  0.001138 ± 0.0002543  |
| Bin12  |   2.157 ± 0.03252   |  0.009547 ± 0.0045   |         0 ± 0         |  0.02693 ± 0.02693  | 0.003661 ± 0.002728  |   2.197 ± 0.04255   |    4 ± 2     |  1.82 ± 0.9109   |    0.0434 ± 0.04245    |
| Bin13  |   1.145 ± 0.02364   |     0 ± 0.003898     |         0 ± 0         |        0 ± 0        |  0.00122 ± 0.00122   |   1.146 ± 0.02399   |  2 ± 1.414   |  1.745 ± 1.234   | 0.0003589 ± 6.891e-05  |
| Bin14  |  0.6148 ± 0.01737   | 0.009547 ± 0.005032  |         0 ± 0         |        0 ± 0        |        0 ± 0         |  0.6243 ± 0.01808   |    1 ± 1     |  1.602 ± 1.602   |   0.04287 ± 0.04245    |
| Bin15  |  0.3313 ± 0.01273   | 0.004773 ± 0.004773  | -0.006836 ± 0.006836  |        0 ± 0        |     0 ± 0.001726     |  0.3293 ± 0.01532   |    0 ± 0     |      0 ± 0       | 0.0004269 ± 0.0001328  |
| Bin16  |  0.1587 ± 0.008876  |  0.006365 ± 0.0045   |         0 ± 0         |        0 ± 0        | -0.00244 ± 0.001726  |   0.1626 ± 0.0101   |    1 ± 1     |   6.15 ± 6.161   | 0.0003155 ± 0.0001275  |
| Bin17  | 0.07816 ± 0.006203  | 0.004773 ± 0.003558  |         0 ± 0         |        0 ± 0        |        0 ± 0         | 0.08293 ± 0.007151  |    1 ± 1     |   12.06 ± 12.1   | 0.0003402 ± 0.0001287  |
| Bin18  | 0.03649 ± 0.004244  |  0.004773 ± 0.00421  |         0 ± 0         |        0 ± 0        |        0 ± 0         | 0.04126 ± 0.005978  |    1 ± 1     |  24.24 ± 24.49   | 0.0003155 ± 0.0001275  |
| Bin19  |  0.02227 ± 0.00336  | 0.001591 ± 0.003558  |         0 ± 0         |        0 ± 0        |        0 ± 0         | 0.02386 ± 0.004894  |    0 ± 0     |      0 ± 0       | 8.663e-05 ± 3.713e-05  |
