+--------+----------------------+----------------------+-----------------------+--------------------+----------------------+---------------------+--------+--------+------------------------+
| Bin#   |          ZZ          |         ttZ          |         Higgs         |         WZ         |        Other         |        Total        |  data  | Ratio  |          WWZ           |
|--------+----------------------+----------------------+-----------------------+--------------------+----------------------+---------------------+--------+--------+------------------------+
| Bin0   |        0 ± 0         |        0 ± 0         |         0 ± 0         |       0 ± 0        |        0 ± 0         |        0 ± 0        | 0 ± 0  | 0 ± 0  |         0 ± 0          |
| Bin1   | 0.004689 ± 0.001565  | 0.006365 ± 0.003898  |         0 ± 0         |       0 ± 0        |        0 ± 0         |  0.01105 ± 0.0042   | 0 ± 0  | 0 ± 0  | 0.0005074 ± 8.116e-05  |
| Bin2   | 0.007613 ± 0.001955  |  0.01273 ± 0.005954  |         0 ± 0         | 0.02693 ± 0.02693  |     0 ± 0.001726     |  0.04727 ± 0.0277   | 0 ± 0  | 0 ± 0  |    0.0509 ± 0.04246    |
| Bin3   |  0.01793 ± 0.003044  |  0.03229 ± 0.008978  |         0 ± 0         | 0.05386 ± 0.03808  |  0.03525 ± 0.03525   |  0.1393 ± 0.05275   | 0 ± 0  | 0 ± 0  |    0.1996 ± 0.08491    |
| Bin4   |  0.03812 ± 0.004427  |  0.02546 ± 0.008715  |         0 ± 0         | 0.05386 ± 0.03808  |  0.00122 ± 0.00122   |  0.1187 ± 0.03934   | 0 ± 0  | 0 ± 0  |    0.1475 ± 0.06005    |
| Bin5   |  0.05766 ± 0.005453  |  0.02546 ± 0.01006   |         0 ± 0         |  0.1077 ± 0.05386  | 0.003661 ± 0.002113  |   0.1945 ± 0.0551   | 0 ± 0  | 0 ± 0  |    0.129 ± 0.04248     |
| Bin6   |  0.06758 ± 0.005928  |  0.03978 ± 0.01243   |  0.006836 ± 0.006836  | 0.05386 ± 0.05386  | 0.005851 ± 0.003499  |  0.1739 ± 0.05612   | 0 ± 0  | 0 ± 0  |    0.1792 ± 0.06006    |
| Bin7   |  0.06674 ± 0.005853  |  0.03819 ± 0.01253   | -0.006836 ± 0.006836  | 0.02693 ± 0.02693  |  0.00122 ± 0.003228  |   0.1262 ± 0.0312   | 0 ± 0  | 0 ± 0  |    0.3143 ± 0.09494    |
| Bin8   |  0.06878 ± 0.005941  |  0.05251 ± 0.01322   |  0.006836 ± 0.006836  |    0 ± 0.03808     | -0.00122 ± 0.002113  |  0.1269 ± 0.04137   | 0 ± 0  | 0 ± 0  |    0.2252 ± 0.07355    |
| Bin9   |    0.0695 ± 0.006    |  0.04773 ± 0.01232   |  0.006836 ± 0.006836  |    0 ± 0.03808     |  0.04379 ± 0.03544   |  0.1679 ± 0.05423   | 0 ± 0  | 0 ± 0  |    0.09293 ± 0.0017    |
| Bin10  |   0.0585 ± 0.00547   |  0.03501 ± 0.01055   |  0.01367 ± 0.009668   |    0.12 ± 0.12     |  0.04623 ± 0.03544   |   0.2734 ± 0.1261   | 0 ± 0  | 0 ± 0  |    0.3351 ± 0.1201     |
| Bin11  |  0.05408 ± 0.005239  |   0.06842 ± 0.0145   |  0.006836 ± 0.01184   | 0.05386 ± 0.03808  | -0.00122 ± 0.002728  |   0.182 ± 0.04284   | 0 ± 0  | 0 ± 0  |    0.1955 ± 0.07354    |
| Bin12  |  0.04142 ± 0.00461   |   0.0541 ± 0.01312   |  0.006836 ± 0.006836  |    0 ± 0.03808     | 0.003661 ± 0.003228  |   0.106 ± 0.04124   | 0 ± 0  | 0 ± 0  |    0.1887 ± 0.07354    |
| Bin13  |  0.04734 ± 0.004933  |  0.05728 ± 0.01253   |  0.006836 ± 0.006836  |    0 ± 0.03808     |  0.00097 ± 0.003499  |  0.1124 ± 0.04112   | 0 ± 0  | 0 ± 0  |   0.09391 ± 0.04247    |
| Bin14  |  0.03223 ± 0.004056  |   0.0366 ± 0.01158   |         0 ± 0         |       0 ± 0        |  0.00244 ± 0.00244   |  0.07127 ± 0.01251  | 0 ± 0  | 0 ± 0  |   0.04014 ± 0.001215   |
| Bin15  |  0.03389 ± 0.004161  |  0.04614 ± 0.01136   |  0.006836 ± 0.01184   | 0.02693 ± 0.02693  |  -0.00244 ± 0.00244  |   0.1114 ± 0.0319   | 0 ± 0  | 0 ± 0  |   0.07794 ± 0.04247    |
| Bin16  |  0.02228 ± 0.00336   |  0.03978 ± 0.01201   |         0 ± 0         |    0.12 ± 0.12     |  0.00122 ± 0.00122   |   0.1833 ± 0.1207   | 0 ± 0  | 0 ± 0  |   -0.01282 ± 0.04247   |
| Bin17  |  0.01934 ± 0.003167  |  0.02068 ± 0.009937  |         0 ± 0         |       0 ± 0        |  0.03525 ± 0.03525   |  0.07527 ± 0.03676  | 0 ± 0  | 0 ± 0  |    0.0658 ± 0.04246    |
| Bin18  |  0.01631 ± 0.002872  |  0.02387 ± 0.009679  |  0.006836 ± 0.006836  | 0.02693 ± 0.02693  |  0.00122 ± 0.00122   |  0.07516 ± 0.02958  | 0 ± 0  | 0 ± 0  |    0.103 ± 0.06004     |
| Bin19  |  0.0118 ± 0.002474   | -0.003182 ± 0.00842  |         0 ± 0         |       0 ± 0        |  -0.00122 ± 0.00122  | 0.007399 ± 0.00886  | 0 ± 0  | 0 ± 0  |   0.05842 ± 0.04246    |
