+--------+---------------------+----------------------+-----------------------+---------------------+----------------------+--------------------+--------+--------+----------------------+
| Bin#   |         ZZ          |         ttZ          |         Higgs         |         WZ          |        Other         |       Total        |  data  | Ratio  |         WWZ          |
|--------+---------------------+----------------------+-----------------------+---------------------+----------------------+--------------------+--------+--------+----------------------+
| Bin0   |        0 ± 0        |        0 ± 0         |         0 ± 0         |        0 ± 0        |        0 ± 0         |       0 ± 0        | 0 ± 0  | 0 ± 0  |        0 ± 0         |
| Bin1   |   9.649 ± 0.06874   |  0.001591 ± 0.00421  |         0 ± 0         |        0 ± 0        | -0.00244 ± 0.001726  |  9.648 ± 0.06889   | 0 ± 0  | 0 ± 0  | 0.02159 ± 0.0007731  |
| Bin2   |   24.64 ± 0.1099    |  0.03388 ± 0.01017   |   0.09897 ± 0.1597    |  0.08078 ± 0.04664  |  0.00122 ± 0.002113  |   24.85 ± 0.1997   | 0 ± 0  | 0 ± 0  |  0.06461 ± 0.001406  |
| Bin3   |   30.97 ± 0.1231    |  0.0175 ± 0.009937   |         0 ± 0         |  0.05386 ± 0.05386  |  0.03647 ± 0.03531   |   31.08 ± 0.1393   | 0 ± 0  | 0 ± 0  |   0.1855 ± 0.06006   |
| Bin4   |   29.56 ± 0.1203    |   0.0366 ± 0.01043   |    0.2764 ± 0.1596    |  0.09302 ± 0.05582  |  0.04013 ± 0.03541   |   30.01 ± 0.2107   | 0 ± 0  | 0 ± 0  |   0.1703 ± 0.0425    |
| Bin5   |    23.85 ± 0.108    |  0.04455 ± 0.01031   |  -0.09213 ± 0.09213   | -0.02693 ± 0.02693  |  0.03647 ± 0.03544   |   23.82 ± 0.1491   | 0 ± 0  | 0 ± 0  |    0.4014 ± 0.104    |
| Bin6   |    17.32 ± 0.092    |  0.04455 ± 0.01102   |  0.01367 ± 0.009668   |     0 ± 0.03808     |  0.07171 ± 0.04998   |   17.45 ± 0.1124   | 0 ± 0  | 0 ± 0  |   0.2821 ± 0.07356   |
| Bin7   |   11.68 ± 0.07557   |  0.03819 ± 0.01253   |    0.1058 ± 0.1599    |  0.05386 ± 0.03808  |  0.04354 ± 0.03546   |   11.92 ± 0.1848   | 0 ± 0  | 0 ± 0  |   0.2813 ± 0.07356   |
| Bin8   |   7.409 ± 0.06014   |  0.03978 ± 0.01158   |    0.1843 ± 0.1303    |  0.05386 ± 0.03808  |  0.04013 ± 0.03541   |   7.727 ± 0.1531   | 0 ± 0  | 0 ± 0  |   0.2743 ± 0.07356   |
| Bin9   |   4.561 ± 0.04725   |  0.05887 ± 0.01201   |   -0.0853 ± 0.09239   |  0.05386 ± 0.05386  | 0.007321 ± 0.004881  |   4.596 ± 0.1176   | 0 ± 0  | 0 ± 0  |   0.3021 ± 0.08493   |
| Bin10  |   2.652 ± 0.03607   |  0.07478 ± 0.01484   |   0.09213 ± 0.09264   |  0.02693 ± 0.04664  |  0.04257 ± 0.03546   |   2.888 ± 0.1163   | 0 ± 0  | 0 ± 0  |   0.1563 ± 0.0425    |
| Bin11  |   1.527 ± 0.02736   |  0.02705 ± 0.01201   |  0.006836 ± 0.006836  |  0.05386 ± 0.03808  |  0.00244 ± 0.00244   |  1.617 ± 0.04895   | 0 ± 0  | 0 ± 0  |   0.3132 ± 0.09494   |
| Bin12  |  0.8744 ± 0.02073   |  0.05887 ± 0.01341   |   0.1126 ± 0.09339    |  0.05386 ± 0.03808  |  0.004881 ± 0.00244  |   1.105 ± 0.1039   | 0 ± 0  | 0 ± 0  |   0.2543 ± 0.08492   |
| Bin13  |   0.501 ± 0.01573   |  0.04455 ± 0.01079   |         0 ± 0         |  0.05386 ± 0.03808  | -0.00122 ± 0.003228  |  0.5982 ± 0.04271  | 0 ± 0  | 0 ± 0  |   0.1536 ± 0.06006   |
| Bin14  |  0.2742 ± 0.01172   |  0.04137 ± 0.01169   |  0.006836 ± 0.006836  |        0 ± 0        |  0.04013 ± 0.03537   |  0.3625 ± 0.03965  | 0 ± 0  | 0 ± 0  |   0.2296 ± 0.08492   |
| Bin15  |  0.1678 ± 0.009116  |  0.04455 ± 0.01253   |   0.02735 ± 0.01367   |     0 ± 0.03808     |  0.03037 ± 0.03537   |   0.27 ± 0.05593   | 0 ± 0  | 0 ± 0  |   0.2173 ± 0.08492   |
| Bin16  | 0.09932 ± 0.007087  |  0.03341 ± 0.01043   |         0 ± 0         |  0.02693 ± 0.02693  |  0.00122 ± 0.002113  |  0.1609 ± 0.02981  | 0 ± 0  | 0 ± 0  |   0.2507 ± 0.09493   |
| Bin17  | 0.07155 ± 0.006023  |  0.03501 ± 0.01147   | -0.006836 ± 0.006836  |     0.12 ± 0.12     |  0.00122 ± 0.00122   |   0.221 ± 0.1209   | 0 ± 0  | 0 ± 0  |  0.03308 ± 0.06005   |
| Bin18  | 0.04215 ± 0.004612  |  0.03182 ± 0.008715  |         0 ± 0         |        0 ± 0        |  0.00244 ± 0.00244   | 0.07641 ± 0.01016  | 0 ± 0  | 0 ± 0  |  0.07158 ± 0.04247   |
| Bin19  | 0.03398 ± 0.004195  |  0.01909 ± 0.009809  | -0.006836 ± 0.006836  |  0.02693 ± 0.02693  |        0 ± 0         | 0.07317 ± 0.02976  | 0 ± 0  | 0 ± 0  |   0.1089 ± 0.06005   |
