+--------+----------------------+----------------------+-----------------------+---------------------+----------------------+----------------------+--------+---------+---------------------+
| Bin#   |          ZZ          |         ttZ          |         Higgs         |         WZ          |        Other         |        Total         |  data  |  Ratio  |         WWZ         |
|--------+----------------------+----------------------+-----------------------+---------------------+----------------------+----------------------+--------+---------+---------------------+
| Bin0   |        0 ± 0         |        0 ± 0         |         0 ± 0         |        0 ± 0        |        0 ± 0         |        0 ± 0         | 0 ± 0  |  0 ± 0  |        0 ± 0        |
| Bin1   |  0.02031 ± 0.003241  | 0.001591 ± 0.001591  |         0 ± 0         | -0.02693 ± 0.02693  |        0 ± 0         | -0.005024 ± 0.02717  | 0 ± 0  | -0 ± 0  | 0.0104 ± 0.0005861  |
| Bin2   |  0.0573 ± 0.005442   |  0.01591 ± 0.006751  |         0 ± 0         |  0.02693 ± 0.02693  |        0 ± 0         |   0.1001 ± 0.02829   | 0 ± 0  |  0 ± 0  |  0.07436 ± 0.04246  |
| Bin3   |  0.06808 ± 0.005928  | 0.007956 ± 0.008268  |         0 ± 0         |  0.1077 ± 0.05386   |     0 ± 0.001726     |   0.1838 ± 0.05483   | 0 ± 0  |  0 ± 0  |   0.137 ± 0.06005   |
| Bin4   |  0.07744 ± 0.006311  |  0.03388 ± 0.009391  |         0 ± 0         |   0.09312 ± 0.123   |  0.03647 ± 0.03531   |   0.2409 ± 0.1285    | 0 ± 0  |  0 ± 0  |  0.1594 ± 0.06005   |
| Bin5   |  0.0576 ± 0.005481   |   0.0366 ± 0.01114   |         0 ± 0         | -0.02693 ± 0.02693  |  0.00244 ± 0.002989  |   0.06971 ± 0.0298   | 0 ± 0  |  0 ± 0  |  0.2172 ± 0.09494   |
| Bin6   |  0.05608 ± 0.005361  |  0.04296 ± 0.01114   |         0 ± 0         |  0.05386 ± 0.03808  |  0.00122 ± 0.003228  |   0.1541 ± 0.04017   | 0 ± 0  |  0 ± 0  |  0.2731 ± 0.08492   |
| Bin7   |  0.06507 ± 0.005771  |  0.05569 ± 0.01341   | -0.006836 ± 0.006836  |  0.08078 ± 0.04664  | 0.008541 ± 0.003661  |   0.2032 ± 0.04948   | 0 ± 0  |  0 ± 0  |  0.3129 ± 0.09494   |
| Bin8   |  0.05405 ± 0.005283  |  0.05251 ± 0.01283   |   0.02051 ± 0.01184   |  0.05386 ± 0.05386  | 0.003661 ± 0.002728  |   0.1846 ± 0.05693   | 0 ± 0  |  0 ± 0  |  0.2236 ± 0.07355   |
| Bin9   |  0.04913 ± 0.005028  |  0.06205 ± 0.01396   |         0 ± 0         |  0.02693 ± 0.02693  |  0.07171 ± 0.04989   |   0.2098 ± 0.0586    | 0 ± 0  |  0 ± 0  |  0.1711 ± 0.06006   |
| Bin10  |  0.04126 ± 0.004598  |  0.05092 ± 0.01293   |   0.01367 ± 0.01367   |  0.05386 ± 0.03808  | 0.006101 ± 0.002728  |   0.1658 ± 0.04281   | 0 ± 0  |  0 ± 0  |  0.1156 ± 0.04248   |
| Bin11  |  0.04096 ± 0.004574  |   0.0541 ± 0.01253   |         0 ± 0         |        0 ± 0        |  0.03647 ± 0.03535   |   0.1315 ± 0.03778   | 0 ± 0  |  0 ± 0  |  0.1012 ± 0.04247   |
| Bin12  |  0.02624 ± 0.003612  |  0.03501 ± 0.01232   |         0 ± 0         |  0.05386 ± 0.03808  |  0.00097 ± 0.003044  |   0.1161 ± 0.0403    | 0 ± 0  |  0 ± 0  |   0.137 ± 0.06005   |
| Bin13  |  0.0269 ± 0.003702   |  0.06046 ± 0.01253   |     0 ± 0.009668      |        0 ± 0        |  0.00219 ± 0.003705  |  0.08955 ± 0.01667   | 0 ± 0  |  0 ± 0  |  0.08373 ± 0.04247  |
| Bin14  |  0.02293 ± 0.00341   |  0.03501 ± 0.01169   |         0 ± 0         |  0.02693 ± 0.02693  |  0.00122 ± 0.002113  |  0.08609 ± 0.02963   | 0 ± 0  |  0 ± 0  |  0.1203 ± 0.06005   |
| Bin15  |  0.02264 ± 0.003383  |  0.03819 ± 0.01253   |         0 ± 0         |  0.02693 ± 0.02693  | 0.004881 ± 0.003451  |  0.09264 ± 0.03009   | 0 ± 0  |  0 ± 0  |  0.07094 ± 0.04247  |
| Bin16  |  0.02127 ± 0.003303  |  0.01273 ± 0.009278  |   0.02051 ± 0.01184   |        0 ± 0        |  0.00122 ± 0.00122   |  0.05572 ± 0.01545   | 0 ± 0  |  0 ± 0  | -0.01896 ± 0.04246  |
| Bin17  |  0.0157 ± 0.002852   |   0.0366 ± 0.01067   |  0.006836 ± 0.006836  |    0.12 ± 0.1259    |  0.00122 ± 0.00122   |   0.1804 ± 0.1266    | 0 ± 0  |  0 ± 0  |  0.1054 ± 0.06004   |
| Bin18  |  0.01257 ± 0.002529  |  0.03819 ± 0.01031   |         0 ± 0         |        0 ± 0        |        0 ± 0         |  0.05076 ± 0.01062   | 0 ± 0  |  0 ± 0  |  0.05714 ± 0.04246  |
| Bin19  | 0.009995 ± 0.002251  |  0.03501 ± 0.009547  |  0.006836 ± 0.006836  |        0 ± 0        |  0.00122 ± 0.00122   |  0.05306 ± 0.01202   | 0 ± 0  |  0 ± 0  |  0.09815 ± 0.06004  |
