+--------+---------------------+----------------------+----------------------+--------------------+----------------------+---------------------+--------+--------+---------------------+
| Bin#   |         ZZ          |         ttZ          |        Higgs         |         WZ         |        Other         |        Total        |  data  | Ratio  |         WWZ         |
|--------+---------------------+----------------------+----------------------+--------------------+----------------------+---------------------+--------+--------+---------------------+
| Bin0   |        0 ± 0        |        0 ± 0         |        0 ± 0         |       0 ± 0        |        0 ± 0         |        0 ± 0        | 0 ± 0  | 0 ± 0  |        0 ± 0        |
| Bin1   |   19.77 ± 0.09902   | 0.007956 ± 0.004773  |        0 ± 0         | 0.05386 ± 0.03808  |  -0.00122 ± 0.00122  |   19.83 ± 0.1062    | 0 ± 0  | 0 ± 0  |  0.06629 ± 0.04246  |
| Bin2   |   39.36 ± 0.1392    |  0.01591 ± 0.005954  |      0 ± 0.1303      |       0 ± 0        |  0.00122 ± 0.002728  |   39.38 ± 0.1907    | 0 ± 0  | 0 ± 0  |  0.1133 ± 0.04248   |
| Bin3   |    36.76 ± 0.134    |  0.04137 ± 0.01169   |   0.1911 ± 0.1305    |       0 ± 0        |  0.03647 ± 0.03535   |   37.03 ± 0.1907    | 0 ± 0  | 0 ± 0  |  0.2388 ± 0.07355   |
| Bin4   |   27.05 ± 0.1147    |  0.03819 ± 0.01006   |  0.09213 ± 0.09213   |  0.1077 ± 0.06596  |  0.03769 ± 0.03533   |   27.32 ± 0.1654    | 0 ± 0  | 0 ± 0  |   0.1834 ± 0.0425   |
| Bin5   |   17.79 ± 0.0929    |  0.04773 ± 0.01147   | 0.006836 ± 0.006836  | 0.08078 ± 0.04664  |  0.04623 ± 0.03544   |   17.97 ± 0.1106    | 0 ± 0  | 0 ± 0  |  0.3322 ± 0.08493   |
| Bin6   |   10.78 ± 0.07236   |  0.04343 ± 0.01339   |   -0.1774 ± 0.1305   |    0 ± 0.05386     |   0.04257 ± 0.0355   |   10.69 ± 0.1631    | 0 ± 0  | 0 ± 0  |   0.4185 ± 0.104    |
| Bin7   |   6.207 ± 0.05489   |  0.04296 ± 0.01222   |   0.2764 ± 0.1596    |       0 ± 0        | 0.004881 ± 0.003859  |   6.532 ± 0.1692    | 0 ± 0  | 0 ± 0  |  0.2864 ± 0.07356   |
| Bin8   |   3.503 ± 0.04129   |  0.04137 ± 0.01191   |  -0.06479 ± 0.09314  |    0 ± 0.03808     | 0.006101 ± 0.004726  |   3.486 ± 0.1095    | 0 ± 0  | 0 ± 0  |  0.2309 ± 0.06007   |
| Bin9   |   1.956 ± 0.03083   |   0.0541 ± 0.01293   |   0.1774 ± 0.1305    | 0.09302 ± 0.06757  |    0.07634 ± 0.05    |   2.357 ± 0.1588    | 0 ± 0  | 0 ± 0  |  0.2531 ± 0.07356   |
| Bin10  |   1.105 ± 0.02324   |  0.04933 ± 0.01222   |   0.1126 ± 0.09289   | 0.08078 ± 0.04664  |  0.03159 ± 0.03548   |   1.379 ± 0.1129    | 0 ± 0  | 0 ± 0  |  0.2375 ± 0.07356   |
| Bin11  |  0.6074 ± 0.01721   |  0.05728 ± 0.01369   |        0 ± 0         | 0.02693 ± 0.02693  |  0.03891 ± 0.03539   |  0.7305 ± 0.04961   | 0 ± 0  | 0 ± 0  |  0.0931 ± 0.001874  |
| Bin12  |  0.3724 ± 0.01355   |   0.06524 ± 0.0145   |  0.01367 ± 0.009668  | 0.05386 ± 0.05386  |  0.03525 ± 0.03533   |  0.5405 ± 0.06809   | 0 ± 0  | 0 ± 0  |   0.4177 ± 0.1201   |
| Bin13  |   0.2309 ± 0.0107   |  0.03023 ± 0.01067   |   0.1058 ± 0.09264   | 0.02693 ± 0.02693  |     0 ± 0.002989     |   0.3939 ± 0.0977   | 0 ± 0  | 0 ± 0  |  0.2337 ± 0.08492   |
| Bin14  |  0.1235 ± 0.007885  |  0.03501 ± 0.01169   | 0.006836 ± 0.006836  | 0.08078 ± 0.04664  |  0.03525 ± 0.03529   |  0.2814 ± 0.06055   | 0 ± 0  | 0 ± 0  |  0.1368 ± 0.06005   |
| Bin15  |  0.1032 ± 0.007177  |  0.03819 ± 0.01125   |        0 ± 0         |       0 ± 0        |  0.00122 ± 0.002113  |  0.1426 ± 0.01351   | 0 ± 0  | 0 ± 0  |  0.2544 ± 0.09493   |
| Bin16  |  0.0825 ± 0.006484  |  0.04296 ± 0.01043   |     0 ± 0.009668     |       0 ± 0        |        0 ± 0         |  0.1255 ± 0.01563   | 0 ± 0  | 0 ± 0  |  0.03556 ± 0.06005  |
| Bin17  |  0.0343 ± 0.004222  |  0.04296 ± 0.01091   |        0 ± 0         | 0.02693 ± 0.02693  | 0.006101 ± 0.002728  |  0.1103 ± 0.02948   | 0 ± 0  | 0 ± 0  | 0.03005 ± 0.001165  |
| Bin18  | 0.03877 ± 0.004478  |  0.02068 ± 0.009937  | -0.006836 ± 0.01184  |       0 ± 0        |        0 ± 0         |  0.05262 ± 0.01609  | 0 ± 0  | 0 ± 0  |  0.1111 ± 0.06005   |
| Bin19  | 0.02911 ± 0.003864  |  0.01591 ± 0.009001  |        0 ± 0         |       0 ± 0        |        0 ± 0         | 0.04502 ± 0.009795  | 0 ± 0  | 0 ± 0  |  0.1074 ± 0.06005   |
