+--------+------------------+-----------------------+---------------------+---------------------+----------------------+------------------+-------------+-------------------+------------------------+
| Bin#   |        ZZ        |          ttZ          |        Higgs        |         WZ          |        Other         |      Total       |    data     |       Ratio       |          WWZ           |
|--------+------------------+-----------------------+---------------------+---------------------+----------------------+------------------+-------------+-------------------+------------------------+
| Bin0   |      0 ± 0       |         0 ± 0         |        0 ± 0        |        0 ± 0        |        0 ± 0         |      0 ± 0       |    0 ± 0    |       0 ± 0       |         0 ± 0          |
| Bin1   |      0 ± 0       |         0 ± 0         |        0 ± 0        |        0 ± 0        |        0 ± 0         |      0 ± 0       |    0 ± 0    |       0 ± 0       |         0 ± 0          |
| Bin2   |      0 ± 0       |         0 ± 0         |        0 ± 0        |        0 ± 0        |        0 ± 0         |      0 ± 0       |    0 ± 0    |       0 ± 0       |         0 ± 0          |
| Bin3   |      0 ± 0       |         0 ± 0         |        0 ± 0        |        0 ± 0        |        0 ± 0         |      0 ± 0       |    0 ± 0    |       0 ± 0       |         0 ± 0          |
| Bin4   | 5.657 ± 0.05188  |  0.007956 ± 0.003558  |        0 ± 0        |        0 ± 0        |  0.00122 ± 0.00122   | 5.667 ± 0.05202  |    4 ± 2    |  0.7059 ± 0.353   | 0.0001733 ± 4.631e-05  |
| Bin5   | 19.76 ± 0.09743  |  0.01591 ± 0.005032   |        0 ± 0        |  0.02693 ± 0.02693  |  -0.00122 ± 0.00122  |  19.8 ± 0.1012   | 19 ± 4.359  |  0.9595 ± 0.2202  | 0.0006249 ± 0.0001428  |
| Bin6   |  48.11 ± 0.1527  |   0.003182 ± 0.0045   |     0 ± 0.1303      |  0.05386 ± 0.03808  |     0 ± 0.00244      |  48.17 ± 0.2044  | 48 ± 6.928  |  0.9965 ± 0.1439  |   0.04398 ± 0.04245    |
| Bin7   |  88.73 ± 0.2084  |  0.006365 ± 0.007116  |   0.1774 ± 0.1844   | -0.02693 ± 0.02693  |  0.03769 ± 0.03529   |  88.93 ± 0.2819  | 96 ± 9.798  |   1.08 ± 0.1102   |   0.08729 ± 0.06004    |
| Bin8   |  84.69 ± 0.2041  |  0.01114 ± 0.006936   |  0.09897 ± 0.09239  | -0.02693 ± 0.02693  | 0.006101 ± 0.003228  |  84.78 ± 0.2258  | 71 ± 8.426  | 0.8375 ± 0.09942  |  0.003094 ± 0.0002966  |
| Bin9   |  65.54 ± 0.1794  |  0.009547 ± 0.003898  |  0.09213 ± 0.09264  |  0.02693 ± 0.02693  |  0.00244 ± 0.002989  |  65.68 ± 0.2037  | 74 ± 8.602  |   1.127 ± 0.131   |   0.08704 ± 0.06004    |
| Bin10  |  48.95 ± 0.1547  |  0.007956 ± 0.005277  |  0.09213 ± 0.09213  | -0.02693 ± 0.02693  | 0.006101 ± 0.003228  |  49.03 ± 0.1822  | 58 ± 7.616  |  1.183 ± 0.1554   |  0.001801 ± 0.0001877  |
| Bin11  |  36.19 ± 0.133   |   0.009547 ± 0.0045   |        0 ± 0        |        0 ± 0        |  0.00122 ± 0.00122   |  36.2 ± 0.1331   | 32 ± 5.657  |  0.884 ± 0.1563   |   0.04392 ± 0.04245    |
| Bin12  |  26.77 ± 0.1143  |  0.006365 ± 0.006751  |  0.09897 ± 0.09239  |        0 ± 0        |     0 ± 0.001726     |  26.88 ± 0.1471  | 29 ± 5.385  |  1.079 ± 0.2005   |  0.001299 ± 0.0002564  |
| Bin13  |  19.7 ± 0.0979   |  -0.003182 ± 0.0045   |        0 ± 0        |  0.02693 ± 0.02693  | -0.00244 ± 0.001726  |  19.72 ± 0.1017  | 17 ± 4.123  |  0.862 ± 0.2091   | 0.0009156 ± 0.0001906  |
| Bin14  | 14.87 ± 0.08515  |  0.009547 ± 0.003898  |        0 ± 0        |        0 ± 0        |        0 ± 0         | 14.88 ± 0.08523  |   16 ± 4    |  1.076 ± 0.2689   |   0.04305 ± 0.04245    |
| Bin15  | 11.05 ± 0.07335  | -0.001591 ± 0.003558  | -0.09213 ± 0.09213  |        0 ± 0        |  0.00244 ± 0.001726  |  10.96 ± 0.1178  |    9 ± 3    |  0.8211 ± 0.2739  | 0.0004269 ± 0.0001328  |
| Bin16  | 8.676 ± 0.06508  |  0.007956 ± 0.00421   |  0.09213 ± 0.09213  |        0 ± 0        |  -0.00122 ± 0.00122  |  8.775 ± 0.1129  | 11 ± 3.317  |  1.254 ± 0.3783   |   0.000297 ± 0.06004   |
| Bin17  |  6.707 ± 0.0573  |   0.01114 ± 0.00421   |        0 ± 0        |        0 ± 0        |  -0.00122 ± 0.00122  | 6.716 ± 0.05747  | 10 ± 3.162  |   1.489 ± 0.471   |  0.0003958 ± 0.000172  |
| Bin18  | 5.041 ± 0.04958  |  0.004773 ± 0.002756  |        0 ± 0        |        0 ± 0        |  -0.00122 ± 0.00122  | 5.045 ± 0.04968  |  6 ± 2.449  |  1.189 ± 0.4857   | 0.0001114 ± 3.713e-05  |
| Bin19  | 4.123 ± 0.04499  |  0.001591 ± 0.001591  |        0 ± 0        |        0 ± 0        |        0 ± 0         | 4.124 ± 0.04502  |  3 ± 1.732  |   0.7274 ± 0.42   | 8.663e-05 ± 3.274e-05  |
