+--------+---------------------+----------------------+---------------------+--------------------+-----------------------+---------------------+--------+--------+------------------------+
| Bin#   |         ZZ          |         ttZ          |        Higgs        |         WZ         |         Other         |        Total        |  data  | Ratio  |          WWZ           |
|--------+---------------------+----------------------+---------------------+--------------------+-----------------------+---------------------+--------+--------+------------------------+
| Bin0   |        0 ± 0        |        0 ± 0         |        0 ± 0        |       0 ± 0        |         0 ± 0         |        0 ± 0        | 0 ± 0  | 0 ± 0  |         0 ± 0          |
| Bin1   | 0.02416 ± 0.004267  |        0 ± 0         |        0 ± 0        |       0 ± 0        |         0 ± 0         | 0.02416 ± 0.004267  | 0 ± 0  | 0 ± 0  |  0.001672 ± 0.0001832  |
| Bin2   |  0.7541 ± 0.02354   |  0.02507 ± 0.008864  |        0 ± 0        | 0.04086 ± 0.04086  |         0 ± 0         |   0.82 ± 0.04798    | 0 ± 0  | 0 ± 0  |   0.08577 ± 0.04394    |
| Bin3   |    2.627 ± 0.044    |  0.09558 ± 0.01752   |        0 ± 0        | 0.08172 ± 0.05779  | 0.0007525 ± 0.003808  |   2.805 ± 0.07481   | 0 ± 0  | 0 ± 0  |    0.3672 ± 0.1318     |
| Bin4   |   5.315 ± 0.0627    |   0.1833 ± 0.02221   |  0.1051 ± 0.09622   | 0.04086 ± 0.07077  |     0 ± 0.002807      |   5.644 ± 0.1367    | 0 ± 0  | 0 ± 0  |    0.8795 ± 0.1644     |
| Bin5   |   8.718 ± 0.08033   |   0.1708 ± 0.02254   |   0.1145 ± 0.1664   | 0.04086 ± 0.04086  |  0.001404 ± 0.003713  |   9.046 ± 0.1906    | 0 ± 0  | 0 ± 0  |      0.6 ± 0.1077      |
| Bin6   |   12.55 ± 0.09603   |   0.1614 ± 0.02131   |     0 ± 0.1361      |  0.1226 ± 0.09137  |  0.002807 ± 0.005251  |   12.84 ± 0.1912    | 0 ± 0  | 0 ± 0  |    0.5598 ± 0.1163     |
| Bin7   |    17.21 ± 0.112    |   0.1683 ± 0.02269   |   0.2873 ± 0.1659   | 0.08172 ± 0.08172  |  0.001505 ± 0.00669   |   17.75 ± 0.2175    | 0 ± 0  | 0 ± 0  |    0.7964 ± 0.1457     |
| Bin8   |   23.25 ± 0.1299    |   0.1417 ± 0.02094   |   0.1915 ± 0.1924   | 0.04086 ± 0.09137  |  0.004211 ± 0.004655  |   23.63 ± 0.2504    | 0 ± 0  | 0 ± 0  |    0.7265 ± 0.1389     |
| Bin9   |   27.93 ± 0.1425    |   0.1065 ± 0.01814   |   0.383 ± 0.1915    | 0.08172 ± 0.08172  |   0.0525 ± 0.03756    |   28.56 ± 0.2557    | 0 ± 0  | 0 ± 0  |    0.5219 ± 0.1076     |
| Bin10  |   31.56 ± 0.1517    |    0.1191 ± 0.018    |     0 ± 0.01325     |  0.2043 ± 0.1081   |   0.1132 ± 0.06448    |     32 ± 0.1984     | 0 ± 0  | 0 ± 0  |    0.4957 ± 0.1076     |
| Bin11  |   34.87 ± 0.1594    |   0.1018 ± 0.01651   |   0.1915 ± 0.1924   |  0.4988 ± 0.2071   |   0.04267 ± 0.03748   |    35.7 ± 0.3271    | 0 ± 0  | 0 ± 0  |    0.4805 ± 0.1243     |
| Bin12  |    37.37 ± 0.165    |  0.09715 ± 0.01598   |   0.2967 ± 0.2152   | 0.04086 ± 0.07077  |  0.00777 ± 0.006014   |   37.81 ± 0.2807    | 0 ± 0  | 0 ± 0  |     0.461 ± 0.1076     |
| Bin13  |   32.09 ± 0.1525    |   0.08618 ± 0.0141   | -0.06765 ± 0.09892  |  0.04086 ± 0.1081  |   0.01198 ± 0.00513   |    32.17 ± 0.212    | 0 ± 0  | 0 ± 0  |    0.2022 ± 0.04396    |
| Bin14  |   9.502 ± 0.08235   | 0.009401 ± 0.005863  |  0.09576 ± 0.09667  |       0 ± 0        |  0.004963 ± 0.003539  |   9.612 ± 0.1272    | 0 ± 0  | 0 ± 0  |    0.0967 ± 0.04394    |
| Bin15  |   3.017 ± 0.04608   | 0.001567 ± 0.004701  |        0 ± 0        | 0.04086 ± 0.04086  |         0 ± 0         |   3.06 ± 0.06177    | 0 ± 0  | 0 ± 0  |    0.1036 ± 0.06213    |
| Bin16  |  0.8066 ± 0.02365   | 0.001567 ± 0.001567  |        0 ± 0        |       0 ± 0        |         0 ± 0         |   0.8082 ± 0.0237   | 0 ± 0  | 0 ± 0  |  0.004049 ± 0.0002404  |
| Bin17  |  0.111 ± 0.008676   | 0.001567 ± 0.001567  |        0 ± 0        |       0 ± 0        |         0 ± 0         |  0.1126 ± 0.008816  | 0 ± 0  | 0 ± 0  | 0.0006426 ± 8.827e-05  |
| Bin18  | 0.00215 ± 0.001163  |        0 ± 0         |        0 ± 0        |       0 ± 0        |         0 ± 0         | 0.00215 ± 0.001163  | 0 ± 0  | 0 ± 0  |         0 ± 0          |
| Bin19  |        0 ± 0        |        0 ± 0         |        0 ± 0        |       0 ± 0        |         0 ± 0         |        0 ± 0        | 0 ± 0  | 0 ± 0  |         0 ± 0          |
| Bin20  |        0 ± 0        |        0 ± 0         |        0 ± 0        |       0 ± 0        |         0 ± 0         |        0 ± 0        | 0 ± 0  | 0 ± 0  |         0 ± 0          |
| Bin21  |        0 ± 0        |        0 ± 0         |        0 ± 0        |       0 ± 0        |         0 ± 0         |        0 ± 0        | 0 ± 0  | 0 ± 0  |         0 ± 0          |
+--------+---------------------+----------------------+---------------------+--------------------+-----------------------+---------------------+--------+--------+------------------------+
