+--------+----------------------+----------------------+-----------------------+--------------------+-----------------------+---------------------+--------+---------+-----------------------+
| Bin#   |          ZZ          |         ttZ          |         Higgs         |         WZ         |         Other         |        Total        |  data  |  Ratio  |          WWZ          |
|--------+----------------------+----------------------+-----------------------+--------------------+-----------------------+---------------------+--------+---------+-----------------------+
| Bin0   |        0 ± 0         |        0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         |        0 ± 0        | 0 ± 0  |  0 ± 0  |         0 ± 0         |
| Bin1   |        0 ± 0         |        0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         |        0 ± 0        | 0 ± 0  |  0 ± 0  |         0 ± 0         |
| Bin2   |        0 ± 0         |        0 ± 0         |         0 ± 0         |       0 ± 0        |         0 ± 0         |        0 ± 0        | 0 ± 0  |  0 ± 0  |         0 ± 0         |
| Bin3   |   0.1823 ± 0.01176   |   0.1567 ± 0.02102   |   0.04686 ± 0.0248    | 0.08172 ± 0.05779  |   0.08394 ± 0.05265   |  0.5515 ± 0.08548   | 0 ± 0  |  0 ± 0  |   0.4313 ± 0.09826    |
| Bin4   |   0.2753 ± 0.01447   |   0.235 ± 0.02497    |  -0.07702 ± 0.09758   |   0.286 ± 0.1355   |   0.04558 ± 0.03784   |   0.765 ± 0.1736    | 0 ± 0  |  0 ± 0  |   0.5262 ± 0.09827    |
| Bin5   |   0.288 ± 0.01479    |   0.2149 ± 0.02506   |  0.009372 ± 0.01623   |  0.1226 ± 0.07077  |   0.08254 ± 0.05297   |  0.7174 ± 0.09447   | 0 ± 0  |  0 ± 0  |    0.9486 ± 0.1757    |
| Bin6   |   0.2084 ± 0.0126    |   0.2162 ± 0.02407   |  0.009372 ± 0.009372  |  0.1226 ± 0.07077  |  0.01975 ± 0.006541   |  0.5763 ± 0.07667   | 0 ± 0  |  0 ± 0  |    0.9844 ± 0.1757    |
| Bin7   |  0.09945 ± 0.008787  |   0.1363 ± 0.01976   |  0.009372 ± 0.009372  | 0.08172 ± 0.05779  |   0.08048 ± 0.05266   |  0.4073 ± 0.08166   | 0 ± 0  |  0 ± 0  |    0.134 ± 0.04399    |
| Bin8   |  0.05232 ± 0.006352  |  0.05798 ± 0.01651   |  0.009372 ± 0.009372  |    0 ± 0.05779     |  0.004963 ± 0.003539  |  0.1246 ± 0.06126   | 0 ± 0  |  0 ± 0  |   0.2511 ± 0.09825    |
| Bin9   |   0.0387 ± 0.00547   |  0.03604 ± 0.01393   |   0.1051 ± 0.09622    |       0 ± 0        |  0.001404 ± 0.002431  |  0.1813 ± 0.09741   | 0 ± 0  |  0 ± 0  |   0.2603 ± 0.08788    |
| Bin10  |  0.02883 ± 0.004677  |   0.0329 ± 0.01162   |  -0.08639 ± 0.09622   |       0 ± 0        | -0.001404 ± 0.001404  | -0.02606 ± 0.09704  | 0 ± 0  | -0 ± 0  |   0.1093 ± 0.04396    |
| Bin11  |  0.0238 ± 0.004233   |  0.04231 ± 0.01027   |  0.009372 ± 0.009372  |       0 ± 0        |  -0.00356 ± 0.003249  |  0.07192 ± 0.0149   | 0 ± 0  |  0 ± 0  |   0.1334 ± 0.06214    |
| Bin12  | 0.008867 ± 0.002587  |  0.03917 ± 0.01074   |         0 ± 0         |       0 ± 0        |     0 ± 0.001985      |  0.04804 ± 0.01123  | 0 ± 0  |  0 ± 0  |   0.08058 ± 0.04395   |
| Bin13  | 0.007881 ± 0.002492  |  0.02977 ± 0.009785  |         0 ± 0         |       0 ± 0        |  0.001404 ± 0.001404  |  0.03906 ± 0.01019  | 0 ± 0  |  0 ± 0  |   0.1144 ± 0.06214    |
| Bin14  | 0.004729 ± 0.001931  |  0.01254 ± 0.00799   | -0.009372 ± 0.009372  |       0 ± 0        |  0.001404 ± 0.001404  | 0.009296 ± 0.01254  | 0 ± 0  |  0 ± 0  |   0.06444 ± 0.04394   |
| Bin15  | 0.006337 ± 0.002192  |  0.0235 ± 0.007834   |         0 ± 0         |       0 ± 0        |  0.001404 ± 0.002431  | 0.03124 ± 0.008491  | 0 ± 0  |  0 ± 0  |  0.01557 ± 0.000752   |
| Bin16  | 0.003967 ± 0.001713  |  0.0141 ± 0.006069   |         0 ± 0         |       0 ± 0        |         0 ± 0         | 0.01807 ± 0.006306  | 0 ± 0  |  0 ± 0  |    0.1442 ± 0.0761    |
| Bin17  | 0.003667 ± 0.001647  |  0.01254 ± 0.006648  |         0 ± 0         |       0 ± 0        |         0 ± 0         |  0.0162 ± 0.006849  | 0 ± 0  |  0 ± 0  |   0.05249 ± 0.04393   |
| Bin18  | 0.003806 ± 0.001706  | 0.009401 ± 0.005428  |   0.09576 ± 0.09576   |       0 ± 0        |         0 ± 0         |   0.109 ± 0.09593   | 0 ± 0  |  0 ± 0  |   0.05204 ± 0.04394   |
| Bin19  | 0.001437 ± 0.001021  | 0.007834 ± 0.004701  |         0 ± 0         |       0 ± 0        |         0 ± 0         | 0.009271 ± 0.00481  | 0 ± 0  |  0 ± 0  | 0.005659 ± 0.0004386  |
| Bin20  |        0 ± 0         |  0.01254 ± 0.005428  |         0 ± 0         |       0 ± 0        |         0 ± 0         | 0.01254 ± 0.005428  | 0 ± 0  |  0 ± 0  | 0.004983 ± 0.0003985  |
| Bin21  | 0.009055 ± 0.002622  |  0.02037 ± 0.008724  |         0 ± 0         |       0 ± 0        |         0 ± 0         | 0.02942 ± 0.009109  | 0 ± 0  |  0 ± 0  |   0.1992 ± 0.08787    |
+--------+----------------------+----------------------+-----------------------+--------------------+-----------------------+---------------------+--------+---------+-----------------------+
