+--------+---------------------+----------------------+----------------------+---------------------+-----------------------+---------------------+--------+--------+---------------------+
| Bin#   |         ZZ          |         ttZ          |        Higgs         |         WZ          |         Other         |        Total        |  data  | Ratio  |         WWZ         |
|--------+---------------------+----------------------+----------------------+---------------------+-----------------------+---------------------+--------+--------+---------------------+
| Bin0   |        0 ± 0        |        0 ± 0         |        0 ± 0         |        0 ± 0        |         0 ± 0         |        0 ± 0        | 0 ± 0  | 0 ± 0  |        0 ± 0        |
| Bin1   |        0 ± 0        |        0 ± 0         |        0 ± 0         |        0 ± 0        |         0 ± 0         |        0 ± 0        | 0 ± 0  | 0 ± 0  |        0 ± 0        |
| Bin2   |        0 ± 0        |        0 ± 0         |        0 ± 0         |        0 ± 0        |         0 ± 0         |        0 ± 0        | 0 ± 0  | 0 ± 0  |        0 ± 0        |
| Bin3   |        0 ± 0        |        0 ± 0         |        0 ± 0         |        0 ± 0        |         0 ± 0         |        0 ± 0        | 0 ± 0  | 0 ± 0  |        0 ± 0        |
| Bin4   | 0.01219 ± 0.003056  | 0.001567 ± 0.001567  |        0 ± 0         |        0 ± 0        |         0 ± 0         | 0.01376 ± 0.003434  | 0 ± 0  | 0 ± 0  |  0.1007 ± 0.06213   |
| Bin5   | 0.03537 ± 0.005181  |  0.0188 ± 0.006648   |        0 ± 0         |        0 ± 0        |   0.1112 ± 0.06422    |  0.1653 ± 0.06477   | 0 ± 0  | 0 ± 0  |  0.1296 ± 0.06213   |
| Bin6   | 0.07506 ± 0.007531  |  0.03134 ± 0.01039   | 0.009372 ± 0.009372  |  0.1226 ± 0.07077   |  0.00777 ± 0.003539   |  0.2461 ± 0.07262   | 0 ± 0  | 0 ± 0  |  0.2675 ± 0.08787   |
| Bin7   |  0.1518 ± 0.01075   |  0.06894 ± 0.01519   |        0 ± 0         |  0.04086 ± 0.04086  |   0.0525 ± 0.03745    |  0.3141 ± 0.05847   | 0 ± 0  | 0 ± 0  |   0.342 ± 0.1076    |
| Bin8   |  0.1435 ± 0.01046   |   0.1131 ± 0.01764   |  0.009372 ± 0.01623  |        0 ± 0        |   0.04342 ± 0.03752   |  0.3094 ± 0.04573   | 0 ± 0  | 0 ± 0  |   0.316 ± 0.09825   |
| Bin9   |  0.1294 ± 0.009927  |   0.1285 ± 0.01854   |  0.02812 ± 0.01623   |  0.1226 ± 0.09137   |   0.04342 ± 0.03752   |   0.452 ± 0.1023    | 0 ± 0  | 0 ± 0  |   0.303 ± 0.07611   |
| Bin10  |  0.1075 ± 0.00904   |  0.08618 ± 0.01807   |  0.01874 ± 0.01325   |  0.04086 ± 0.07077  |  0.006367 ± 0.00473   |  0.2596 ± 0.07493   | 0 ± 0  | 0 ± 0  |   0.5521 ± 0.1318   |
| Bin11  | 0.08658 ± 0.008127  |  0.08148 ± 0.01598   | -0.009372 ± 0.01623  |  0.08172 ± 0.05779  |   0.03144 ± 0.03727   |  0.2719 ± 0.07289   | 0 ± 0  | 0 ± 0  |  0.1779 ± 0.04397   |
| Bin12  | 0.08003 ± 0.007787  |  0.06738 ± 0.01445   |  -0.08639 ± 0.09622  |  0.04086 ± 0.04086  | -0.000651 ± 0.003539  |   0.1012 ± 0.1059   | 0 ± 0  | 0 ± 0  |  0.2928 ± 0.08788   |
| Bin13  | 0.05689 ± 0.006592  |  0.07521 ± 0.01486   | 0.009372 ± 0.009372  |  0.08172 ± 0.05779  |  0.005614 ± 0.002807  |  0.2288 ± 0.06082   | 0 ± 0  | 0 ± 0  |  0.05623 ± 0.04397  |
| Bin14  | 0.06088 ± 0.006802  |  0.07051 ± 0.01478   | 0.009372 ± 0.009372  |  0.04086 ± 0.04086  |  0.005614 ± 0.003438  |   0.1872 ± 0.0451   | 0 ± 0  | 0 ± 0  |  0.1739 ± 0.06215   |
| Bin15  | 0.04381 ± 0.005819  |  0.07364 ± 0.01263   |  0.09576 ± 0.09576   | -0.04086 ± 0.04086  |  0.005614 ± 0.003438  |   0.178 ± 0.1051    | 0 ± 0  | 0 ± 0  |  0.1626 ± 0.06215   |
| Bin16  | 0.03181 ± 0.004919  |  0.04701 ± 0.01273   |  -0.07702 ± 0.09667  |  0.04086 ± 0.04086  |  0.004963 ± 0.003539  |  0.04762 ± 0.1059   | 0 ± 0  | 0 ± 0  |   0.152 ± 0.06215   |
| Bin17  |  0.02543 ± 0.00452  |  0.03447 ± 0.01086   |        0 ± 0         |        0 ± 0        |     0 ± 0.003438      |  0.0599 ± 0.01225   | 0 ± 0  | 0 ± 0  |   0.1843 ± 0.0761   |
| Bin18  |  0.02214 ± 0.00404  |  0.04701 ± 0.01311   | 0.009372 ± 0.009372  |  0.04086 ± 0.04086  |     0 ± 0.002807      |   0.1194 ± 0.0442   | 0 ± 0  | 0 ± 0  |  0.09027 ± 0.04395  |
| Bin19  | 0.01731 ± 0.003575  |  0.04387 ± 0.01086   |        0 ± 0         |        0 ± 0        |  0.001404 ± 0.001404  |  0.06259 ± 0.01152  | 0 ± 0  | 0 ± 0  | 0.03976 ± 0.001211  |
| Bin20  |  0.01811 ± 0.00368  |  0.03134 ± 0.01063   |        0 ± 0         |        0 ± 0        | -0.001404 ± 0.001404  |  0.04805 ± 0.01133  | 0 ± 0  | 0 ± 0  |  0.1203 ± 0.06214   |
