+--------+----------------------+----------------------+----------------------+---------------------+-----------------------+----------------------+--------+--------+-----------------------+
| Bin#   |          ZZ          |         ttZ          |        Higgs         |         WZ          |         Other         |        Total         |  data  | Ratio  |          WWZ          |
|--------+----------------------+----------------------+----------------------+---------------------+-----------------------+----------------------+--------+--------+-----------------------+
| Bin0   |        0 ± 0         |        0 ± 0         |        0 ± 0         |        0 ± 0        |         0 ± 0         |        0 ± 0         | 0 ± 0  | 0 ± 0  |         0 ± 0         |
| Bin1   |    25.16 ± 0.1355    | 0.006268 ± 0.005863  |   0.1822 ± 0.1358    |  0.08172 ± 0.05779  |  0.002807 ± 0.001985  |    25.43 ± 0.2004    | 0 ± 0  | 0 ± 0  |   0.0636 ± 0.001198   |
| Bin2   |    57.33 ± 0.2043    |  0.05171 ± 0.01027   |   0.2967 ± 0.2143    |  0.1226 ± 0.09137   |  0.002807 ± 0.003438  |    57.8 ± 0.3101     | 0 ± 0  | 0 ± 0  |   0.3081 ± 0.07612    |
| Bin3   |    59.69 ± 0.2083    |  0.07834 ± 0.01486   |    0.383 ± 0.1915    |  0.04086 ± 0.09137  |  0.004862 ± 0.00513   |    60.2 ± 0.2978     | 0 ± 0  | 0 ± 0  |   0.4868 ± 0.09827    |
| Bin4   |    45.58 ± 0.182     |  0.08305 ± 0.01559   |   -0.1915 ± 0.1354   |  0.04086 ± 0.07077  |   0.03565 ± 0.03745   |    45.55 ± 0.2411    | 0 ± 0  | 0 ± 0  |    0.582 ± 0.1076     |
| Bin5   |    28.77 ± 0.1446    |  0.06581 ± 0.01567   |   0.1051 ± 0.09713   |   0.2452 ± 0.1156   |   0.05185 ± 0.03762   |    29.24 ± 0.213     | 0 ± 0  | 0 ± 0  |     0.6 ± 0.1243      |
| Bin6   |    15.71 ± 0.1069    |  0.07521 ± 0.01688   |   0.02812 ± 0.1364   |   0.2127 ± 0.1767   |  0.002807 ± 0.00397   |    16.03 ± 0.2481    | 0 ± 0  | 0 ± 0  |    0.6673 ± 0.1243    |
| Bin7   |   8.066 ± 0.07673    |   0.1486 ± 0.02063   |   0.1051 ± 0.1672    |  0.1226 ± 0.09137   |  0.01263 ± 0.005787   |    8.455 ± 0.2065    | 0 ± 0  | 0 ± 0  |    0.4539 ± 0.0879    |
| Bin8   |   3.779 ± 0.05243    |  0.09715 ± 0.01745   |  -0.1051 ± 0.09713   |  0.08172 ± 0.05779  |  0.009174 ± 0.00513   |    3.862 ± 0.1259    | 0 ± 0  | 0 ± 0  |    0.5812 ± 0.1243    |
| Bin9   |   1.693 ± 0.03515    |  0.09088 ± 0.01731   |   0.2967 ± 0.1667    |  0.08172 ± 0.08172  |  0.008421 ± 0.005614  |    2.17 ± 0.1898     | 0 ± 0  | 0 ± 0  |   0.3632 ± 0.08789    |
| Bin10  |   0.8284 ± 0.02467   |   0.1065 ± 0.01716   |   0.1145 ± 0.09667   |  0.1226 ± 0.07077   |   0.03565 ± 0.0373    |    1.208 ± 0.129     | 0 ± 0  | 0 ± 0  |    0.3221 ± 0.1076    |
| Bin11  |   0.3893 ± 0.01699   |  0.08305 ± 0.01621   | -0.009372 ± 0.01623  |        0 ± 0        | -0.004862 ± 0.004294  |   0.4581 ± 0.02886   | 0 ± 0  | 0 ± 0  |   0.3296 ± 0.09825    |
| Bin12  |   0.1999 ± 0.01215   |  0.09245 ± 0.01511   |   0.2009 ± 0.1358    |  0.1634 ± 0.08172   |   0.08123 ± 0.05261   |    0.738 ± 0.1681    | 0 ± 0  | 0 ± 0  |   0.1742 ± 0.06215    |
| Bin13  |  0.1217 ± 0.009617   |   0.07051 ± 0.0141   | -0.009372 ± 0.01623  | -0.04086 ± 0.07077  | -0.001404 ± 0.002431  |   0.1406 ± 0.07463   | 0 ± 0  | 0 ± 0  |   0.2418 ± 0.08788    |
| Bin14  |  0.08072 ± 0.007842  |  0.05954 ± 0.01292   |  0.09576 ± 0.09576   | -0.04086 ± 0.04086  | -0.001404 ± 0.002431  |   0.1938 ± 0.1052    | 0 ± 0  | 0 ± 0  |   0.2718 ± 0.09824    |
| Bin15  |  0.05932 ± 0.006761  |   0.07364 ± 0.0141   |        0 ± 0         |  0.08172 ± 0.05779  | -0.001404 ± 0.002431  |   0.2133 ± 0.05991   | 0 ± 0  | 0 ± 0  |   0.1302 ± 0.06214    |
| Bin16  |  0.04633 ± 0.005918  |  0.03917 ± 0.009785  |        0 ± 0         |        0 ± 0        |     0 ± 0.001985      |  0.08551 ± 0.01161   | 0 ± 0  | 0 ± 0  |   0.1213 ± 0.06214    |
| Bin17  |  0.03537 ± 0.005182  |  0.04701 ± 0.01063   |  0.09576 ± 0.09576   |  0.04086 ± 0.04086  | -0.001404 ± 0.001404  |   0.2176 ± 0.1048    | 0 ± 0  | 0 ± 0  |   0.1147 ± 0.06214    |
| Bin18  |  0.02271 ± 0.004133  |  0.0235 ± 0.007834   | 0.009372 ± 0.009372  |        0 ± 0        |  0.001404 ± 0.001404  |  0.05699 ± 0.01297   | 0 ± 0  | 0 ± 0  |   0.1085 ± 0.06213    |
