+--------+---------------------+----------------------+-----------------------+---------------------+-----------------------+---------------------+--------+--------+--------------------+
| Bin#   |         ZZ          |         ttZ          |         Higgs         |         WZ          |         Other         |        Total        |  data  | Ratio  |        WWZ         |
|--------+---------------------+----------------------+-----------------------+---------------------+-----------------------+---------------------+--------+--------+--------------------+
| Bin0   |        0 ± 0        |        0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         |        0 ± 0        | 0 ± 0  | 0 ± 0  |       0 ± 0        |
| Bin1   |        0 ± 0        |        0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         |        0 ± 0        | 0 ± 0  | 0 ± 0  |       0 ± 0        |
| Bin2   |        0 ± 0        |        0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         |        0 ± 0        | 0 ± 0  | 0 ± 0  |       0 ± 0        |
| Bin3   | 0.01396 ± 0.003259  |   0.0141 ± 0.00646   |         0 ± 0         |  0.04086 ± 0.04086  |         0 ± 0         |  0.06893 ± 0.0415   | 0 ± 0  | 0 ± 0  | 0.1928 ± 0.002232  |
| Bin4   | 0.02458 ± 0.004327  | 0.009401 ± 0.006268  |   0.1051 ± 0.09622    |  0.04086 ± 0.04086  |  0.002807 ± 0.001985  |   0.1828 ± 0.1048   | 0 ± 0  | 0 ± 0  | 0.2322 ± 0.002467  |
| Bin5   | 0.04547 ± 0.005913  |   0.0141 ± 0.00718   |         0 ± 0         |        0 ± 0        |     0 ± 0.003438      | 0.05958 ± 0.009917  | 0 ± 0  | 0 ± 0  |   0.2891 ± 0.044   |
| Bin6   | 0.05823 ± 0.006658  |  0.02977 ± 0.008438  |         0 ± 0         |  0.04086 ± 0.04086  |  0.001404 ± 0.002431  |  0.1303 ± 0.04232   | 0 ± 0  | 0 ± 0  |   0.2835 ± 0.044   |
| Bin7   | 0.07792 ± 0.007734  |  0.03761 ± 0.008582  |      0 ± 0.01325      |        0 ± 0        | -0.001404 ± 0.002431  |  0.1141 ± 0.01775   | 0 ± 0  | 0 ± 0  |  0.2608 ± 0.04399  |
| Bin8   |  0.1138 ± 0.009361  |  0.03917 ± 0.01003   |  0.009372 ± 0.009372  |  0.04086 ± 0.04086  |  0.006367 ± 0.003249  |  0.2096 ± 0.04423   | 0 ± 0  | 0 ± 0  |  0.2769 ± 0.06217  |
| Bin9   |  0.0988 ± 0.008717  |  0.03761 ± 0.01015   |  0.009372 ± 0.009372  |        0 ± 0        |     0 ± 0.002807      |  0.1458 ± 0.01658   | 0 ± 0  | 0 ± 0  |  0.236 ± 0.06216   |
| Bin10  |  0.1259 ± 0.009766  |  0.03917 ± 0.01051   |         0 ± 0         |  0.04086 ± 0.04086  |   0.04548 ± 0.03727   |  0.2514 ± 0.05714   | 0 ± 0  | 0 ± 0  |  0.1959 ± 0.06215  |
| Bin11  |  0.1036 ± 0.008921  |  0.04415 ± 0.01138   |  -0.09576 ± 0.09576   |        0 ± 0        |  0.009174 ± 0.00473   |  0.06111 ± 0.09696  | 0 ± 0  | 0 ± 0  | 0.07051 ± 0.06214  |
| Bin12  | 0.08841 ± 0.008209  |  0.04701 ± 0.01108   |   0.09576 ± 0.09667   | -0.04086 ± 0.07077  |  0.004211 ± 0.00506   |   0.1945 ± 0.1207   | 0 ± 0  | 0 ± 0  |  0.1268 ± 0.06214  |
| Bin13  | 0.05925 ± 0.006698  |  0.03917 ± 0.01141   |         0 ± 0         |        0 ± 0        |   0.08815 ± 0.05267   |  0.1866 ± 0.05431   | 0 ± 0  | 0 ± 0  |   0.24 ± 0.09824   |
| Bin14  | 0.07317 ± 0.007336  |  0.04544 ± 0.01003   |         0 ± 0         |        0 ± 0        |  0.008421 ± 0.004438  |   0.127 ± 0.0132    | 0 ± 0  | 0 ± 0  |  0.1853 ± 0.08786  |
| Bin15  | 0.06757 ± 0.006998  |   0.0329 ± 0.01051   |         0 ± 0         |  0.08172 ± 0.05779  |   0.03641 ± 0.03733   |  0.2186 ± 0.06995   | 0 ± 0  | 0 ± 0  | 0.04893 ± 0.04393  |
| Bin16  | 0.04527 ± 0.005866  |  0.04701 ± 0.01039   |  0.009372 ± 0.009372  |        0 ± 0        |   0.03565 ± 0.03719   |  0.1373 ± 0.04017   | 0 ± 0  | 0 ± 0  |  0.1361 ± 0.07609  |
| Bin17  |  0.02889 ± 0.00466  |  0.04231 ± 0.01119   |  -0.08639 ± 0.09622   |  0.04086 ± 0.04086  | -0.005614 ± 0.003438  |  0.02005 ± 0.1053   | 0 ± 0  | 0 ± 0  |  0.1366 ± 0.07609  |
| Bin18  | 0.03426 ± 0.005171  |  0.03447 ± 0.01151   | -0.009372 ± 0.009372  |  0.08172 ± 0.05779  |     0 ± 0.003438      |  0.1411 ± 0.05999   | 0 ± 0  | 0 ± 0  |  0.0943 ± 0.06213  |
| Bin19  | 0.02438 ± 0.004306  |  0.05954 ± 0.01292   |   0.01874 ± 0.01325   |  0.04086 ± 0.04086  |  0.004963 ± 0.002931  |  0.1485 ± 0.04516   | 0 ± 0  | 0 ± 0  | 0.04929 ± 0.04393  |
