+--------+-------------------+-----------------------+-----------------------+---------------------+-----------------------+-------------------+--------+--------+-----------------------+
| Bin#   |        ZZ         |          ttZ          |         Higgs         |         WZ          |         Other         |       Total       |  data  | Ratio  |          WWZ          |
|--------+-------------------+-----------------------+-----------------------+---------------------+-----------------------+-------------------+--------+--------+-----------------------+
| Bin0   |       0 ± 0       |         0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         |       0 ± 0       | 0 ± 0  | 0 ± 0  |         0 ± 0         |
| Bin1   |  88.38 ± 0.2535   |   0.5045 ± 0.03812    |    0.3154 ± 0.289     |   0.4086 ± 0.1529   |  0.006367 ± 0.008805  |  89.62 ± 0.4156   | 0 ± 0  | 0 ± 0  |     2.38 ± 0.2524     |
| Bin2   |  55.18 ± 0.2003   |    0.361 ± 0.03089    |    0.4975 ± 0.2547    |   0.2452 ± 0.1292   |   0.019 ± 0.007474    |   56.3 ± 0.3503   | 0 ± 0  | 0 ± 0  |    1.134 ± 0.1585     |
| Bin3   |  31.71 ± 0.1518   |    0.21 ± 0.02468     |    0.1145 ± 0.1664    |  0.04086 ± 0.09137  |   0.1217 ± 0.06447    |  32.19 ± 0.2527   | 0 ± 0  | 0 ± 0  |    0.9105 ± 0.1522    |
| Bin4   |  19.69 ± 0.1197   |   0.1291 ± 0.01923    |    0.2873 ± 0.1664    |   0.2452 ± 0.1001   |  0.01058 ± 0.006131   |   20.37 ± 0.229   | 0 ± 0  | 0 ± 0  |    0.6243 ± 0.1318    |
| Bin5   |  13.71 ± 0.09993  |   0.04857 ± 0.01393   | -0.009372 ± 0.009372  |     0 ± 0.08172     |   0.04483 ± 0.03744   |   13.8 ± 0.1355   | 0 ± 0  | 0 ± 0  |   0.2851 ± 0.09825    |
| Bin6   |  9.723 ± 0.0842   |   0.05327 ± 0.01292   |  0.009372 ± 0.009372  |        0 ± 0        | -0.005614 ± 0.004438  |  9.78 ± 0.08582   | 0 ± 0  | 0 ± 0  |    0.5044 ± 0.1318    |
| Bin7   |  7.236 ± 0.0727   |   0.0329 ± 0.01224    |    0.2873 ± 0.1669    | -0.04086 ± 0.04086  |   0.03986 ± 0.03727   |  7.556 ± 0.1907   | 0 ± 0  | 0 ± 0  |   0.1685 ± 0.06215    |
| Bin8   |  5.26 ± 0.06193   |  0.03604 ± 0.009785   |  -0.09576 ± 0.09576   |     0 ± 0.05779     |  0.001404 ± 0.003138  |  5.202 ± 0.1283   | 0 ± 0  | 0 ± 0  |   0.1037 ± 0.04395    |
| Bin9   |  3.911 ± 0.05344  |   0.02037 ± 0.00646   |   0.09576 ± 0.09576   |  0.08172 ± 0.05779  |  0.001404 ± 0.001404  |   4.11 ± 0.1241   | 0 ± 0  | 0 ± 0  |   0.08758 ± 0.04395   |
| Bin10  |  2.786 ± 0.04512  |  0.01567 ± 0.007007   |         0 ± 0         |        0 ± 0        | -0.004211 ± 0.003138  |  2.797 ± 0.04577  | 0 ± 0  | 0 ± 0  |  0.0312 ± 0.0009078   |
| Bin11  |  2.011 ± 0.03839  |   0.0235 ± 0.006069   |         0 ± 0         |  0.08172 ± 0.05779  |  0.001404 ± 0.001404  |  2.118 ± 0.06965  | 0 ± 0  | 0 ± 0  |   0.06604 ± 0.04394   |
| Bin12  |   1.52 ± 0.0333   |  0.01254 ± 0.004955   |         0 ± 0         |        0 ± 0        |  0.001404 ± 0.002431  |  1.534 ± 0.03376  | 0 ± 0  | 0 ± 0  |  -0.02728 ± 0.04394   |
| Bin13  |  1.164 ± 0.02918  |  0.01097 ± 0.004701   |         0 ± 0         |        0 ± 0        |     0 ± 0.001985      |  1.175 ± 0.02962  | 0 ± 0  | 0 ± 0  |   0.05711 ± 0.04394   |
| Bin14  | 0.9067 ± 0.02574  |  0.006268 ± 0.004432  |   0.09576 ± 0.09576   |   0.1719 ± 0.1719   |  0.001404 ± 0.001404  |  1.182 ± 0.1985   | 0 ± 0  | 0 ± 0  | 0.009771 ± 0.0004828  |
| Bin15  | 0.6951 ± 0.02259  | -0.003134 ± 0.003134  |         0 ± 0         |        0 ± 0        |         0 ± 0         |  0.692 ± 0.0228   | 0 ± 0  | 0 ± 0  | 0.007751 ± 0.0004107  |
| Bin16  | 0.5119 ± 0.01934  |  0.003134 ± 0.002216  |         0 ± 0         |        0 ± 0        |  0.001404 ± 0.001404  | 0.5164 ± 0.01952  | 0 ± 0  | 0 ± 0  | 0.006004 ± 0.0003934  |
| Bin17  | 0.4411 ± 0.01806  |  0.001567 ± 0.001567  |         0 ± 0         |        0 ± 0        |         0 ± 0         | 0.4426 ± 0.01812  | 0 ± 0  | 0 ± 0  | 0.004685 ± 0.0003481  |
| Bin18  | 0.3527 ± 0.01602  |         0 ± 0         |         0 ± 0         |        0 ± 0        |         0 ± 0         | 0.3527 ± 0.01602  | 0 ± 0  | 0 ± 0  |  0.00403 ± 0.0003352  |
| Bin19  | 0.2993 ± 0.01483  |  0.001567 ± 0.002714  |         0 ± 0         |        0 ± 0        |  0.001404 ± 0.001404  | 0.3023 ± 0.01514  | 0 ± 0  | 0 ± 0  | 0.003207 ± 0.0002985  |
